time,Minnesota,pts.away,score,pts.home,Golden State
4:53.0,,,99-117,,I. Clark misses 3-pt shot from 23 ft
4:53.0,Defensive rebound by A. Payne,,99-117,,
4:39.0,A. Payne misses 3-pt shot from 25 ft,,99-117,,
4:32.0,,,99-117,,Defensive rebound by J. McAdoo
4:24.0,,,99-117,,J. McAdoo misses 2-pt shot from 5 ft
4:23.0,,,99-117,,Offensive rebound by J. McAdoo
4:21.0,,,99-117,,J. McAdoo misses 2-pt shot at rim
4:19.0,Defensive rebound by A. Payne,,99-117,,
4:17.0,Shooting foul by I. Clark (drawn by S. Muhammad),,99-117,,
4:17.0,S. Muhammad makes free throw 1 of 2,1,100-117,,
4:17.0,S. Muhammad makes free throw 2 of 2,1,101-117,,
4:17.0,,,100-117,,K. Looney enters the game for D. West
4:06.0,,,101-117,,Shooting foul by A. Payne (drawn by J. McAdoo)
4:06.0,,,101-117,,J. McAdoo misses free throw 1 of 2
4:06.0,,,101-117,,Offensive rebound by Team
4:06.0,,,101-117,,J. McAdoo misses free throw 2 of 2
4:06.0,Defensive rebound by T. Jones,,101-117,,
3:47.0,K. Dunn misses 2-pt shot from 17 ft,,101-117,,
3:47.0,,,101-117,,Defensive rebound by J. McAdoo
3:39.0,,,101-117,,Shooting foul by K. Dunn (drawn by S. Livingston)
3:39.0,,,101-118,1,S. Livingston makes free throw 1 of 2
3:39.0,,,101-119,1,S. Livingston makes free throw 2 of 2
3:27.0,S. Muhammad misses 2-pt shot from 4 ft,,101-119,,
3:26.0,Offensive rebound by J. Hill,,101-119,,
3:26.0,J. Hill makes 2-pt shot at rim,2,103-119,,
3:08.0,,,103-119,,Turnover by K. Looney (lost ball; steal by A. Payne)
3:02.0,A. Payne makes 2-pt shot at rim (assist by T. Jones),2,105-119,,
2:48.0,,,105-119,,Turnover by I. Clark (bad pass)
2:48.0,Minnesota full timeout,,105-119,,
2:35.0,A. Payne misses 2-pt shot from 20 ft,,105-119,,
2:35.0,,,105-119,,Defensive rebound by P. McCaw
2:22.0,,,105-119,,I. Clark misses 2-pt shot from 8 ft
2:21.0,Defensive rebound by A. Payne,,105-119,,
2:10.0,Turnover by J. Hill (lost ball; steal by I. Clark),,105-119,,
2:01.0,,,105-119,,I. Clark misses 2-pt shot from 19 ft
1:59.0,,,105-119,,Offensive rebound by K. Looney
1:59.0,,,105-119,,K. Looney misses 2-pt shot from 1 ft
1:57.0,,,105-119,,Offensive rebound by J. McAdoo
1:45.0,,,105-121,2,K. Looney makes 2-pt shot at rim (assist by I. Clark)
1:26.0,J. Hill misses 2-pt shot from 15 ft,,105-121,,
1:26.0,,,105-121,,Defensive rebound by S. Livingston
1:14.0,,,105-121,,I. Clark misses 2-pt shot from 6 ft
1:13.0,,,105-121,,Offensive rebound by K. Looney
1:04.0,,,105-121,,Turnover by P. McCaw (bad pass; steal by K. Dunn)
1:00.0,S. Muhammad makes 2-pt shot at rim (assist by T. Jones),2,107-121,,
0:40.0,,,107-121,,I. Clark misses 3-pt shot from 27 ft
0:39.0,Defensive rebound by S. Muhammad,,107-121,,
0:25.0,T. Jones misses 2-pt shot from 20 ft,,107-121,,
0:25.0,,,107-121,,Defensive rebound by K. Looney
0:04.0,,,107-121,,J. McAdoo misses 3-pt shot from 27 ft
0:01.0,Defensive rebound by S. Muhammad,,107-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
