time,Chicago,pts.away,score,pts.home,Milwaukee
3:44.0,,,92-101,,J. Parker misses 2-pt shot from 1 ft
3:42.0,Defensive rebound by J. Butler,,92-101,,
3:33.0,Turnover by D. McDermott (bad pass; steal by J. Parker),,92-101,,
3:18.0,,,92-103,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
3:18.0,Chicago full timeout,,92-103,,
3:04.0,J. Butler makes 3-pt shot from 26 ft (assist by R. Rondo),3,95-103,,
2:48.0,,,95-103,,G. Antetokounmpo misses 3-pt shot from 26 ft
2:46.0,Defensive rebound by R. Rondo,,95-103,,
2:39.0,J. Butler misses 2-pt shot from 2 ft (block by G. Antetokounmpo),,95-103,,
2:39.0,,,95-103,,Defensive rebound by G. Antetokounmpo
2:39.0,Personal foul by R. Rondo (drawn by G. Antetokounmpo),,95-103,,
2:39.0,D. Wade enters the game for D. McDermott,,95-103,,
2:32.0,,,95-103,,Turnover by M. Dellavedova (palming)
2:20.0,J. Butler misses 2-pt shot from 3 ft (block by J. Henson),,95-103,,
2:18.0,,,95-103,,Defensive rebound by J. Parker
2:03.0,,,95-105,2,J. Henson makes 2-pt shot from 5 ft (assist by J. Parker)
1:53.0,D. Wade makes 2-pt shot at rim (assist by R. Rondo),2,97-105,,
1:34.0,,,97-108,3,M. Dellavedova makes 3-pt shot from 26 ft
1:34.0,Chicago full timeout,,97-108,,
1:34.0,D. McDermott enters the game for R. Rondo,,97-108,,
1:25.0,D. Wade misses 2-pt shot from 10 ft,,97-108,,
1:24.0,,,97-108,,Defensive rebound by T. Snell
1:02.0,,,97-108,,G. Antetokounmpo misses 2-pt shot from 18 ft
1:01.0,Defensive rebound by C. Felicio,,97-108,,
0:49.0,Turnover by J. Butler (bad pass; steal by J. Parker),,97-108,,
0:26.0,,,97-108,,J. Parker misses 2-pt shot from 4 ft
0:24.0,Defensive rebound by C. Felicio,,97-108,,
0:15.0,C. Felicio misses 2-pt shot from 2 ft (block by J. Henson),,97-108,,
0:13.0,,,97-108,,Defensive rebound by T. Snell
0:00.0,End of 4th quarter,,,,End of 4th quarter
