time,Chicago,pts.away,score,pts.home,Philadelphia
4:49.0,,,105-81,1,T. Luwawu-Cabarrot makes free throw 1 of 2
4:49.0,,,105-82,1,T. Luwawu-Cabarrot makes free throw 2 of 2
4:26.0,I. Canaan misses 2-pt shot from 6 ft,,105-82,,
4:24.0,Offensive rebound by C. Felicio,,105-82,,
4:24.0,C. Felicio misses 2-pt shot from 1 ft,,105-82,,
4:23.0,,,105-82,,Defensive rebound by H. Thompson
4:02.0,,,105-82,,T. Luwawu-Cabarrot misses 3-pt shot from 24 ft
4:01.0,Defensive rebound by N. Mirotic,,105-82,,
3:48.0,D. Valentine misses 3-pt shot from 27 ft,,105-82,,
3:47.0,,,105-82,,Defensive rebound by T. Luwawu-Cabarrot
3:35.0,,,105-82,,Shooting foul by C. Felicio (drawn by J. Okafor)
3:35.0,,,105-82,,J. Okafor misses free throw 1 of 2
3:35.0,,,105-82,,Offensive rebound by Team
3:35.0,,,105-82,,J. Okafor misses free throw 2 of 2
3:35.0,R. Hunter enters the game for I. Canaan,,105-82,,
3:35.0,,,105-82,,D. Saric enters the game for E. Ilyasova
3:33.0,,,105-82,,Offensive rebound by S. Rodriguez
3:27.0,,,105-84,2,J. Okafor makes 2-pt shot from 2 ft (assist by S. Rodriguez)
3:05.0,J. Grant misses 2-pt shot from 16 ft,,105-84,,
3:02.0,,,105-84,,Defensive rebound by J. Okafor
2:53.0,,,105-84,,J. Okafor misses 2-pt shot from 9 ft
2:51.0,Defensive rebound by J. Grant,,105-84,,
2:44.0,D. Valentine misses 3-pt shot from 25 ft,,105-84,,
2:42.0,,,105-84,,Defensive rebound by D. Saric
2:22.0,,,105-84,,S. Rodriguez misses 3-pt shot from 25 ft
2:20.0,Defensive rebound by R. Hunter,,105-84,,
2:10.0,C. Felicio misses 2-pt shot from 18 ft,,105-84,,
2:08.0,,,105-84,,Defensive rebound by D. Saric
2:05.0,,,105-84,,Philadelphia full timeout
2:05.0,B. Portis enters the game for N. Mirotic,,105-84,,
2:05.0,,,105-84,,R. Holmes enters the game for J. Okafor
1:55.0,,,105-84,,Turnover by S. Rodriguez (bad pass)
1:40.0,D. Valentine misses 2-pt shot from 6 ft (block by R. Holmes),,105-84,,
1:38.0,,,105-84,,Defensive rebound by R. Holmes
1:30.0,,,105-84,,Shooting foul by B. Portis (drawn by R. Holmes)
1:30.0,,,105-86,2,R. Holmes makes 2-pt shot from 2 ft (assist by H. Thompson)
1:30.0,,,105-87,1,R. Holmes makes free throw 1 of 1
1:14.0,J. Grant misses 2-pt shot from 20 ft,,105-87,,
1:12.0,Offensive rebound by C. Felicio,,105-87,,
1:12.0,C. Felicio misses 2-pt shot from 1 ft,,105-87,,
1:11.0,Offensive rebound by C. Felicio,,105-87,,
1:11.0,C. Felicio misses 2-pt shot from 2 ft (block by R. Holmes),,105-87,,
1:09.0,,,105-87,,Defensive rebound by T. Luwawu-Cabarrot
1:03.0,,,105-87,,R. Holmes misses 2-pt shot from 18 ft
1:02.0,Defensive rebound by C. Felicio,,105-87,,
0:47.0,Turnover by J. Grant (lost ball; steal by H. Thompson),,105-87,,
0:46.0,Personal foul by J. Grant (drawn by T. Luwawu-Cabarrot),,105-87,,
0:46.0,,,105-88,1,T. Luwawu-Cabarrot makes free throw 1 of 2
0:46.0,,,105-89,1,T. Luwawu-Cabarrot makes free throw 2 of 2
0:36.0,C. Felicio misses 2-pt shot from 1 ft,,105-89,,
0:34.0,,,105-89,,Defensive rebound by S. Rodriguez
0:17.0,,,105-89,,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft
0:16.0,Defensive rebound by B. Portis,,105-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
