time,Oklahoma City,pts.away,score,pts.home,Memphis
5:42.0,Defensive rebound by D. Sabonis,,67-89,,
5:36.0,K. Singler makes 2-pt shot from 1 ft (assist by S. Christon),2,69-89,,
5:11.0,,,69-91,2,Z. Randolph makes 2-pt shot from 5 ft
4:59.0,Offensive charge foul by D. Sabonis,,69-91,,
4:59.0,Turnover by D. Sabonis (offensive foul),,69-91,,
4:37.0,,,69-93,2,Z. Randolph makes 2-pt shot from 19 ft
4:23.0,S. Christon makes 2-pt shot from 1 ft,2,71-93,,
4:03.0,,,71-96,3,T. Daniels makes 3-pt shot from 26 ft (assist by Z. Randolph)
4:00.0,,,71-96,,Personal take foul by Z. Randolph (drawn by A. Abrines)
4:00.0,,,71-96,,J. Martin enters the game for A. Harrison
4:00.0,,,71-96,,W. Baldwin enters the game for Z. Randolph
3:47.0,J. Grant makes 2-pt shot from 5 ft,2,73-96,,
3:24.0,,,73-99,3,J. Ennis makes 3-pt shot from 29 ft (assist by J. Green)
3:09.0,A. Abrines misses 3-pt shot from 24 ft,,73-99,,
3:09.0,,,73-99,,Defensive rebound by T. Daniels
2:58.0,,,73-102,3,T. Daniels makes 3-pt shot from 29 ft (assist by W. Baldwin)
2:47.0,Oklahoma City full timeout,,73-102,,
2:44.0,A. Abrines misses 3-pt shot from 23 ft,,73-102,,
2:44.0,,,73-102,,Defensive rebound by W. Baldwin
2:26.0,,,73-105,3,T. Daniels makes 3-pt shot from 26 ft (assist by W. Baldwin)
2:17.0,Shooting foul by J. Martin (drawn by J. Grant),,73-105,,
2:17.0,J. Grant misses free throw 1 of 2,,73-105,,
2:17.0,Offensive rebound by Team,,73-105,,
2:17.0,J. Grant makes free throw 2 of 2,1,74-105,,
2:02.0,,,74-105,,T. Daniels misses 2-pt shot from 2 ft
2:00.0,Defensive rebound by D. Sabonis,,74-105,,
1:53.0,J. Grant makes 2-pt shot at rim,2,76-105,,
1:40.0,,,76-108,3,T. Daniels makes 3-pt shot from 25 ft (assist by J. Green)
1:32.0,Shooting foul by J. Martin (drawn by J. Grant),,76-108,,
1:32.0,J. Grant makes free throw 1 of 2,1,77-108,,
1:32.0,J. Grant misses free throw 2 of 2,,77-108,,
1:30.0,,,77-108,,Defensive rebound by J. Martin
1:17.0,,,77-108,,W. Baldwin misses 2-pt shot from 6 ft (block by S. Christon)
1:13.0,Defensive rebound by S. Christon,,77-108,,
1:08.0,A. Abrines misses 2-pt shot from 1 ft (block by J. Green),,77-108,,
1:08.0,Offensive rebound by A. Abrines,,77-108,,
1:08.0,Jump ball: A. Abrines vs. J. Green (W. Baldwin gains possession),,,,Jump ball: A. Abrines vs. J. Green (W. Baldwin gains possession)
1:08.0,Turnover by A. Abrines (lost ball),,77-108,,
1:02.0,,,77-111,3,T. Daniels makes 3-pt shot from 27 ft (assist by W. Baldwin)
0:52.0,D. Sabonis misses 3-pt shot from 25 ft,,77-111,,
0:51.0,Offensive rebound by A. Abrines,,77-111,,
0:51.0,A. Abrines misses 2-pt shot from 1 ft,,77-111,,
0:50.0,,,77-111,,Defensive rebound by T. Daniels
0:39.0,Personal foul by K. Singler (drawn by J. Ennis),,77-111,,
0:32.0,,,77-114,3,T. Daniels makes 3-pt shot from 27 ft (assist by W. Baldwin)
0:21.0,A. Abrines makes 3-pt shot from 24 ft (assist by D. Sabonis),3,80-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
