time,Boston,pts.away,score,pts.home,Indiana
4:10.0,I. Thomas makes 2-pt shot from 2 ft,2,93-83,,
3:55.0,,,93-85,2,C. Miles makes 2-pt shot from 3 ft (assist by J. Teague)
3:37.0,A. Horford misses 2-pt shot from 20 ft,,93-85,,
3:36.0,,,93-85,,Defensive rebound by M. Turner
3:30.0,,,93-87,2,C. Miles makes 2-pt shot from 3 ft (assist by P. George)
3:30.0,,,93-87,,Shooting foul by I. Thomas (drawn by C. Miles)
3:30.0,,,93-88,1,C. Miles makes free throw 1 of 1
3:15.0,I. Thomas makes 2-pt shot from 2 ft,2,95-88,,
3:10.0,,,95-88,,Indiana full timeout
3:10.0,A. Johnson enters the game for M. Smart,,95-88,,
2:53.0,,,95-90,2,C. Miles makes 2-pt shot from 4 ft
2:37.0,I. Thomas misses 3-pt shot from 27 ft,,95-90,,
2:36.0,Offensive rebound by A. Horford,,95-90,,
2:19.0,I. Thomas makes 3-pt shot from 25 ft (assist by J. Crowder),3,98-90,,
2:01.0,,,98-90,,T. Young misses 2-pt shot from 9 ft
2:00.0,Defensive rebound by A. Bradley,,98-90,,
1:43.0,I. Thomas misses 2-pt shot from 14 ft,,98-90,,
1:43.0,,,98-90,,Defensive rebound by T. Young
1:26.0,,,98-93,3,T. Young makes 3-pt shot from 23 ft (assist by P. George)
1:06.0,A. Bradley makes 2-pt shot from 2 ft,2,100-93,,
1:06.0,,,100-93,,Indiana full timeout
1:06.0,M. Smart enters the game for I. Thomas,,100-93,,
1:03.0,,,100-93,,P. George misses 3-pt shot from 24 ft
1:02.0,Defensive rebound by M. Smart,,100-93,,
0:51.0,,,100-93,,Personal foul by P. George (drawn by M. Smart)
0:51.0,I. Thomas enters the game for M. Smart,,100-93,,
0:51.0,Boston full timeout,,100-93,,
0:51.0,M. Smart enters the game for A. Johnson,,100-93,,
0:47.0,A. Horford misses 2-pt shot from 21 ft,,100-93,,
0:46.0,,,100-93,,Defensive rebound by P. George
0:37.0,,,100-93,,Shooting foul by M. Smart (drawn by J. Teague)
0:37.0,,,100-94,1,J. Teague makes free throw 1 of 2
0:37.0,,,100-95,1,J. Teague makes free throw 2 of 2
0:33.0,,,100-95,,Personal foul by P. George (drawn by M. Smart)
0:33.0,M. Smart makes free throw 1 of 2,1,101-95,,
0:33.0,M. Smart makes free throw 2 of 2,1,102-95,,
0:33.0,,,102-95,,Indiana full timeout
0:30.0,,,102-97,2,P. George makes 2-pt shot from 19 ft (assist by T. Young)
0:28.0,,,102-97,,Personal take foul by J. Teague (drawn by I. Thomas)
0:28.0,I. Thomas makes free throw 1 of 2,1,103-97,,
0:28.0,I. Thomas misses free throw 2 of 2,,103-97,,
0:27.0,,,103-97,,Defensive rebound by T. Young
0:27.0,,,103-97,,Indiana full timeout
0:27.0,J. Jerebko enters the game for I. Thomas,,103-97,,
0:25.0,,,103-100,3,J. Teague makes 3-pt shot from 29 ft (assist by T. Young)
0:23.0,,,103-100,,Personal take foul by J. Teague (drawn by A. Bradley)
0:23.0,A. Bradley makes free throw 1 of 2,1,104-100,,
0:23.0,A. Bradley makes free throw 2 of 2,1,105-100,,
0:16.0,,,105-100,,Shooting foul by A. Horford (drawn by C. Miles)
0:16.0,,,105-100,,C. Miles misses free throw 1 of 3
0:16.0,,,105-100,,Offensive rebound by Team
0:16.0,,,105-101,1,C. Miles makes free throw 2 of 3
0:16.0,,,105-102,1,C. Miles makes free throw 3 of 3
0:16.0,Boston full timeout,,105-102,,
0:16.0,I. Thomas enters the game for J. Jerebko,,105-101,,
0:15.0,,,105-102,,Personal foul by J. Teague (drawn by I. Thomas)
0:15.0,I. Thomas makes free throw 1 of 2,1,106-102,,
0:15.0,I. Thomas makes free throw 2 of 2,1,107-102,,
0:06.0,,,107-102,,J. Teague misses 3-pt shot from 28 ft
0:06.0,Defensive rebound by J. Crowder,,107-102,,
0:04.0,,,107-102,,Personal foul by T. Young (drawn by J. Crowder)
0:04.0,J. Crowder makes free throw 1 of 2,1,108-102,,
0:04.0,J. Crowder makes free throw 2 of 2,1,109-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
