time,Utah,pts.away,score,pts.home,Oklahoma City
2:19.0,Defensive rebound by T. Lyles,,96-108,,
1:59.0,J. Bolomboy makes 2-pt shot from 1 ft (assist by D. Exum),2,98-108,,
1:43.0,,,98-108,,J. Grant misses 2-pt shot at rim
1:43.0,Defensive rebound by Team,,98-108,,
1:43.0,,,98-108,,Loose ball foul by J. Grant (drawn by A. Burks)
1:43.0,A. Burks makes free throw 1 of 2,1,99-108,,
1:43.0,A. Burks makes free throw 2 of 2,1,100-108,,
1:22.0,,,100-108,,R. Westbrook misses 2-pt shot from 20 ft
1:22.0,Defensive rebound by J. Bolomboy,,100-108,,
1:21.0,Turnover by T. Lyles (lost ball; steal by A. Roberson),,100-108,,
1:21.0,,,100-108,,Shooting foul by T. Lyles (drawn by A. Roberson)
1:21.0,,,100-108,,A. Roberson misses free throw 1 of 2
1:21.0,,,100-108,,Offensive rebound by Team
1:21.0,,,100-108,,A. Roberson misses free throw 2 of 2
1:21.0,Defensive rebound by Team,,100-108,,
1:21.0,Utah full timeout,,100-108,,
1:21.0,J. Withey enters the game for T. Lyles,,100-108,,
1:21.0,J. Ingles enters the game for J. Withey,,100-108,,
1:18.0,R. Neto makes 2-pt shot from 1 ft (assist by J. Ingles),2,102-108,,
1:01.0,,,102-108,,Shooting foul by A. Burks (drawn by R. Westbrook)
1:01.0,,,102-109,1,R. Westbrook makes free throw 1 of 2
1:01.0,,,102-110,1,R. Westbrook makes free throw 2 of 2
0:50.0,J. Bolomboy misses 3-pt shot from 22 ft,,102-110,,
0:49.0,,,102-110,,Defensive rebound by R. Westbrook
0:37.0,,,102-112,2,R. Westbrook makes 2-pt shot at rim (assist by V. Oladipo)
0:27.0,R. Neto makes 2-pt shot from 2 ft,2,104-112,,
0:04.0,,,104-112,,J. Grant misses 3-pt shot from 23 ft
0:04.0,,,104-112,,Offensive rebound by J. Grant
0:00.0,End of 4th quarter,,,,End of 4th quarter
