time,Cleveland,pts.away,score,pts.home,Indiana
4:19.0,,,105-104,,P. George misses 2-pt shot from 2 ft
4:19.0,Defensive rebound by L. James,,105-104,,
4:03.0,K. Korver makes 3-pt shot from 23 ft,3,108-104,,
3:47.0,,,108-107,3,P. George makes 3-pt shot from 24 ft (assist by J. Teague)
3:29.0,Shooting foul by J. Teague (drawn by L. James),,108-107,,
3:29.0,L. James misses free throw 1 of 2,,108-107,,
3:29.0,Offensive rebound by Team,,108-107,,
3:29.0,L. James misses free throw 2 of 2,,108-107,,
3:29.0,,,108-107,,Defensive rebound by T. Young
3:29.0,,,108-107,,T. Young enters the game for M. Ellis
3:11.0,,,108-107,,Turnover by M. Turner (bad pass; steal by K. Korver)
2:51.0,L. James makes 3-pt shot from 24 ft,3,111-107,,
2:50.0,,,111-107,,Indiana full timeout
2:50.0,J. Smith enters the game for I. Shumpert,,111-107,,
2:33.0,,,111-107,,T. Young misses 3-pt shot from 26 ft
2:31.0,Defensive rebound by C. Frye,,111-107,,
2:31.0,,,111-107,,Personal foul by P. George (drawn by C. Frye)
2:09.0,L. James misses 3-pt shot from 28 ft,,111-107,,
2:08.0,,,111-107,,Defensive rebound by J. Teague
1:57.0,,,111-107,,M. Turner misses 3-pt shot from 26 ft
1:54.0,,,111-107,,Offensive rebound by C. Miles
1:48.0,,,111-107,,Turnover by J. Teague (bad pass; steal by C. Frye)
1:26.0,L. James misses 2-pt shot from 16 ft,,111-107,,
1:25.0,,,111-107,,Defensive rebound by M. Turner
1:16.0,,,111-107,,P. George misses 2-pt shot at rim
1:16.0,Defensive rebound by Team,,111-107,,
0:55.0,C. Frye makes 3-pt shot from 26 ft (assist by J. Smith),3,114-107,,
0:55.0,,,114-107,,Indiana full timeout
0:55.0,I. Shumpert enters the game for C. Frye,,114-107,,
0:55.0,T. Thompson enters the game for K. Korver,,114-107,,
0:55.0,,,114-107,,Violation by Team (jump ball)
0:55.0,,,114-107,,L. Stephenson enters the game for T. Young
0:49.0,,,114-109,2,P. George makes 2-pt shot from 8 ft (assist by J. Teague)
0:49.0,Cleveland full timeout,,114-109,,
0:49.0,C. Frye enters the game for I. Shumpert,,114-109,,
0:49.0,,,114-109,,T. Young enters the game for C. Miles
0:48.0,,,114-109,,Personal take foul by T. Young (drawn by L. James)
0:48.0,L. James makes free throw 1 of 2,1,115-109,,
0:48.0,L. James misses free throw 2 of 2,,115-109,,
0:48.0,,,115-109,,Defensive rebound by M. Turner
0:48.0,I. Shumpert enters the game for T. Thompson,,114-109,,
0:48.0,K. Korver enters the game for J. Smith,,114-109,,
0:48.0,,,115-109,,C. Miles enters the game for L. Stephenson
0:48.0,T. Thompson enters the game for C. Frye,,115-109,,
0:48.0,J. Smith enters the game for I. Shumpert,,115-109,,
0:39.0,,,115-109,,P. George misses 3-pt shot from 25 ft
0:39.0,,,115-109,,Offensive rebound by C. Miles
0:39.0,,,115-111,2,C. Miles makes 2-pt shot at rim
0:36.0,Cleveland full timeout,,115-111,,
0:36.0,C. Frye enters the game for T. Thompson,,115-111,,
0:34.0,,,115-111,,Personal take foul by T. Young (drawn by L. James)
0:34.0,L. James makes free throw 1 of 2,1,116-111,,
0:34.0,L. James misses free throw 2 of 2,,116-111,,
0:34.0,,,116-111,,Defensive rebound by J. Teague
0:34.0,T. Thompson enters the game for C. Frye,,116-111,,
0:22.0,,,116-111,,P. George misses 3-pt shot from 27 ft
0:19.0,Defensive rebound by J. Smith,,116-111,,
0:18.0,,,116-111,,Personal take foul by M. Turner
0:18.0,J. Smith misses free throw 1 of 2,,116-111,,
0:18.0,Offensive rebound by Team,,116-111,,
0:18.0,J. Smith makes free throw 2 of 2,1,117-111,,
0:18.0,,,117-111,,Indiana full timeout
0:16.0,,,117-114,3,C. Miles makes 3-pt shot from 27 ft (assist by J. Teague)
0:14.0,,,117-114,,Personal take foul by J. Teague (drawn by D. Williams)
0:14.0,D. Williams makes free throw 1 of 2,1,118-114,,
0:14.0,D. Williams makes free throw 2 of 2,1,119-114,,
0:08.0,,,119-114,,M. Turner misses 2-pt shot from 21 ft
0:06.0,Defensive rebound by L. James,,119-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
