time,Cleveland,pts.away,score,pts.home,New York
2:53.0,M. Dunleavy misses 3-pt shot from 25 ft,,115-88,,
2:52.0,,,115-88,,Defensive rebound by W. Hernangomez
2:45.0,,,115-88,,M. Ndour misses 2-pt shot from 17 ft
2:44.0,,,115-88,,Offensive rebound by K. O'Quinn
2:43.0,,,115-90,2,K. O'Quinn makes 2-pt shot from 2 ft
2:31.0,,,115-90,,Violation by M. Ndour (kicked ball)
2:31.0,,,115-90,,New York full timeout
2:20.0,K. Felder misses 2-pt shot from 13 ft,,115-90,,
2:19.0,,,115-90,,Defensive rebound by W. Hernangomez
2:02.0,,,115-90,,Turnover by M. Kuzminskas (bad pass; steal by J. Jones)
1:48.0,I. Shumpert makes 3-pt shot from 25 ft,3,118-90,,
1:34.0,,,118-90,,M. Ndour misses 2-pt shot from 15 ft
1:33.0,,,118-90,,Offensive rebound by W. Hernangomez
1:32.0,,,118-90,,Shooting foul by J. Jones (drawn by W. Hernangomez)
1:32.0,,,118-91,1,W. Hernangomez makes free throw 1 of 2
1:32.0,,,118-92,1,W. Hernangomez makes free throw 2 of 2
1:13.0,K. Felder makes 2-pt shot from 1 ft,2,120-92,,
1:05.0,,,120-92,,R. Baker misses 2-pt shot from 2 ft
1:04.0,Defensive rebound by C. Andersen,,120-92,,
0:57.0,J. Jones makes 3-pt shot from 23 ft (assist by I. Shumpert),3,123-92,,
0:45.0,,,123-94,2,K. O'Quinn makes 2-pt shot from 17 ft
0:24.0,J. Jones makes 3-pt shot from 23 ft,3,126-94,,
0:12.0,,,126-94,,Turnover by R. Baker (bad pass; steal by C. Andersen)
0:00.0,End of 4th quarter,,,,End of 4th quarter
