time,Memphis,pts.away,score,pts.home,New Orleans
1:05.0,Personal take foul by M. Conley (drawn by J. Crawford),,82-93,,
1:05.0,Memphis full timeout,,82-93,,
1:05.0,A. Harrison enters the game for V. Carter,,82-93,,
1:05.0,J. Ennis enters the game for J. Green,,82-93,,
1:05.0,W. Selden enters the game for M. Gasol,,82-93,,
1:05.0,B. Wright enters the game for M. Conley,,82-93,,
0:53.0,,,82-93,,D. Cousins misses 2-pt shot from 6 ft
0:53.0,Defensive rebound by B. Wright,,82-93,,
0:38.0,W. Selden misses 3-pt shot from 25 ft,,82-93,,
0:37.0,,,82-93,,Defensive rebound by S. Hill
0:24.0,Personal foul by T. Daniels (drawn by J. Crawford),,82-93,,
0:24.0,,,82-94,1,J. Crawford makes free throw 1 of 2
0:24.0,,,82-95,1,J. Crawford makes free throw 2 of 2
0:24.0,,,82-94,,D. Motiejunas enters the game for D. Cousins
0:24.0,,,82-94,,A. Ajinca enters the game for A. Davis
0:24.0,,,82-94,,Q. Cook enters the game for J. Holiday
0:16.0,Turnover by T. Daniels (traveling),,82-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
