time,Memphis,pts.away,score,pts.home,Denver
1:22.0,,,94-85,,Offensive rebound by G. Harris
1:21.0,,,94-87,2,G. Harris makes 2-pt shot from 2 ft
1:19.0,,,94-87,,Personal take foul by G. Harris (drawn by V. Carter)
1:19.0,V. Carter makes free throw 1 of 2,1,95-87,,
1:19.0,V. Carter makes free throw 2 of 2,1,96-87,,
1:09.0,,,96-87,,W. Chandler misses 3-pt shot from 26 ft
1:08.0,Defensive rebound by J. Green,,96-87,,
1:08.0,,,96-87,,Personal take foul by D. Gallinari (drawn by J. Green)
1:08.0,J. Green makes free throw 1 of 2,1,97-87,,
1:08.0,J. Green makes free throw 2 of 2,1,98-87,,
1:08.0,,,98-87,,Denver full timeout
1:03.0,,,98-89,2,G. Harris makes 2-pt shot from 20 ft (assist by W. Chandler)
0:58.0,,,98-89,,Personal take foul by W. Chandler (drawn by J. Green)
0:58.0,J. Green makes free throw 1 of 2,1,99-89,,
0:58.0,J. Green makes free throw 2 of 2,1,100-89,,
0:56.0,Personal foul by T. Allen (drawn by D. Gallinari),,100-89,,
0:56.0,,,100-90,1,D. Gallinari makes free throw 1 of 2
0:56.0,,,100-91,1,D. Gallinari makes free throw 2 of 2
0:53.0,,,100-91,,Personal take foul by D. Gallinari (drawn by M. Conley)
0:53.0,M. Conley makes free throw 1 of 2,1,101-91,,
0:53.0,M. Conley makes free throw 2 of 2,1,102-91,,
0:42.0,,,102-91,,Shooting foul by V. Carter (drawn by D. Gallinari)
0:42.0,,,102-92,1,D. Gallinari makes free throw 1 of 2
0:42.0,,,102-93,1,D. Gallinari makes free throw 2 of 2
0:39.0,,,102-93,,Personal take foul by N. Jokic (drawn by M. Conley)
0:39.0,M. Conley makes free throw 1 of 2,1,103-93,,
0:39.0,M. Conley misses free throw 2 of 2,,103-93,,
0:37.0,,,103-93,,Defensive rebound by D. Gallinari
0:31.0,,,103-93,,W. Chandler misses 3-pt shot from 25 ft
0:30.0,,,103-93,,Offensive rebound by W. Chandler
0:28.0,,,103-96,3,D. Gallinari makes 3-pt shot from 25 ft (assist by W. Chandler)
0:21.0,T. Allen makes 2-pt shot at rim (assist by M. Conley),2,105-96,,
0:14.0,,,105-98,2,N. Jokic makes 2-pt shot from 1 ft (assist by W. Chandler)
0:00.0,End of 4th quarter,,,,End of 4th quarter
