time,Orlando,pts.away,score,pts.home,Washington
4:09.0,Jump ball: J. Green vs. M. Thornton (B. Beal gains possession),,,,Jump ball: J. Green vs. M. Thornton (B. Beal gains possession)
4:09.0,Turnover by J. Green (lost ball; steal by M. Thornton),,113-104,,
4:04.0,,,113-104,,B. Beal misses 2-pt shot at rim
4:01.0,Defensive rebound by E. Fournier,,113-104,,
3:55.0,J. Green makes 2-pt shot from 3 ft (assist by E. Payton),2,115-104,,
3:43.0,,,115-106,2,J. Wall makes 2-pt shot from 1 ft
3:43.0,,,115-106,,Shooting foul by B. Biyombo (drawn by J. Wall)
3:43.0,,,115-107,1,J. Wall makes free throw 1 of 1
3:24.0,E. Payton misses 2-pt shot from 7 ft,,115-107,,
3:23.0,Offensive rebound by B. Biyombo,,115-107,,
3:22.0,B. Biyombo makes 2-pt shot from 2 ft,2,117-107,,
3:09.0,,,117-107,,M. Gortat misses 2-pt shot from 1 ft (block by S. Ibaka)
3:06.0,Defensive rebound by E. Fournier,,117-107,,
3:03.0,,,117-107,,Personal foul by J. Wall (drawn by S. Ibaka)
3:03.0,,,117-107,,M. Morris enters the game for M. Thornton
2:44.0,J. Green makes 3-pt shot from 26 ft (assist by E. Fournier),3,120-107,,
2:42.0,,,120-107,,Washington full timeout
2:42.0,Official timeout,,120-107,,
2:30.0,,,120-107,,Shooting foul by E. Payton (drawn by J. Wall)
2:30.0,,,120-107,,J. Wall misses free throw 1 of 2
2:30.0,,,120-107,,Offensive rebound by Team
2:30.0,,,120-108,1,J. Wall makes free throw 2 of 2
2:28.0,,,120-108,,Personal take foul by M. Gortat (drawn by B. Biyombo)
2:28.0,B. Biyombo misses free throw 1 of 2,,120-108,,
2:28.0,Offensive rebound by Team,,120-108,,
2:28.0,B. Biyombo makes free throw 2 of 2,1,121-108,,
2:12.0,,,121-108,,B. Beal misses 2-pt shot at rim (block by B. Biyombo)
2:10.0,Defensive rebound by J. Green,,121-108,,
2:07.0,,,121-108,,Personal take foul by M. Gortat (drawn by B. Biyombo)
2:07.0,B. Biyombo misses free throw 1 of 2,,121-108,,
2:07.0,Offensive rebound by Team,,121-108,,
2:07.0,B. Biyombo makes free throw 2 of 2,1,122-108,,
2:02.0,,,122-108,,Shooting foul by E. Fournier (drawn by J. Wall)
2:02.0,,,122-109,1,J. Wall makes free throw 1 of 2
2:02.0,,,122-109,,J. Wall misses free throw 2 of 2
2:02.0,D. Augustin enters the game for B. Biyombo,,122-109,,
2:01.0,Defensive rebound by J. Green,,122-109,,
1:45.0,S. Ibaka misses 3-pt shot from 29 ft,,122-109,,
1:44.0,,,122-109,,Defensive rebound by M. Morris
1:38.0,,,122-109,,J. Wall misses 2-pt shot at rim (block by E. Payton)
1:38.0,,,122-109,,Offensive rebound by Team
1:38.0,B. Biyombo enters the game for D. Augustin,,122-109,,
1:32.0,,,122-111,2,B. Beal makes 2-pt shot at rim
1:20.0,,,122-111,,Personal take foul by M. Gortat (drawn by B. Biyombo)
1:20.0,B. Biyombo makes free throw 1 of 2,1,123-111,,
1:20.0,B. Biyombo makes free throw 2 of 2,1,124-111,,
1:20.0,,,124-111,,Washington full timeout
1:20.0,,,124-111,,Washington full timeout
1:15.0,,,124-114,3,B. Beal makes 3-pt shot from 29 ft
0:53.0,J. Green misses 2-pt shot from 9 ft,,124-114,,
0:52.0,Offensive rebound by B. Biyombo,,124-114,,
0:33.0,S. Ibaka misses 3-pt shot from 26 ft,,124-114,,
0:32.0,,,124-114,,Defensive rebound by B. Beal
0:24.0,,,124-114,,Shooting foul by B. Biyombo (drawn by J. Wall)
0:24.0,,,124-115,1,J. Wall makes free throw 1 of 2
0:24.0,,,124-116,1,J. Wall makes free throw 2 of 2
0:10.0,Jump ball: E. Fournier vs. J. Wall (M. Gortat gains possession),,,,Jump ball: E. Fournier vs. J. Wall (M. Gortat gains possession)
0:10.0,Turnover by E. Fournier (lost ball; steal by J. Wall),,124-116,,
0:01.0,,,124-116,,J. Wall misses 3-pt shot from 27 ft
0:00.0,,,124-116,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
