time,Cleveland,pts.away,score,pts.home,Milwaukee
0:28.0,L. James misses 2-pt shot from 4 ft (block by J. Henson),,100-98,,
0:28.0,Offensive rebound by Team,,100-98,,
0:28.0,Cleveland full timeout,,100-98,,
0:28.0,M. Dunleavy enters the game for I. Shumpert,,100-98,,
0:25.0,L. James misses 2-pt shot from 21 ft,,100-98,,
0:23.0,Offensive rebound by C. Frye,,100-98,,
0:22.0,C. Frye misses 2-pt shot from 1 ft,,100-98,,
0:22.0,,,100-98,,Defensive rebound by J. Henson
0:22.0,,,100-98,,Milwaukee full timeout
0:22.0,T. Thompson enters the game for C. Frye,,100-98,,
0:22.0,I. Shumpert enters the game for M. Dunleavy,,100-98,,
0:22.0,,,100-98,,M. Teletovic enters the game for J. Henson
0:16.0,,,100-100,2,J. Parker makes 2-pt shot at rim (assist by M. Dellavedova)
0:16.0,Cleveland full timeout,,100-100,,
0:16.0,C. Frye enters the game for T. Thompson,,100-100,,
0:16.0,,,100-100,,J. Henson enters the game for M. Teletovic
0:02.0,K. Irving misses 3-pt shot from 28 ft,,100-100,,
0:01.0,,,100-100,,Defensive rebound by J. Parker
0:00.0,,,100-100,,Milwaukee full timeout
0:00.0,T. Thompson enters the game for R. Jefferson,,100-100,,
0:00.0,,,100-100,,M. Teletovic enters the game for J. Henson
0:00.0,,,100-100,,Milwaukee full timeout
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:40.0,Defensive rebound by L. James,,100-100,,
4:21.0,R. Jefferson misses 3-pt shot from 24 ft,,100-100,,
4:20.0,,,100-100,,Defensive rebound by M. Dellavedova
4:03.0,,,100-100,,Shooting foul by L. James (drawn by G. Antetokounmpo)
4:03.0,,,100-101,1,G. Antetokounmpo makes free throw 1 of 2
4:03.0,,,100-102,1,G. Antetokounmpo makes free throw 2 of 2
3:40.0,L. James makes 2-pt shot from 17 ft,2,102-102,,
3:18.0,,,102-102,,J. Parker misses 2-pt shot from 17 ft
3:16.0,Defensive rebound by L. James,,102-102,,
3:07.0,K. Irving misses 3-pt shot from 30 ft,,102-102,,
3:06.0,Offensive rebound by T. Thompson,,102-102,,
2:49.0,I. Shumpert misses 3-pt shot from 29 ft,,102-102,,
2:48.0,,,102-102,,Defensive rebound by J. Parker
2:32.0,,,102-104,2,J. Parker makes 2-pt shot from 6 ft
2:09.0,Shooting foul by G. Antetokounmpo (drawn by R. Jefferson),,102-104,,
2:09.0,R. Jefferson makes free throw 1 of 3,1,103-104,,
2:09.0,R. Jefferson makes free throw 2 of 3,1,104-104,,
2:09.0,R. Jefferson makes free throw 3 of 3,1,105-104,,
1:46.0,,,105-106,2,G. Antetokounmpo makes 2-pt shot from 5 ft
1:46.0,Cleveland full timeout,,105-106,,
1:46.0,C. Frye enters the game for T. Thompson,,105-106,,
1:36.0,R. Jefferson makes 2-pt shot from 1 ft (assist by L. James),2,107-106,,
1:12.0,,,107-108,2,T. Snell makes 2-pt shot from 1 ft
0:49.0,K. Irving misses 3-pt shot from 24 ft,,107-108,,
0:48.0,,,107-108,,Defensive rebound by G. Antetokounmpo
0:29.0,,,107-108,,J. Parker misses 2-pt shot from 1 ft
0:28.0,Defensive rebound by L. James,,107-108,,
0:28.0,,,107-108,,Personal foul by G. Antetokounmpo (drawn by L. James)
0:28.0,Cleveland full timeout,,107-108,,
0:28.0,,,107-108,,M. Brogdon enters the game for G. Antetokounmpo
0:24.0,L. James makes 3-pt shot from 33 ft (assist by C. Frye),3,110-108,,
0:24.0,,,110-108,,Milwaukee full timeout
0:24.0,T. Thompson enters the game for K. Irving,,110-108,,
0:24.0,D. Liggins enters the game for C. Frye,,110-108,,
0:24.0,,,110-108,,J. Terry enters the game for T. Snell
0:24.0,,,110-108,,M. Teletovic enters the game for M. Brogdon
0:19.0,,,110-108,,Shooting foul by T. Thompson (drawn by J. Parker)
0:19.0,,,110-108,,J. Parker misses free throw 1 of 2
0:19.0,,,110-108,,Offensive rebound by Team
0:19.0,,,110-108,,J. Parker misses free throw 2 of 2
0:19.0,Defensive rebound by L. James,,110-108,,
0:19.0,,,110-108,,T. Snell enters the game for M. Teletovic
0:19.0,K. Irving enters the game for D. Liggins,,110-108,,
0:19.0,,,110-108,,M. Brogdon enters the game for J. Terry
0:18.0,Cleveland full timeout,,110-108,,
0:18.0,C. Frye enters the game for T. Thompson,,110-108,,
0:16.0,,,110-108,,Personal take foul by M. Brogdon (drawn by K. Irving)
0:16.0,K. Irving makes free throw 1 of 2,1,111-108,,
0:16.0,K. Irving makes free throw 2 of 2,1,112-108,,
0:16.0,,,112-108,,Milwaukee full timeout
0:16.0,T. Thompson enters the game for C. Frye,,111-108,,
0:16.0,,,112-108,,J. Terry enters the game for T. Snell
0:16.0,,,112-108,,M. Teletovic enters the game for M. Brogdon
0:11.0,,,112-108,,M. Teletovic misses 3-pt shot from 28 ft
0:11.0,Defensive rebound by L. James,,112-108,,
0:11.0,,,112-108,,Personal take foul by M. Dellavedova (drawn by L. James)
0:11.0,L. James makes free throw 1 of 2,1,113-108,,
0:11.0,L. James makes free throw 2 of 2,1,114-108,,
0:08.0,,,114-108,,Turnover by M. Dellavedova (bad pass)
0:00.0,End of 1st overtime,,,,End of 1st overtime
