time,New Orleans,pts.away,score,pts.home,Oklahoma City
7:35.0,J. Holiday enters the game for T. Frazier,,75-85,,
7:21.0,,,76-88,3,J. Grant makes 3-pt shot from 24 ft (assist by R. Westbrook)
7:08.0,,,76-88,,Personal foul by J. Grant (drawn by A. Davis)
6:58.0,B. Hield makes 2-pt shot from 1 ft,2,78-88,,
6:45.0,,,78-88,,Turnover by A. Roberson (bad pass; steal by A. Davis)
6:39.0,L. Galloway misses 2-pt shot from 2 ft,,78-88,,
6:38.0,,,78-88,,Defensive rebound by A. Roberson
6:32.0,,,78-88,,R. Westbrook misses 3-pt shot from 25 ft
6:30.0,Defensive rebound by Team,,78-88,,
6:15.0,L. Galloway misses 2-pt shot from 23 ft,,78-88,,
6:15.0,,,78-88,,Defensive rebound by R. Westbrook
5:57.0,,,78-88,,V. Oladipo misses 3-pt shot from 24 ft
5:56.0,Defensive rebound by L. Galloway,,78-88,,
5:48.0,A. Davis misses 2-pt shot from 7 ft,,78-88,,
5:47.0,,,78-88,,Defensive rebound by V. Oladipo
5:43.0,Personal foul by J. Holiday (drawn by V. Oladipo),,78-88,,
5:43.0,Official timeout,,78-88,,
5:37.0,,,78-88,,R. Westbrook misses 2-pt shot from 2 ft (block by T. Jones)
5:37.0,Defensive rebound by T. Jones,,78-88,,
5:31.0,T. Jones makes 2-pt shot at rim,2,80-88,,
5:14.0,,,80-88,,E. Kanter misses 2-pt shot from 2 ft (block by A. Davis)
5:13.0,Defensive rebound by T. Jones,,80-88,,
4:54.0,A. Davis makes 2-pt shot from 4 ft,2,82-88,,
4:40.0,,,82-88,,Turnover by R. Westbrook (bad pass; steal by L. Galloway)
4:37.0,T. Jones makes 2-pt shot at rim (assist by B. Hield),2,84-88,,
4:19.0,,,84-88,,Shooting foul by A. Davis (drawn by J. Grant)
4:19.0,,,84-90,2,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook)
4:19.0,,,84-91,1,J. Grant makes free throw 1 of 1
4:01.0,B. Hield misses 2-pt shot from 14 ft,,84-91,,
4:01.0,,,84-91,,Defensive rebound by E. Kanter
3:55.0,,,84-91,,Turnover by R. Westbrook (kicked ball)
3:40.0,Turnover by B. Hield (bad pass),,84-91,,
3:22.0,,,84-91,,V. Oladipo misses 3-pt shot from 22 ft
3:20.0,Defensive rebound by J. Holiday,,84-91,,
3:12.0,B. Hield misses 3-pt shot from 25 ft,,84-91,,
3:11.0,Offensive rebound by Team,,84-91,,
3:11.0,E. Moore enters the game for B. Hield,,84-91,,
3:11.0,S. Hill enters the game for L. Galloway,,84-91,,
3:04.0,A. Davis misses 2-pt shot from 5 ft,,84-91,,
3:04.0,Offensive rebound by Team,,84-91,,
3:00.0,A. Davis misses 2-pt shot from 9 ft,,84-91,,
2:59.0,,,84-91,,Defensive rebound by R. Westbrook
2:54.0,,,84-93,2,R. Westbrook makes 2-pt shot from 2 ft
2:39.0,Turnover by T. Jones (bad pass; steal by V. Oladipo),,84-93,,
2:39.0,Personal foul by E. Moore (drawn by V. Oladipo),,84-93,,
2:39.0,New Orleans full timeout,,84-93,,
2:39.0,,,84-93,,V. Oladipo misses free throw 1 of 2
2:39.0,,,84-93,,Offensive rebound by Team
2:39.0,,,84-94,1,V. Oladipo makes free throw 2 of 2
2:39.0,A. Brown enters the game for E. Moore,,84-93,,
2:39.0,B. Hield enters the game for T. Jones,,84-93,,
2:28.0,B. Hield makes 3-pt shot from 24 ft (assist by J. Holiday),3,87-94,,
2:03.0,,,87-94,,V. Oladipo misses 3-pt shot from 27 ft
2:02.0,,,87-94,,Offensive rebound by A. Roberson
2:02.0,,,87-94,,A. Roberson misses 2-pt shot from 2 ft
2:00.0,Defensive rebound by J. Holiday,,87-94,,
1:55.0,B. Hield makes 3-pt shot from 26 ft (assist by J. Holiday),3,90-94,,
1:46.0,,,90-94,,Shooting foul by A. Brown (drawn by R. Westbrook)
1:46.0,,,90-95,1,R. Westbrook makes free throw 1 of 2
1:46.0,,,90-96,1,R. Westbrook makes free throw 2 of 2
1:34.0,S. Hill misses 3-pt shot from 22 ft,,90-96,,
1:34.0,Offensive rebound by A. Davis,,90-96,,
1:32.0,A. Davis makes 2-pt shot from 2 ft,2,92-96,,
1:18.0,,,92-96,,J. Grant misses 2-pt shot from 8 ft
1:18.0,,,92-96,,Offensive rebound by E. Kanter
1:17.0,,,92-96,,E. Kanter misses 2-pt shot from 1 ft (block by A. Davis)
1:15.0,Defensive rebound by B. Hield,,92-96,,
1:10.0,B. Hield misses 2-pt shot from 2 ft,,92-96,,
1:09.0,,,92-96,,Defensive rebound by E. Kanter
0:51.0,,,92-99,3,R. Westbrook makes 3-pt shot from 24 ft
0:51.0,New Orleans full timeout,,92-99,,
0:51.0,,,92-99,,J. Lauvergne enters the game for E. Kanter
0:46.0,A. Brown misses 3-pt shot from 25 ft,,92-99,,
0:46.0,,,92-99,,Defensive rebound by R. Westbrook
0:35.0,Personal foul by J. Holiday (drawn by V. Oladipo),,92-99,,
0:35.0,,,92-99,,V. Oladipo misses free throw 1 of 2
0:35.0,,,92-99,,Offensive rebound by Team
0:35.0,,,92-99,,V. Oladipo misses free throw 2 of 2
0:35.0,Defensive rebound by A. Davis,,92-99,,
0:35.0,,,92-99,,S. Christon enters the game for J. Lauvergne
0:28.0,J. Holiday misses 3-pt shot from 24 ft,,92-99,,
0:27.0,,,92-99,,Defensive rebound by R. Westbrook
0:13.0,,,92-101,2,J. Grant makes 2-pt shot at rim (assist by S. Christon)
0:00.0,End of 4th quarter,,,,End of 4th quarter
