time,Portland,pts.away,score,pts.home,Dallas
4:15.0,,,101-101,2,Y. Ferrell makes 2-pt shot from 15 ft
4:15.0,,,101-102,1,Y. Ferrell makes free throw 1 of 1
3:58.0,Turnover by C. McCollum (step out of bounds),,101-102,,
3:46.0,,,101-102,,H. Barnes misses 3-pt shot from 24 ft
3:44.0,Defensive rebound by M. Plumlee,,101-102,,
3:37.0,D. Lillard misses 2-pt shot from 10 ft,,101-102,,
3:36.0,Offensive rebound by A. Aminu,,101-102,,
3:29.0,C. McCollum misses 2-pt shot from 6 ft,,101-102,,
3:28.0,,,101-102,,Defensive rebound by D. Harris
3:25.0,,,101-102,,Turnover by D. Harris (bad pass; steal by D. Lillard)
3:08.0,D. Lillard makes 2-pt shot from 23 ft,2,103-102,,
3:06.0,,,103-102,,Dallas full timeout
3:06.0,,,103-102,,D. Nowitzki enters the game for D. Powell
2:49.0,,,103-102,,Shooting foul by C. McCollum (drawn by H. Barnes)
2:49.0,,,103-103,1,H. Barnes makes free throw 1 of 2
2:49.0,,,103-103,,H. Barnes misses free throw 2 of 2
2:49.0,,,103-103,,D. Powell enters the game for D. Nowitzki
2:48.0,Defensive rebound by A. Aminu,,103-103,,
2:32.0,D. Lillard misses 3-pt shot from 25 ft,,103-103,,
2:30.0,,,103-103,,Defensive rebound by H. Barnes
2:07.0,,,103-103,,Turnover by H. Barnes (bad pass; steal by M. Plumlee)
1:55.0,Turnover by A. Aminu (traveling),,103-103,,
1:55.0,,,103-103,,D. Nowitzki enters the game for D. Powell
1:46.0,,,103-105,2,Y. Ferrell makes 2-pt shot from 2 ft (assist by D. Nowitzki)
1:29.0,Shooting foul by H. Barnes (drawn by A. Aminu),,103-105,,
1:29.0,A. Aminu makes free throw 1 of 2,1,104-105,,
1:29.0,A. Aminu makes free throw 2 of 2,1,105-105,,
1:16.0,,,105-105,,Turnover by Y. Ferrell (bad pass; steal by A. Aminu)
1:13.0,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard),2,107-105,,
1:13.0,,,107-105,,Dallas full timeout
1:02.0,,,107-105,,D. Nowitzki misses 2-pt shot from 15 ft
1:01.0,Defensive rebound by D. Lillard,,107-105,,
0:44.0,Turnover by D. Lillard (bad pass; steal by D. Harris),,107-105,,
0:39.0,,,107-108,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by W. Matthews)
0:39.0,Portland full timeout,,107-108,,
0:39.0,,,107-108,,D. Finney-Smith enters the game for D. Nowitzki
0:35.0,C. McCollum makes 2-pt shot from 11 ft,2,109-108,,
0:19.0,,,109-110,2,D. Harris makes 2-pt shot from 3 ft
0:19.0,Portland full timeout,,109-110,,
0:12.0,C. McCollum makes 2-pt shot from 2 ft,2,111-110,,
0:12.0,Shooting foul by D. Harris (drawn by C. McCollum),,111-110,,
0:12.0,C. McCollum makes free throw 1 of 1,1,112-110,,
0:12.0,,,111-110,,D. Nowitzki enters the game for D. Finney-Smith
0:04.0,,,112-113,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by Y. Ferrell)
0:04.0,Portland full timeout,,112-113,,
0:04.0,,,112-113,,D. Finney-Smith enters the game for D. Nowitzki
0:01.0,C. McCollum makes 2-pt shot from 16 ft,2,114-113,,
0:00.0,,,114-113,,D. Harris misses 3-pt shot from 67 ft
0:00.0,,,114-113,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
