time,Atlanta,pts.away,score,pts.home,Washington
8:37.0,,,83-92,,Defensive rebound by B. Jennings
8:16.0,,,83-95,3,K. Oubre makes 3-pt shot from 26 ft (assist by B. Jennings)
8:15.0,Atlanta full timeout,,83-95,,
8:15.0,D. Howard enters the game for T. Hardaway,,83-95,,
8:15.0,K. Bazemore enters the game for E. Ilyasova,,83-95,,
8:15.0,D. Schroder enters the game for J. Calderon,,83-95,,
8:01.0,Turnover by P. Millsap (lost ball; steal by B. Bogdanovic),,83-95,,
7:42.0,,,83-95,,Shooting foul by K. Bazemore (drawn by B. Beal)
7:42.0,,,83-97,2,B. Beal makes 2-pt shot from 18 ft
7:42.0,,,83-98,1,B. Beal makes free throw 1 of 1
7:22.0,T. Waller-Prince makes 2-pt shot from 10 ft,2,85-98,,
7:02.0,,,85-98,,B. Beal misses 3-pt shot from 25 ft
7:01.0,Defensive rebound by P. Millsap,,85-98,,
6:54.0,,,85-98,,Personal foul by M. Morris (drawn by D. Howard)
6:54.0,,,85-98,,J. Wall enters the game for B. Jennings
6:54.0,,,85-98,,M. Gortat enters the game for B. Bogdanovic
6:45.0,T. Waller-Prince makes 2-pt shot at rim (assist by K. Bazemore),2,87-98,,
6:29.0,,,87-100,2,K. Oubre makes 2-pt shot from 13 ft (assist by J. Wall)
6:01.0,K. Bazemore misses 3-pt shot from 35 ft,,87-100,,
6:01.0,Offensive rebound by K. Bazemore,,87-100,,
5:56.0,Shooting foul by M. Gortat (drawn by D. Howard),,87-100,,
5:56.0,Official timeout,,87-100,,
5:56.0,D. Howard makes free throw 1 of 2,1,88-100,,
5:56.0,D. Howard makes free throw 2 of 2,1,89-100,,
5:38.0,,,89-102,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
5:23.0,D. Schroder makes 3-pt shot from 25 ft (assist by T. Waller-Prince),3,92-102,,
4:58.0,,,92-102,,B. Beal misses 3-pt shot from 28 ft
4:57.0,,,92-102,,Offensive rebound by M. Morris
4:42.0,,,92-102,,M. Morris misses 3-pt shot from 25 ft
4:41.0,,,92-102,,Offensive rebound by B. Beal
4:38.0,,,92-104,2,B. Beal makes 2-pt shot from 1 ft
4:23.0,Shooting foul by K. Oubre (drawn by P. Millsap),,92-104,,
4:23.0,P. Millsap makes free throw 1 of 3,1,93-104,,
4:23.0,P. Millsap makes free throw 2 of 3,1,94-104,,
4:23.0,P. Millsap makes free throw 3 of 3,1,95-104,,
4:23.0,,,94-104,,O. Porter enters the game for K. Oubre
4:23.0,M. Muscala enters the game for D. Howard,,94-104,,
4:01.0,,,95-104,,B. Beal misses 3-pt shot from 27 ft
4:00.0,,,95-104,,Offensive rebound by M. Gortat
3:47.0,,,95-106,2,B. Beal makes 2-pt shot from 1 ft (assist by M. Morris)
3:35.0,M. Muscala makes 2-pt shot from 12 ft (assist by D. Schroder),2,97-106,,
3:11.0,,,97-108,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
3:08.0,,,97-108,,Technical foul by M. Gortat
3:08.0,D. Schroder makes technical free throw,1,98-108,,
3:08.0,D. Howard enters the game for P. Millsap,,98-108,,
2:57.0,D. Schroder makes 2-pt shot from 2 ft,2,100-108,,
2:34.0,,,100-108,,M. Morris misses 2-pt shot from 9 ft
2:33.0,,,100-108,,Offensive rebound by M. Gortat
2:32.0,Personal foul by T. Waller-Prince (drawn by M. Gortat),,100-108,,
2:32.0,,,100-108,,Washington full timeout
2:21.0,,,100-108,,Turnover by B. Beal (bad pass; steal by D. Howard)
2:13.0,T. Waller-Prince misses 2-pt shot from 4 ft (block by M. Morris),,100-108,,
2:12.0,Offensive rebound by T. Waller-Prince,,100-108,,
2:07.0,T. Waller-Prince makes 3-pt shot from 23 ft (assist by D. Schroder),3,103-108,,
1:46.0,,,103-108,,Shooting foul by K. Bazemore (drawn by O. Porter)
1:46.0,,,103-109,1,O. Porter makes free throw 1 of 2
1:46.0,,,103-110,1,O. Porter makes free throw 2 of 2
1:32.0,M. Muscala misses 2-pt shot from 18 ft,,103-110,,
1:31.0,,,103-110,,Defensive rebound by M. Morris
1:13.0,,,103-110,,Shooting foul by D. Howard (drawn by J. Wall)
1:13.0,,,103-111,1,J. Wall makes free throw 1 of 2
1:13.0,,,103-112,1,J. Wall makes free throw 2 of 2
1:13.0,Atlanta full timeout,,103-112,,
1:13.0,P. Millsap enters the game for D. Howard,,103-111,,
1:13.0,,,103-111,,K. Oubre enters the game for M. Gortat
1:13.0,T. Hardaway enters the game for T. Waller-Prince,,103-112,,
0:57.0,Turnover by M. Muscala (lost ball),,103-112,,
0:36.0,,,103-112,,J. Wall misses 2-pt shot from 17 ft
0:35.0,Defensive rebound by M. Muscala,,103-112,,
0:27.0,,,103-112,,Personal foul by O. Porter (drawn by K. Bazemore)
0:27.0,K. Bazemore misses free throw 1 of 2,,103-112,,
0:27.0,Offensive rebound by Team,,103-112,,
0:27.0,K. Bazemore misses free throw 2 of 2,,103-112,,
0:27.0,,,103-112,,M. Gortat enters the game for K. Oubre
0:27.0,T. Waller-Prince enters the game for T. Hardaway,,103-112,,
0:26.0,Offensive rebound by Team,,103-112,,
0:26.0,,,103-112,,K. Oubre enters the game for M. Gortat
0:17.0,K. Bazemore makes 2-pt shot from 7 ft,2,105-112,,
0:16.0,,,105-114,2,J. Wall makes 2-pt shot from 1 ft (assist by M. Morris)
0:09.0,M. Muscala makes 2-pt shot at rim (assist by D. Schroder),2,107-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
