time,Phoenix,pts.away,score,pts.home,Minnesota
6:54.0,,,97-99,,Minnesota full timeout
6:54.0,,,97-99,,R. Rubio enters the game for K. Dunn
6:54.0,,,97-99,,K. Towns enters the game for N. Bjelica
6:54.0,E. Bledsoe enters the game for L. Barbosa,,97-99,,
6:46.0,,,97-101,2,A. Wiggins makes 2-pt shot from 2 ft
6:23.0,B. Knight misses 2-pt shot at rim,,97-101,,
6:21.0,Offensive rebound by A. Len,,97-101,,
6:18.0,J. Dudley misses 3-pt shot from 25 ft,,97-101,,
6:16.0,,,97-101,,Defensive rebound by R. Rubio
6:13.0,,,97-103,2,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio)
6:11.0,Phoenix full timeout,,97-103,,
6:11.0,T. Chandler enters the game for A. Len,,97-103,,
6:11.0,D. Booker enters the game for J. Dudley,,97-103,,
5:57.0,E. Bledsoe misses 2-pt shot from 23 ft,,97-103,,
5:56.0,,,97-103,,Defensive rebound by A. Wiggins
5:38.0,,,97-103,,K. Towns misses 2-pt shot from 8 ft
5:36.0,Defensive rebound by T. Chandler,,97-103,,
5:30.0,E. Bledsoe makes 2-pt shot from 3 ft,2,99-103,,
5:13.0,,,99-103,,Z. LaVine misses 2-pt shot from 3 ft (block by E. Bledsoe)
5:13.0,Jump ball: E. Bledsoe vs. Z. LaVine (G. Dieng gains possession),,,,Jump ball: E. Bledsoe vs. Z. LaVine (G. Dieng gains possession)
5:13.0,,,99-103,,Offensive rebound by Team
5:04.0,,,99-105,2,G. Dieng makes 2-pt shot from 18 ft (assist by Z. LaVine)
4:45.0,Shooting foul by A. Wiggins (drawn by D. Booker),,99-105,,
4:45.0,D. Booker makes free throw 1 of 2,1,100-105,,
4:45.0,D. Booker makes free throw 2 of 2,1,101-105,,
4:36.0,Personal foul by E. Bledsoe (drawn by A. Wiggins),,101-105,,
4:32.0,,,101-105,,Turnover by R. Rubio (bad pass)
4:17.0,D. Booker makes 2-pt shot from 16 ft,2,103-105,,
3:54.0,,,103-105,,Z. LaVine misses 2-pt shot from 5 ft
3:52.0,Defensive rebound by T. Chandler,,103-105,,
3:46.0,B. Knight misses 3-pt shot from 24 ft,,103-105,,
3:44.0,,,103-105,,Defensive rebound by A. Wiggins
3:27.0,,,103-105,,G. Dieng misses 2-pt shot from 20 ft
3:25.0,,,103-105,,Offensive rebound by K. Towns
3:23.0,,,103-105,,K. Towns misses 2-pt shot from 1 ft
3:22.0,,,103-105,,Offensive rebound by K. Towns
3:21.0,,,103-107,2,K. Towns makes 2-pt shot at rim
3:21.0,,,103-107,,Shooting foul by D. Booker (drawn by K. Towns)
3:21.0,,,103-108,1,K. Towns makes free throw 1 of 1
3:08.0,Shooting foul by G. Dieng (drawn by D. Booker),,103-108,,
3:08.0,D. Booker misses free throw 1 of 2,,103-108,,
3:08.0,Offensive rebound by Team,,103-108,,
3:08.0,D. Booker makes free throw 2 of 2,1,104-108,,
2:52.0,,,104-111,3,Z. LaVine makes 3-pt shot from 25 ft (assist by R. Rubio)
2:31.0,Shooting foul by K. Towns (drawn by E. Bledsoe),,104-111,,
2:31.0,E. Bledsoe misses free throw 1 of 2,,104-111,,
2:31.0,Offensive rebound by Team,,104-111,,
2:31.0,E. Bledsoe makes free throw 2 of 2,1,105-111,,
2:12.0,,,105-113,2,A. Wiggins makes 2-pt shot from 20 ft
1:52.0,Turnover by E. Bledsoe (lost ball; steal by Z. LaVine),,105-113,,
1:34.0,,,105-115,2,K. Towns makes 2-pt shot at rim (assist by R. Rubio)
1:34.0,Phoenix full timeout,,105-115,,
1:30.0,Offensive foul by T. Chandler,,105-115,,
1:30.0,Turnover by T. Chandler (offensive foul),,105-115,,
1:13.0,,,105-115,,Turnover by R. Rubio (bad pass; steal by E. Bledsoe)
1:07.0,E. Bledsoe misses 2-pt shot from 2 ft,,105-115,,
1:06.0,Offensive rebound by Team,,105-115,,
1:06.0,Turnover by T. Chandler (offensive goaltending),,105-115,,
0:49.0,,,105-115,,R. Rubio misses 3-pt shot from 23 ft
0:47.0,,,105-115,,Offensive rebound by Z. LaVine
0:29.0,,,105-115,,Turnover by K. Towns (lost ball; steal by P. Tucker)
0:21.0,E. Bledsoe makes 3-pt shot from 24 ft (assist by B. Knight),3,108-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
