time,Orlando,pts.away,score,pts.home,Boston
6:51.0,A. Gordon misses 2-pt shot from 9 ft,,105-107,,
6:50.0,,,105-107,,Defensive rebound by K. Olynyk
6:37.0,,,105-107,,A. Horford misses 2-pt shot from 8 ft (block by A. Gordon)
6:36.0,Defensive rebound by B. Biyombo,,105-107,,
6:25.0,E. Payton makes 2-pt shot at rim,2,107-107,,
6:10.0,,,107-107,,K. Olynyk misses 3-pt shot from 25 ft
6:09.0,Defensive rebound by A. Gordon,,107-107,,
6:04.0,Shooting foul by A. Horford (drawn by A. Gordon),,107-107,,
6:04.0,A. Gordon makes free throw 1 of 2,1,108-107,,
6:04.0,A. Gordon makes free throw 2 of 2,1,109-107,,
6:04.0,N. Vucevic enters the game for T. Ross,,108-107,,
6:04.0,E. Fournier enters the game for B. Biyombo,,108-107,,
6:04.0,,,108-107,,J. Crowder enters the game for K. Olynyk
6:04.0,,,108-107,,J. Brown enters the game for I. Thomas
6:00.0,,,109-107,,Boston full timeout
5:53.0,,,109-107,,T. Rozier misses 2-pt shot from 19 ft
5:53.0,Defensive rebound by A. Gordon,,109-107,,
5:38.0,N. Vucevic misses 2-pt shot from 1 ft,,109-107,,
5:37.0,,,109-107,,Defensive rebound by A. Horford
5:32.0,,,109-107,,Turnover by J. Brown (lost ball)
5:20.0,E. Payton makes 2-pt shot from 2 ft,2,111-107,,
4:58.0,,,111-107,,J. Brown misses 3-pt shot from 25 ft
4:57.0,Defensive rebound by E. Payton,,111-107,,
4:40.0,E. Payton misses 2-pt shot from 5 ft (block by M. Smart),,111-107,,
4:39.0,Offensive rebound by Team,,111-107,,
4:39.0,,,111-107,,I. Thomas enters the game for T. Rozier
4:39.0,,,111-107,,A. Johnson enters the game for J. Brown
4:37.0,Turnover by J. Meeks (lost ball; steal by A. Johnson),,111-107,,
4:31.0,Violation by A. Gordon (kicked ball),,111-107,,
4:31.0,T. Ross enters the game for J. Meeks,,111-107,,
4:27.0,Shooting block foul by T. Ross (drawn by M. Smart),,111-107,,
4:27.0,,,111-108,1,M. Smart makes free throw 1 of 2
4:27.0,,,111-109,1,M. Smart makes free throw 2 of 2
4:11.0,N. Vucevic misses 2-pt shot from 18 ft,,111-109,,
4:10.0,,,111-109,,Defensive rebound by M. Smart
3:52.0,,,111-109,,Turnover by A. Horford (bad pass; steal by A. Gordon)
3:46.0,Turnover by T. Ross (bad pass; steal by J. Crowder),,111-109,,
3:41.0,,,111-111,2,A. Horford makes 2-pt shot from 1 ft (assist by I. Thomas)
3:40.0,Orlando full timeout,,111-111,,
3:17.0,E. Payton misses 2-pt shot from 20 ft,,111-111,,
3:15.0,,,111-111,,Defensive rebound by I. Thomas
2:50.0,,,111-111,,J. Crowder misses 3-pt shot from 23 ft
2:49.0,Defensive rebound by A. Gordon,,111-111,,
2:43.0,A. Gordon misses 2-pt shot from 1 ft,,111-111,,
2:42.0,,,111-111,,Defensive rebound by A. Horford
2:40.0,Personal foul by T. Ross (drawn by M. Smart),,111-111,,
2:40.0,,,111-112,1,M. Smart makes free throw 1 of 2
2:40.0,,,111-113,1,M. Smart makes free throw 2 of 2
2:15.0,E. Fournier makes 2-pt shot from 8 ft,2,113-113,,
2:00.0,,,113-115,2,I. Thomas makes 2-pt shot from 3 ft
1:50.0,E. Fournier makes 3-pt shot from 26 ft (assist by N. Vucevic),3,116-115,,
1:40.0,,,116-115,,I. Thomas misses 3-pt shot from 26 ft
1:38.0,Defensive rebound by A. Gordon,,116-115,,
1:25.0,A. Gordon misses 2-pt shot at rim,,116-115,,
1:24.0,,,116-115,,Defensive rebound by Team
1:24.0,,,116-115,,Boston full timeout
1:22.0,,,116-115,,Shooting foul by A. Gordon (drawn by A. Horford)
1:22.0,,,116-116,1,A. Horford makes free throw 1 of 2
1:22.0,,,116-117,1,A. Horford makes free throw 2 of 2
1:09.0,T. Ross misses 3-pt shot from 26 ft,,116-117,,
1:08.0,,,116-117,,Defensive rebound by A. Johnson
0:48.0,,,116-117,,I. Thomas misses 2-pt shot from 2 ft
0:47.0,,,116-117,,Offensive rebound by A. Horford
0:44.0,,,116-117,,J. Crowder misses 3-pt shot from 23 ft
0:44.0,Defensive rebound by E. Payton,,116-117,,
0:36.0,T. Ross misses 3-pt shot from 25 ft,,116-117,,
0:35.0,,,116-117,,Defensive rebound by A. Horford
0:14.0,,,116-117,,I. Thomas misses 2-pt shot from 23 ft
0:13.0,Defensive rebound by T. Ross,,116-117,,
0:02.0,E. Payton misses 2-pt shot from 3 ft,,116-117,,
0:02.0,,,116-117,,Defensive rebound by A. Horford
0:00.0,End of 4th quarter,,,,End of 4th quarter
