time,Sacramento,pts.away,score,pts.home,Dallas
3:01.0,,,110-84,,Turnover by D. Finney-Smith (lost ball; steal by R. Gay)
2:58.0,D. Collison makes 2-pt shot from 1 ft,2,112-84,,
2:58.0,Shooting foul by D. Finney-Smith (drawn by D. Collison),,112-84,,
2:58.0,,,112-84,,Dallas full timeout
2:58.0,,,112-84,,Technical foul by Team
2:58.0,D. Collison makes technical free throw,1,113-84,,
2:58.0,D. Collison makes free throw 1 of 1,1,114-84,,
2:58.0,,,114-84,,Turnover by Team (turnover)
2:58.0,W. Cauley-Stein enters the game for R. Gay,,112-84,,
2:58.0,B. McLemore enters the game for D. Cousins,,112-84,,
2:58.0,A. Tolliver enters the game for K. Koufos,,112-84,,
2:40.0,W. Cauley-Stein makes 2-pt shot at rim (assist by G. Temple),2,116-84,,
2:17.0,,,116-84,,Turnover by J. Anderson (lost ball; steal by W. Cauley-Stein)
2:13.0,Turnover by D. Collison (bad pass; steal by D. Finney-Smith),,116-84,,
2:08.0,,,116-84,,Shooting foul by G. Temple (drawn by J. Anderson)
2:08.0,,,116-84,,J. Anderson misses free throw 1 of 2
2:08.0,,,116-84,,Offensive rebound by Team
2:08.0,,,116-85,1,J. Anderson makes free throw 2 of 2
1:50.0,B. McLemore makes 2-pt shot at rim (assist by A. Tolliver),2,118-85,,
1:36.0,,,118-85,,J. Gibson misses 2-pt shot from 22 ft
1:35.0,Defensive rebound by W. Cauley-Stein,,118-85,,
1:16.0,D. Collison misses 2-pt shot from 10 ft,,118-85,,
1:15.0,,,118-85,,Defensive rebound by A. Hammons
1:09.0,,,118-85,,Shooting foul by W. Cauley-Stein (drawn by J. Anderson)
1:09.0,,,118-86,1,J. Anderson makes free throw 1 of 2
1:09.0,,,118-87,1,J. Anderson makes free throw 2 of 2
0:56.0,B. McLemore misses 3-pt shot from 23 ft,,118-87,,
0:55.0,,,118-87,,Defensive rebound by A. Hammons
0:48.0,,,118-87,,J. Gibson misses 3-pt shot from 24 ft
0:46.0,Defensive rebound by G. Temple,,118-87,,
0:33.0,Turnover by G. Temple (bad pass; steal by N. Brussino),,118-87,,
0:30.0,,,118-89,2,J. Anderson makes 2-pt shot at rim (assist by N. Brussino)
0:17.0,,,118-89,,Personal block foul by D. Finney-Smith (drawn by D. Collison)
0:17.0,D. Collison makes free throw 1 of 2,1,119-89,,
0:17.0,D. Collison makes free throw 2 of 2,1,120-89,,
0:08.0,,,120-89,,Turnover by D. Finney-Smith (lost ball; steal by W. Cauley-Stein)
0:00.0,End of 4th quarter,,,,End of 4th quarter
