time,Cleveland,pts.away,score,pts.home,Indiana
1:07.0,Defensive rebound by C. Andersen,,89-101,,
0:58.0,J. Jones makes 3-pt shot from 23 ft (assist by K. Felder),3,92-101,,
0:41.0,,,92-103,2,K. Seraphin makes 2-pt shot from 18 ft (assist by G. Niang)
0:30.0,,,92-103,,Shooting block foul by K. Seraphin (drawn by K. Felder)
0:30.0,K. Felder makes free throw 1 of 2,1,93-103,,
0:30.0,K. Felder misses free throw 2 of 2,,93-103,,
0:30.0,,,93-103,,Defensive rebound by G. Niang
0:17.0,,,93-103,,G. Niang misses 3-pt shot from 27 ft
0:16.0,Defensive rebound by C. Andersen,,93-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
