time,Milwaukee,pts.away,score,pts.home,Brooklyn
6:47.0,,,111-101,3,J. Harris makes 3-pt shot from 26 ft (assist by S. Dinwiddie)
6:29.0,K. Middleton makes 2-pt shot from 19 ft,2,113-101,,
6:21.0,,,113-101,,C. LeVert misses 3-pt shot from 25 ft
6:19.0,Defensive rebound by Team,,113-101,,
6:19.0,,,113-101,,B. Bogdanovic enters the game for C. LeVert
6:10.0,Turnover by M. Brogdon (bad pass; steal by J. Harris),,113-101,,
6:07.0,,,113-103,2,J. Harris makes 2-pt shot from 2 ft
5:50.0,M. Brogdon misses 2-pt shot from 10 ft,,113-103,,
5:48.0,,,113-103,,Defensive rebound by S. Dinwiddie
5:36.0,,,113-106,3,J. Harris makes 3-pt shot from 23 ft (assist by S. Dinwiddie)
5:36.0,Milwaukee full timeout,,113-106,,
5:36.0,T. Snell enters the game for K. Middleton,,113-106,,
5:36.0,M. Dellavedova enters the game for M. Brogdon,,113-106,,
5:22.0,G. Monroe makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,115-106,,
5:12.0,,,115-108,2,S. Dinwiddie makes 2-pt shot from 8 ft
5:12.0,,,115-108,,Shooting foul by M. Dellavedova (drawn by S. Dinwiddie)
5:12.0,,,115-109,1,S. Dinwiddie makes free throw 1 of 1
4:58.0,M. Dellavedova makes 2-pt shot from 11 ft,2,117-109,,
4:46.0,,,117-109,,B. Lopez misses 3-pt shot from 25 ft
4:45.0,Defensive rebound by G. Antetokounmpo,,117-109,,
4:24.0,T. Snell misses 3-pt shot from 24 ft,,117-109,,
4:23.0,,,117-109,,Defensive rebound by T. Booker
4:11.0,,,117-109,,B. Lopez misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
4:09.0,Defensive rebound by T. Snell,,117-109,,
4:01.0,R. Vaughn misses 3-pt shot from 23 ft,,117-109,,
4:00.0,,,117-109,,Defensive rebound by B. Lopez
3:40.0,,,117-112,3,S. Dinwiddie makes 3-pt shot from 26 ft
3:19.0,G. Antetokounmpo misses 2-pt shot from 10 ft,,117-112,,
3:18.0,,,117-112,,Defensive rebound by B. Bogdanovic
2:59.0,,,117-115,3,B. Lopez makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
2:59.0,Milwaukee full timeout,,117-115,,
2:59.0,K. Middleton enters the game for R. Vaughn,,117-115,,
2:40.0,G. Antetokounmpo makes 2-pt shot from 18 ft,2,119-115,,
2:23.0,,,119-115,,J. Harris misses 3-pt shot from 24 ft
2:22.0,,,119-115,,Offensive rebound by S. Dinwiddie
2:19.0,,,119-115,,Shooting foul by G. Monroe (drawn by S. Dinwiddie)
2:19.0,,,119-116,1,S. Dinwiddie makes free throw 1 of 2
2:19.0,,,119-117,1,S. Dinwiddie makes free throw 2 of 2
2:03.0,T. Snell misses 3-pt shot from 24 ft,,119-117,,
2:01.0,Offensive rebound by G. Monroe,,119-117,,
1:59.0,G. Monroe misses 2-pt shot from 1 ft,,119-117,,
1:58.0,Offensive rebound by T. Snell,,119-117,,
1:57.0,,,119-117,,Personal foul by T. Booker (drawn by T. Snell)
1:46.0,G. Monroe makes 2-pt shot from 2 ft (assist by G. Antetokounmpo),2,121-117,,
1:36.0,,,121-119,2,S. Dinwiddie makes 2-pt shot from 1 ft
1:21.0,K. Middleton makes 2-pt shot from 7 ft,2,123-119,,
1:04.0,,,123-121,2,S. Dinwiddie makes 2-pt shot from 23 ft
0:50.0,K. Middleton misses 2-pt shot from 14 ft (block by B. Lopez),,123-121,,
0:48.0,Offensive rebound by G. Antetokounmpo,,123-121,,
0:47.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,125-121,,
0:28.0,Loose ball foul by K. Middleton (drawn by B. Lopez),,125-121,,
0:28.0,,,125-122,1,B. Lopez makes free throw 1 of 2
0:28.0,,,125-123,1,B. Lopez makes free throw 2 of 2
0:28.0,Milwaukee full timeout,,125-123,,
0:28.0,,,125-123,,R. Foye enters the game for B. Bogdanovic
0:28.0,,,125-123,,R. Hollis-Jefferson enters the game for B. Lopez
0:20.0,,,125-123,,Personal foul by R. Hollis-Jefferson (drawn by K. Middleton)
0:20.0,K. Middleton makes free throw 1 of 2,1,126-123,,
0:20.0,K. Middleton makes free throw 2 of 2,1,127-123,,
0:20.0,,,127-123,,Brooklyn full timeout
0:20.0,,,126-123,,B. Lopez enters the game for R. Hollis-Jefferson
0:20.0,M. Brogdon enters the game for G. Monroe,,126-123,,
0:20.0,,,127-123,,J. Hamilton enters the game for T. Booker
0:20.0,,,127-123,,B. Bogdanovic enters the game for S. Dinwiddie
0:16.0,,,127-123,,R. Foye misses 2-pt shot from 2 ft
0:15.0,,,127-123,,Offensive rebound by R. Foye
0:14.0,,,127-125,2,R. Foye makes 2-pt shot from 2 ft
0:12.0,,,127-125,,Personal foul by R. Foye (drawn by K. Middleton)
0:12.0,K. Middleton makes free throw 1 of 2,1,128-125,,
0:12.0,K. Middleton makes free throw 2 of 2,1,129-125,,
0:12.0,,,129-125,,Brooklyn full timeout
0:09.0,,,129-125,,B. Lopez misses 3-pt shot from 26 ft
0:08.0,Defensive rebound by T. Snell,,129-125,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
