time,Charlotte,pts.away,score,pts.home,Atlanta
3:06.0,,,69-100,,Turnover by K. Humphries (lost ball)
2:54.0,B. Weber misses 2-pt shot from 5 ft,,69-100,,
2:52.0,Offensive rebound by M. Plumlee,,69-100,,
2:52.0,M. Plumlee misses 2-pt shot from 2 ft,,69-100,,
2:49.0,,,69-100,,Defensive rebound by J. Calderon
2:43.0,,,69-103,3,K. Humphries makes 3-pt shot from 25 ft (assist by J. Calderon)
2:19.0,J. Lamb misses 3-pt shot from 24 ft,,69-103,,
2:18.0,Offensive rebound by Team,,69-103,,
2:18.0,,,69-103,,Loose ball foul by M. Dunleavy (drawn by C. Wood)
2:18.0,,,69-103,,Atlanta full timeout
2:11.0,J. Lamb makes 2-pt shot from 11 ft,2,71-103,,
1:50.0,,,71-103,,K. Humphries misses 2-pt shot from 5 ft
1:49.0,,,71-103,,Offensive rebound by K. Humphries
1:48.0,,,71-103,,K. Humphries misses 2-pt shot from 1 ft
1:45.0,,,71-103,,Offensive rebound by T. Sefolosha
1:27.0,,,71-103,,Turnover by M. Delaney (bad pass; steal by J. Lamb)
1:25.0,Shooting foul by J. Calderon (drawn by J. Lamb),,71-103,,
1:25.0,J. Lamb makes free throw 1 of 2,1,72-103,,
1:25.0,J. Lamb makes free throw 2 of 2,1,73-103,,
1:08.0,,,73-103,,T. Sefolosha misses 3-pt shot from 23 ft
1:03.0,,,73-103,,Offensive rebound by M. Dunleavy
1:03.0,,,73-103,,M. Dunleavy misses 2-pt shot from 2 ft
1:03.0,,,73-103,,Offensive rebound by K. Humphries
1:00.0,,,73-103,,M. Delaney misses 3-pt shot from 25 ft
1:00.0,,,73-103,,Offensive rebound by M. Dunleavy
0:39.0,,,73-103,,J. Calderon misses 3-pt shot from 25 ft
0:37.0,Defensive rebound by C. Wood,,73-103,,
0:28.0,Turnover by J. Lamb (bad pass; steal by T. Sefolosha),,73-103,,
0:04.0,,,73-103,,Turnover by Team (shot clock)
0:00.0,B. Weber makes 3-pt shot from 26 ft,3,76-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
