time,Boston,pts.away,score,pts.home,Milwaukee
5:19.0,A. Johnson makes 2-pt shot from 1 ft (assist by I. Thomas),2,94-92,,
5:19.0,Shooting foul by G. Monroe (drawn by A. Johnson),,94-92,,
5:19.0,A. Johnson misses free throw 1 of 1,,94-92,,
5:17.0,,,94-92,,Defensive rebound by M. Beasley
5:05.0,Personal foul by I. Thomas (drawn by J. Terry),,94-92,,
4:57.0,,,94-92,,M. Brogdon misses 2-pt shot from 2 ft
4:55.0,,,94-92,,Offensive rebound by G. Monroe
4:54.0,,,94-94,2,G. Monroe makes 2-pt shot from 1 ft
4:54.0,,,94-94,,Shooting foul by A. Johnson (drawn by G. Monroe)
4:54.0,,,94-95,1,G. Monroe makes free throw 1 of 1
4:54.0,K. Olynyk enters the game for A. Johnson,,94-94,,
4:38.0,K. Olynyk misses 3-pt shot from 28 ft,,94-95,,
4:37.0,Offensive rebound by J. Crowder,,94-95,,
4:33.0,I. Thomas makes 3-pt shot from 27 ft (assist by J. Crowder),3,97-95,,
4:13.0,,,97-95,,M. Brogdon misses 2-pt shot at rim
4:12.0,Defensive rebound by Team,,97-95,,
3:53.0,Turnover by M. Smart (lost ball; steal by J. Terry),,97-95,,
3:38.0,,,97-95,,Turnover by M. Brogdon (bad pass; steal by J. Brown)
3:33.0,J. Brown makes 2-pt shot at rim,2,99-95,,
3:24.0,,,99-95,,Milwaukee full timeout
3:24.0,,,99-95,,J. Parker enters the game for M. Beasley
3:24.0,,,99-95,,M. Dellavedova enters the game for M. Brogdon
3:24.0,,,99-95,,T. Snell enters the game for J. Terry
3:08.0,,,99-95,,G. Monroe misses 2-pt shot from 1 ft
3:06.0,,,99-95,,Offensive rebound by J. Parker
3:06.0,,,99-95,,J. Parker misses 2-pt shot from 2 ft
3:04.0,,,99-95,,Offensive rebound by J. Parker
3:04.0,,,99-97,2,J. Parker makes 2-pt shot from 1 ft
2:49.0,J. Brown makes 3-pt shot from 25 ft (assist by K. Olynyk),3,102-97,,
2:24.0,,,102-99,2,G. Monroe makes 2-pt shot from 1 ft
2:01.0,Turnover by M. Smart (traveling),,102-99,,
2:01.0,Violation by Team (jump ball),,102-99,,
1:40.0,,,102-99,,Shooting foul by K. Olynyk (drawn by G. Monroe)
1:40.0,,,102-100,1,G. Monroe makes free throw 1 of 2
1:40.0,,,102-101,1,G. Monroe makes free throw 2 of 2
1:25.0,I. Thomas misses 2-pt shot from 1 ft (block by G. Monroe),,102-101,,
1:23.0,,,102-101,,Defensive rebound by T. Snell
1:02.0,,,102-101,,Turnover by M. Dellavedova (bad pass)
0:52.0,I. Thomas misses 2-pt shot from 1 ft,,102-101,,
0:50.0,,,102-101,,Defensive rebound by G. Antetokounmpo
0:37.0,,,102-101,,Shooting foul by M. Smart (drawn by G. Monroe)
0:37.0,,,102-102,1,G. Monroe makes free throw 1 of 2
0:37.0,,,102-102,,G. Monroe misses free throw 2 of 2
0:37.0,Defensive rebound by Team,,102-102,,
0:37.0,Boston full timeout,,102-102,,
0:25.0,Turnover by I. Thomas (lost ball; steal by G. Monroe),,102-102,,
0:17.0,,,102-102,,Turnover by J. Parker (bad pass)
0:02.0,I. Thomas misses 3-pt shot from 26 ft,,102-102,,
0:01.0,Offensive rebound by J. Brown,,102-102,,
0:00.0,J. Brown misses 2-pt shot from 15 ft,,102-102,,
0:00.0,Offensive rebound by Team,,102-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:40.0,,,102-102,,M. Dellavedova misses 2-pt shot from 5 ft
4:38.0,Defensive rebound by A. Johnson,,102-102,,
4:23.0,J. Crowder misses 3-pt shot from 27 ft,,102-102,,
4:20.0,,,102-102,,Defensive rebound by Team
4:03.0,,,102-102,,J. Parker misses 2-pt shot from 11 ft
4:02.0,Defensive rebound by Team,,102-102,,
3:39.0,M. Smart makes 2-pt shot from 2 ft,2,104-102,,
3:22.0,,,104-102,,G. Monroe misses 2-pt shot at rim
3:21.0,Defensive rebound by K. Olynyk,,104-102,,
3:12.0,A. Johnson makes 2-pt shot from 6 ft (assist by J. Crowder),2,106-102,,
2:57.0,,,106-102,,Offensive foul by M. Dellavedova
2:57.0,,,106-102,,Turnover by M. Dellavedova (offensive foul)
2:45.0,K. Olynyk makes 2-pt shot at rim (assist by J. Crowder),2,108-102,,
2:45.0,,,108-102,,Milwaukee full timeout
2:38.0,,,108-102,,Turnover by J. Parker (offensive foul)
2:38.0,,,108-102,,Offensive charge foul by J. Parker
2:22.0,K. Olynyk misses 3-pt shot from 24 ft,,108-102,,
2:21.0,,,108-102,,Defensive rebound by J. Parker
2:15.0,,,108-102,,M. Dellavedova misses 3-pt shot from 25 ft
2:14.0,Defensive rebound by A. Johnson,,108-102,,
1:53.0,M. Smart misses 2-pt shot from 14 ft,,108-102,,
1:52.0,,,108-102,,Defensive rebound by G. Monroe
1:46.0,,,108-105,3,T. Snell makes 3-pt shot from 26 ft (assist by M. Dellavedova)
1:22.0,I. Thomas misses 3-pt shot from 32 ft,,108-105,,
1:20.0,,,108-105,,Defensive rebound by G. Monroe
1:13.0,,,108-108,3,T. Snell makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
1:13.0,Boston full timeout,,108-108,,
1:05.0,A. Johnson misses 2-pt shot from 2 ft (block by G. Monroe),,108-108,,
1:02.0,,,108-108,,Defensive rebound by G. Monroe
0:45.0,,,108-108,,T. Snell misses 3-pt shot from 26 ft
0:44.0,Defensive rebound by I. Thomas,,108-108,,
0:36.0,I. Thomas misses 2-pt shot from 1 ft,,108-108,,
0:33.0,Offensive rebound by A. Johnson,,108-108,,
0:29.0,,,108-108,,Shooting block foul by M. Dellavedova (drawn by J. Crowder)
0:29.0,J. Crowder makes free throw 1 of 2,1,109-108,,
0:29.0,J. Crowder makes free throw 2 of 2,1,110-108,,
0:29.0,,,110-108,,Milwaukee full timeout
0:13.0,,,110-108,,G. Antetokounmpo misses 2-pt shot from 7 ft
0:12.0,Defensive rebound by J. Crowder,,110-108,,
0:10.0,,,110-108,,Personal take foul by J. Parker (drawn by J. Crowder)
0:10.0,J. Crowder makes free throw 1 of 2,1,111-108,,
0:10.0,J. Crowder makes free throw 2 of 2,1,112-108,,
0:10.0,,,112-108,,Milwaukee full timeout
0:10.0,,,112-108,,J. Terry enters the game for T. Snell
0:02.0,,,112-108,,J. Terry misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by J. Crowder,,112-108,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
