time,San Antonio,pts.away,score,pts.home,LA Clippers
4:11.0,K. Leonard misses 3-pt shot from 24 ft,,84-95,,
4:10.0,,,84-95,,Defensive rebound by W. Johnson
3:52.0,,,84-98,3,M. Speights makes 3-pt shot from 26 ft (assist by R. Felton)
3:32.0,K. Leonard makes 2-pt shot from 8 ft,2,86-98,,
3:32.0,Shooting foul by M. Speights (drawn by K. Leonard),,86-98,,
3:32.0,K. Leonard makes free throw 1 of 1,1,87-98,,
3:15.0,,,87-98,,R. Felton misses 2-pt shot from 2 ft
3:15.0,Defensive rebound by D. Murray,,87-98,,
3:08.0,Turnover by P. Gasol (bad pass; steal by J. Crawford),,87-98,,
2:46.0,,,87-98,,W. Johnson misses 2-pt shot from 14 ft
2:44.0,,,87-98,,Offensive rebound by W. Johnson
2:27.0,,,87-100,2,R. Felton makes 2-pt shot from 2 ft
2:17.0,K. Leonard makes 2-pt shot from 2 ft,2,89-100,,
1:51.0,,,89-100,,W. Johnson misses 3-pt shot from 23 ft
1:50.0,Defensive rebound by K. Anderson,,89-100,,
1:45.0,K. Anderson makes 2-pt shot from 2 ft,2,91-100,,
1:29.0,Personal foul by D. Murray (drawn by R. Felton),,91-100,,
1:29.0,Official timeout,,91-100,,
1:29.0,B. Forbes enters the game for T. Parker,,91-100,,
1:20.0,,,91-103,3,A. Rivers makes 3-pt shot from 23 ft (assist by M. Speights)
1:18.0,San Antonio full timeout,,91-103,,
1:18.0,J. Simmons enters the game for K. Leonard,,91-103,,
1:10.0,P. Gasol misses 2-pt shot from 3 ft,,91-103,,
1:08.0,Offensive rebound by P. Gasol,,91-103,,
1:08.0,P. Gasol misses 2-pt shot from 1 ft,,91-103,,
1:07.0,,,91-103,,Defensive rebound by W. Johnson
0:51.0,,,91-103,,A. Rivers misses 3-pt shot from 22 ft
0:51.0,Defensive rebound by K. Anderson,,91-103,,
0:48.0,Turnover by K. Anderson (lost ball; steal by A. Rivers),,91-103,,
0:43.0,,,91-105,2,J. Crawford makes 2-pt shot at rim (assist by M. Speights)
0:36.0,D. Murray makes 2-pt shot from 4 ft,2,93-105,,
0:30.0,,,93-105,,Turnover by M. Speights (lost ball)
0:28.0,,,93-105,,Personal foul by M. Speights (drawn by P. Gasol)
0:28.0,P. Gasol makes free throw 1 of 2,1,94-105,,
0:28.0,P. Gasol makes free throw 2 of 2,1,95-105,,
0:26.0,,,95-105,,Turnover by W. Johnson (bad pass; steal by K. Anderson)
0:23.0,P. Gasol makes 2-pt shot at rim (assist by K. Anderson),2,97-105,,
0:18.0,,,97-105,,Turnover by W. Johnson (bad pass; steal by K. Anderson)
0:18.0,K. Anderson makes 2-pt shot from 3 ft,2,99-105,,
0:17.0,Personal take foul by J. Simmons (drawn by R. Felton),,99-105,,
0:17.0,,,99-106,1,R. Felton makes free throw 1 of 2
0:17.0,,,99-106,,R. Felton misses free throw 2 of 2
0:16.0,Defensive rebound by K. Anderson,,99-106,,
0:11.0,D. Murray misses 2-pt shot from 2 ft (block by M. Speights),,99-106,,
0:09.0,Offensive rebound by J. Simmons,,99-106,,
0:07.0,B. Forbes misses 3-pt shot from 24 ft,,99-106,,
0:05.0,Offensive rebound by D. Murray,,99-106,,
0:05.0,D. Murray misses 2-pt shot from 1 ft,,99-106,,
0:03.0,Offensive rebound by P. Gasol,,99-106,,
0:03.0,P. Gasol makes 2-pt shot from 1 ft,2,101-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
