time,Philadelphia,pts.away,score,pts.home,Boston
7:31.0,,,97-96,,Offensive rebound by Team
7:31.0,,,97-96,,Turnover by Team (shot clock)
7:21.0,R. Covington misses 2-pt shot from 13 ft,,97-96,,
7:20.0,,,97-96,,Defensive rebound by I. Thomas
7:16.0,,,97-96,,Shooting foul by N. Stauskas (drawn by I. Thomas)
7:16.0,,,97-97,1,I. Thomas makes free throw 1 of 2
7:16.0,,,97-98,1,I. Thomas makes free throw 2 of 2
7:01.0,D. Saric makes 2-pt shot from 1 ft (assist by J. Okafor),2,99-98,,
6:52.0,,,99-98,,Shooting foul by D. Saric (drawn by I. Thomas)
6:52.0,,,99-99,1,I. Thomas makes free throw 1 of 2
6:52.0,,,99-99,,I. Thomas misses free throw 2 of 2
6:52.0,Defensive rebound by R. Covington,,99-99,,
6:52.0,,,99-99,,M. Smart enters the game for T. Rozier
6:52.0,,,99-99,,J. Young enters the game for K. Olynyk
6:30.0,S. Rodriguez misses 3-pt shot from 31 ft,,99-99,,
6:29.0,,,99-99,,Defensive rebound by M. Smart
6:16.0,,,99-99,,I. Thomas misses 3-pt shot from 25 ft
6:15.0,Defensive rebound by D. Saric,,99-99,,
5:52.0,Turnover by S. Rodriguez (bad pass; steal by J. Crowder),,99-99,,
5:42.0,,,99-101,2,I. Thomas makes 2-pt shot from 2 ft
5:42.0,Philadelphia full timeout,,99-101,,
5:42.0,T. McConnell enters the game for N. Stauskas,,99-101,,
5:42.0,N. Noel enters the game for J. Okafor,,99-101,,
5:42.0,G. Henderson enters the game for S. Rodriguez,,99-101,,
5:19.0,D. Saric misses 3-pt shot from 25 ft,,99-101,,
5:18.0,,,99-101,,Defensive rebound by A. Horford
5:07.0,,,99-101,,Flagrant foul type 1 by A. Horford (drawn by N. Noel)
5:07.0,,,99-101,,Turnover by A. Horford (offensive foul)
5:07.0,N. Noel makes flagrant free throw 1 of 2,1,100-101,,
5:07.0,N. Noel makes flagrant free throw 2 of 2,1,101-101,,
4:51.0,Turnover by N. Noel (lost ball; steal by A. Horford),,101-101,,
4:36.0,,,101-103,2,I. Thomas makes 2-pt shot from 3 ft
4:25.0,,,101-103,,Personal foul by J. Crowder (drawn by N. Noel)
4:18.0,Offensive foul by N. Noel,,101-103,,
4:18.0,Turnover by N. Noel (offensive foul),,101-103,,
4:04.0,,,101-103,,A. Horford misses 2-pt shot from 1 ft (block by R. Covington)
4:03.0,Defensive rebound by T. McConnell,,101-103,,
3:56.0,Turnover by T. McConnell (bad pass; steal by A. Horford),,101-103,,
3:48.0,,,101-106,3,M. Smart makes 3-pt shot from 25 ft (assist by J. Crowder)
3:35.0,Turnover by N. Noel (bad pass),,101-106,,
3:35.0,N. Stauskas enters the game for R. Covington,,101-106,,
3:17.0,,,101-106,,A. Horford misses 2-pt shot from 6 ft
3:16.0,Defensive rebound by N. Noel,,101-106,,
3:00.0,Turnover by N. Stauskas (lost ball; steal by M. Smart),,101-106,,
2:55.0,,,101-108,2,J. Crowder makes 2-pt shot from 1 ft
2:54.0,Philadelphia full timeout,,101-108,,
2:47.0,,,101-108,,Personal foul by I. Thomas (drawn by N. Stauskas)
2:36.0,Turnover by D. Saric (lost ball; steal by M. Smart),,101-108,,
2:19.0,,,101-108,,I. Thomas misses 2-pt shot from 2 ft
2:19.0,Defensive rebound by D. Saric,,101-108,,
2:11.0,G. Henderson misses 3-pt shot from 25 ft,,101-108,,
2:10.0,,,101-108,,Defensive rebound by I. Thomas
1:54.0,,,101-111,3,A. Horford makes 3-pt shot from 23 ft (assist by I. Thomas)
1:40.0,G. Henderson misses 2-pt shot from 3 ft,,101-111,,
1:39.0,,,101-111,,Defensive rebound by M. Smart
1:19.0,,,101-111,,M. Smart misses 3-pt shot from 25 ft
1:18.0,Defensive rebound by N. Stauskas,,101-111,,
1:12.0,Shooting foul by M. Smart (drawn by N. Stauskas),,101-111,,
1:12.0,N. Stauskas makes free throw 1 of 2,1,102-111,,
1:12.0,N. Stauskas makes free throw 2 of 2,1,103-111,,
1:06.0,Personal foul by D. Saric (drawn by I. Thomas),,103-111,,
1:06.0,,,103-112,1,I. Thomas makes free throw 1 of 2
1:06.0,,,103-113,1,I. Thomas makes free throw 2 of 2
1:00.0,,,103-113,,Personal foul by I. Thomas (drawn by N. Stauskas)
1:00.0,N. Stauskas makes free throw 1 of 2,1,104-113,,
1:00.0,N. Stauskas misses free throw 2 of 2,,104-113,,
0:57.0,Offensive rebound by N. Stauskas,,104-113,,
0:55.0,N. Stauskas misses 3-pt shot from 26 ft,,104-113,,
0:54.0,Offensive rebound by N. Noel,,104-113,,
0:53.0,N. Noel makes 2-pt shot at rim,2,106-113,,
0:52.0,Personal foul by G. Henderson (drawn by M. Smart),,106-113,,
0:52.0,Technical foul by G. Henderson (drawn by M. Smart),,106-113,,
0:52.0,Technical foul by G. Henderson (drawn by M. Smart),,106-113,,
0:52.0,,,106-114,1,I. Thomas makes technical free throw
0:52.0,,,106-115,1,I. Thomas makes technical free throw
0:52.0,,,106-116,1,M. Smart makes free throw 1 of 2
0:52.0,,,106-116,,M. Smart misses free throw 2 of 2
0:52.0,Defensive rebound by N. Noel,,106-116,,
0:52.0,T. Luwawu-Cabarrot enters the game for G. Henderson,,106-113,,
0:52.0,,,106-116,,T. Rozier enters the game for I. Thomas
0:44.0,D. Saric misses 3-pt shot from 25 ft,,106-116,,
0:43.0,,,106-116,,Defensive rebound by J. Young
0:32.0,,,106-116,,Turnover by M. Smart (back court)
0:27.0,T. McConnell makes 2-pt shot from 2 ft,2,108-116,,
0:03.0,,,108-116,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
