time,New York,pts.away,score,pts.home,Brooklyn
8:48.0,,,74-76,,Personal foul by R. Hollis-Jefferson (drawn by K. Porzingis)
8:39.0,S. Vujacic makes 2-pt shot from 21 ft (assist by B. Jennings),2,76-76,,
8:18.0,,,76-76,,I. Whitehead misses 2-pt shot from 2 ft
8:16.0,,,76-76,,Offensive rebound by I. Whitehead
8:13.0,,,76-76,,J. Harris misses 3-pt shot from 25 ft
8:11.0,,,76-76,,Offensive rebound by R. Hollis-Jefferson
7:51.0,,,76-76,,S. Kilpatrick misses 3-pt shot from 25 ft
7:50.0,,,76-76,,Offensive rebound by R. Hollis-Jefferson
7:49.0,,,76-78,2,J. Hamilton makes 2-pt shot from 2 ft (assist by R. Hollis-Jefferson)
7:35.0,Shooting foul by R. Hollis-Jefferson (drawn by K. Porzingis),,76-78,,
7:35.0,K. Porzingis makes free throw 1 of 2,1,77-78,,
7:35.0,K. Porzingis misses free throw 2 of 2,,77-78,,
7:35.0,,,77-78,,B. Lopez enters the game for J. Hamilton
7:35.0,,,77-78,,C. LeVert enters the game for S. Kilpatrick
7:35.0,,,77-78,,B. Bogdanovic enters the game for J. Harris
7:33.0,,,77-78,,Defensive rebound by R. Hollis-Jefferson
7:19.0,,,77-78,,R. Hollis-Jefferson misses 2-pt shot from 5 ft
7:18.0,Defensive rebound by M. Kuzminskas,,77-78,,
7:09.0,M. Kuzminskas misses 2-pt shot from 3 ft (block by R. Hollis-Jefferson),,77-78,,
7:07.0,,,77-78,,Defensive rebound by I. Whitehead
6:59.0,,,77-78,,I. Whitehead misses 2-pt shot from 2 ft (block by J. Holiday)
6:57.0,Defensive rebound by J. Holiday,,77-78,,
6:49.0,,,77-78,,Violation by B. Lopez (kicked ball)
6:43.0,S. Vujacic misses 3-pt shot from 25 ft,,77-78,,
6:42.0,,,77-78,,Defensive rebound by C. LeVert
6:24.0,Personal foul by M. Kuzminskas (drawn by R. Hollis-Jefferson),,77-78,,
6:24.0,W. Hernangomez enters the game for M. Kuzminskas,,77-78,,
6:17.0,,,77-78,,R. Hollis-Jefferson misses 2-pt shot from 1 ft
6:16.0,,,77-78,,Offensive rebound by B. Lopez
6:15.0,,,77-78,,B. Lopez misses 2-pt shot from 1 ft
6:14.0,,,77-78,,Offensive rebound by Team
6:14.0,Loose ball foul by W. Hernangomez (drawn by B. Lopez),,77-78,,
6:00.0,,,77-78,,Turnover by C. LeVert (lost ball; steal by B. Jennings)
5:55.0,J. Holiday misses 3-pt shot from 24 ft,,77-78,,
5:52.0,Offensive rebound by K. Porzingis,,77-78,,
5:44.0,K. Porzingis makes 2-pt shot at rim (assist by W. Hernangomez),2,79-78,,
5:42.0,,,79-78,,Brooklyn full timeout
5:29.0,,,79-78,,Turnover by B. Bogdanovic (bad pass; steal by W. Hernangomez)
5:09.0,J. Holiday makes 3-pt shot from 24 ft (assist by W. Hernangomez),3,82-78,,
4:55.0,,,82-80,2,I. Whitehead makes 2-pt shot from 15 ft
4:30.0,W. Hernangomez makes 2-pt shot from 1 ft (assist by K. Porzingis),2,84-80,,
4:12.0,,,84-80,,R. Hollis-Jefferson misses 3-pt shot from 25 ft
4:11.0,Defensive rebound by J. Holiday,,84-80,,
4:01.0,B. Jennings misses 3-pt shot from 25 ft,,84-80,,
4:00.0,,,84-80,,Defensive rebound by C. LeVert
3:47.0,,,84-80,,B. Lopez misses 2-pt shot from 12 ft
3:45.0,Defensive rebound by W. Hernangomez,,84-80,,
3:31.0,K. Porzingis misses 3-pt shot from 25 ft,,84-80,,
3:30.0,,,84-80,,Defensive rebound by B. Bogdanovic
3:23.0,,,84-80,,I. Whitehead misses 2-pt shot from 7 ft (block by W. Hernangomez)
3:22.0,Defensive rebound by Team,,84-80,,
3:21.0,Jump ball: W. Hernangomez vs. I. Whitehead (J. Holiday gains possession),,,,Jump ball: W. Hernangomez vs. I. Whitehead (J. Holiday gains possession)
2:59.0,S. Vujacic misses 2-pt shot from 15 ft,,84-80,,
2:58.0,Offensive rebound by Team,,84-80,,
2:58.0,,,84-80,,Loose ball foul by R. Hollis-Jefferson (drawn by W. Hernangomez)
2:58.0,Official timeout,,84-80,,
2:58.0,,,84-80,,R. Foye enters the game for I. Whitehead
2:50.0,S. Vujacic misses 2-pt shot from 19 ft,,84-80,,
2:49.0,,,84-80,,Defensive rebound by C. LeVert
2:33.0,,,84-80,,B. Lopez misses 2-pt shot from 8 ft
2:32.0,Defensive rebound by K. Porzingis,,84-80,,
2:07.0,W. Hernangomez makes 2-pt shot from 4 ft,2,86-80,,
1:46.0,,,86-80,,R. Hollis-Jefferson misses 2-pt shot from 2 ft
1:44.0,,,86-80,,Offensive rebound by B. Lopez
1:44.0,,,86-80,,Shooting foul by S. Vujacic (drawn by B. Lopez)
1:44.0,,,86-81,1,B. Lopez makes free throw 1 of 2
1:44.0,,,86-81,,B. Lopez misses free throw 2 of 2
1:43.0,Defensive rebound by W. Hernangomez,,86-81,,
1:28.0,Shooting foul by B. Lopez (drawn by K. Porzingis),,86-81,,
1:28.0,K. Porzingis misses free throw 1 of 2,,86-81,,
1:28.0,Offensive rebound by Team,,86-81,,
1:28.0,K. Porzingis makes free throw 2 of 2,1,87-81,,
1:22.0,,,87-84,3,B. Bogdanovic makes 3-pt shot from 26 ft (assist by C. LeVert)
1:09.0,New York full timeout,,87-84,,
0:59.0,B. Jennings misses 2-pt shot from 16 ft,,87-84,,
0:56.0,Offensive rebound by W. Hernangomez,,87-84,,
0:55.0,W. Hernangomez misses 2-pt shot from 2 ft,,87-84,,
0:54.0,Offensive rebound by W. Hernangomez,,87-84,,
0:54.0,W. Hernangomez makes 2-pt shot from 2 ft,2,89-84,,
0:53.0,,,89-84,,Brooklyn full timeout
0:53.0,,,89-84,,J. Hamilton enters the game for R. Hollis-Jefferson
0:51.0,,,89-84,,C. LeVert misses 3-pt shot from 24 ft
0:50.0,,,89-84,,Offensive rebound by Team
0:50.0,Loose ball foul by K. Porzingis (drawn by J. Hamilton),,89-84,,
0:50.0,,,89-85,1,J. Hamilton makes free throw 1 of 2
0:50.0,,,89-86,1,J. Hamilton makes free throw 2 of 2
0:50.0,,,89-85,,R. Hollis-Jefferson enters the game for B. Bogdanovic
0:33.0,K. Porzingis makes 3-pt shot from 24 ft (assist by B. Jennings),3,92-86,,
0:30.0,,,92-86,,Brooklyn full timeout
0:30.0,,,92-86,,B. Bogdanovic enters the game for R. Hollis-Jefferson
0:24.0,,,92-86,,B. Bogdanovic misses 3-pt shot from 27 ft
0:23.0,Defensive rebound by W. Hernangomez,,92-86,,
0:16.0,Shooting foul by B. Bogdanovic (drawn by K. Porzingis),,92-86,,
0:16.0,K. Porzingis misses free throw 1 of 2,,92-86,,
0:16.0,Offensive rebound by Team,,92-86,,
0:16.0,K. Porzingis makes free throw 2 of 2,1,93-86,,
0:16.0,,,93-86,,Brooklyn full timeout
0:16.0,M. Kuzminskas enters the game for K. Porzingis,,93-86,,
0:12.0,,,93-86,,R. Foye misses 3-pt shot from 23 ft (block by M. Kuzminskas)
0:09.0,,,93-86,,Offensive rebound by Team
0:07.0,Personal foul by S. Vujacic (drawn by B. Bogdanovic),,93-86,,
0:07.0,,,93-87,1,B. Bogdanovic makes free throw 1 of 3
0:07.0,,,93-88,1,B. Bogdanovic makes free throw 2 of 3
0:07.0,,,93-88,,B. Bogdanovic misses free throw 3 of 3
0:07.0,,,93-88,,R. Hollis-Jefferson enters the game for J. Hamilton
0:06.0,,,93-88,,Offensive rebound by B. Bogdanovic
0:03.0,,,93-90,2,B. Bogdanovic makes 2-pt shot from 2 ft
0:01.0,,,93-90,,Personal foul by R. Foye (drawn by J. Holiday)
0:01.0,J. Holiday makes free throw 1 of 2,1,94-90,,
0:01.0,J. Holiday makes free throw 2 of 2,1,95-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
