time,Denver,pts.away,score,pts.home,Minnesota
6:35.0,,,97-87,,Defensive rebound by K. Towns
6:35.0,E. Mudiay enters the game for J. Murray,,97-87,,
6:35.0,,,97-87,,A. Wiggins enters the game for S. Muhammad
6:35.0,,,97-87,,Z. LaVine enters the game for B. Rush
6:35.0,,,97-87,,K. Towns enters the game for C. Aldrich
6:20.0,,,97-89,2,K. Towns makes 2-pt shot from 1 ft (assist by Z. LaVine)
5:52.0,J. Nurkic misses 2-pt shot at rim,,97-89,,
5:51.0,,,97-89,,Defensive rebound by T. Jones
5:45.0,,,97-91,2,N. Bjelica makes 2-pt shot from 1 ft
5:43.0,Denver full timeout,,97-91,,
5:43.0,Denver full timeout,,97-91,,
5:25.0,W. Chandler makes 2-pt shot from 11 ft,2,99-91,,
5:11.0,,,99-93,2,T. Jones makes 2-pt shot from 1 ft
4:48.0,E. Mudiay misses 2-pt shot from 8 ft,,99-93,,
4:47.0,Offensive rebound by Team,,99-93,,
4:47.0,,,99-93,,Loose ball foul by N. Bjelica (drawn by J. Nurkic)
4:39.0,D. Gallinari misses 3-pt shot from 22 ft,,99-93,,
4:38.0,,,99-93,,Defensive rebound by K. Towns
4:33.0,,,99-93,,Shooting foul by E. Mudiay (drawn by Z. LaVine)
4:33.0,,,99-93,,Z. LaVine misses free throw 1 of 2
4:33.0,,,99-93,,Offensive rebound by Team
4:33.0,,,99-94,1,Z. LaVine makes free throw 2 of 2
4:19.0,J. Nelson misses 2-pt shot at rim,,99-94,,
4:16.0,Offensive rebound by J. Nurkic,,99-94,,
4:14.0,Turnover by E. Mudiay (lost ball; steal by T. Jones),,99-94,,
4:10.0,,,99-94,,Z. LaVine misses 2-pt shot from 2 ft
4:09.0,Defensive rebound by Team,,99-94,,
4:09.0,,,99-94,,Loose ball foul by K. Towns (drawn by W. Chandler)
3:48.0,D. Gallinari misses 3-pt shot from 24 ft,,99-94,,
3:47.0,,,99-94,,Defensive rebound by Z. LaVine
3:47.0,,,99-94,,Turnover by K. Towns (lost ball; steal by E. Mudiay)
3:35.0,Jump ball: Z. LaVine vs. E. Mudiay,,,,Jump ball: Z. LaVine vs. E. Mudiay
3:35.0,Turnover by E. Mudiay (lost ball),,99-94,,
3:25.0,,,99-96,2,A. Wiggins makes 2-pt shot from 13 ft
2:58.0,E. Mudiay misses 2-pt shot from 13 ft,,99-96,,
2:57.0,,,99-96,,Defensive rebound by K. Towns
2:43.0,,,99-96,,N. Bjelica misses 2-pt shot from 11 ft
2:43.0,,,99-96,,Offensive rebound by Team
2:43.0,Loose ball foul by J. Nelson (drawn by K. Towns),,99-96,,
2:43.0,,,99-96,,Minnesota full timeout
2:43.0,,,99-97,1,K. Towns makes free throw 1 of 2
2:43.0,,,99-97,,K. Towns misses free throw 2 of 2
2:42.0,Defensive rebound by J. Nelson,,99-97,,
2:28.0,J. Nelson misses 3-pt shot from 24 ft,,99-97,,
2:27.0,,,99-97,,Defensive rebound by Z. LaVine
2:05.0,,,99-97,,A. Wiggins misses 2-pt shot from 14 ft
2:03.0,Defensive rebound by E. Mudiay,,99-97,,
1:47.0,E. Mudiay makes 2-pt shot at rim,2,101-97,,
1:47.0,Shooting foul by K. Towns (drawn by E. Mudiay),,101-97,,
1:47.0,E. Mudiay makes free throw 1 of 1,1,102-97,,
1:36.0,,,102-99,2,A. Wiggins makes 2-pt shot from 1 ft
1:18.0,E. Mudiay misses 2-pt shot from 2 ft,,102-99,,
1:17.0,,,102-99,,Defensive rebound by N. Bjelica
1:16.0,,,102-99,,Turnover by N. Bjelica (lost ball)
0:53.0,E. Mudiay misses 3-pt shot from 25 ft,,102-99,,
0:51.0,,,102-99,,Defensive rebound by Z. LaVine
0:36.0,,,102-99,,T. Jones misses 3-pt shot from 24 ft
0:34.0,,,102-99,,Offensive rebound by T. Jones
0:29.0,,,102-99,,N. Bjelica misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by J. Nelson,,102-99,,
0:04.0,Turnover by Team (shot clock),,102-99,,
0:04.0,,,102-99,,Minnesota full timeout
0:01.0,,,102-99,,N. Bjelica misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by W. Chandler,,102-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
