time,San Antonio,pts.away,score,pts.home,Phoenix
4:35.0,Defensive rebound by D. Lee,,95-80,,
4:19.0,L. Aldridge makes 2-pt shot from 4 ft,2,97-80,,
4:12.0,,,97-80,,Phoenix full timeout
4:12.0,D. Dedmon enters the game for D. Lee,,97-80,,
4:06.0,,,97-82,2,E. Bledsoe makes 2-pt shot from 1 ft
3:39.0,Offensive foul by J. Simmons,,97-82,,
3:39.0,Turnover by J. Simmons (offensive foul),,97-82,,
3:29.0,,,97-82,,E. Bledsoe misses 2-pt shot from 10 ft
3:28.0,Defensive rebound by D. Dedmon,,97-82,,
3:08.0,T. Parker makes 2-pt shot from 19 ft,2,99-82,,
2:58.0,,,99-82,,M. Chriss misses 3-pt shot from 25 ft
2:57.0,Defensive rebound by K. Anderson,,99-82,,
2:50.0,San Antonio full timeout,,99-82,,
2:50.0,,,99-82,,D. Jones enters the game for P. Tucker
2:50.0,,,99-82,,T. Ulis enters the game for M. Chriss
2:50.0,,,99-82,,A. Williams enters the game for T. Chandler
2:50.0,,,99-82,,J. Jenkins enters the game for D. Booker
2:50.0,,,99-82,,D. Bender enters the game for E. Bledsoe
2:50.0,N. Laprovittola enters the game for L. Aldridge,,99-82,,
2:50.0,D. Bertans enters the game for T. Parker,,99-82,,
2:44.0,N. Laprovittola makes 2-pt shot from 1 ft,2,101-82,,
2:23.0,,,101-84,2,D. Jones makes 2-pt shot from 1 ft (assist by D. Bender)
2:23.0,,,101-84,,Shooting foul by D. Bertans (drawn by D. Jones)
2:23.0,,,101-85,1,D. Jones makes free throw 1 of 1
2:02.0,Shooting foul by D. Jones (drawn by K. Anderson),,101-85,,
2:02.0,K. Anderson makes free throw 1 of 2,1,102-85,,
2:02.0,K. Anderson makes free throw 2 of 2,1,103-85,,
1:49.0,,,103-85,,T. Ulis misses 2-pt shot from 19 ft
1:47.0,Defensive rebound by D. Dedmon,,103-85,,
1:24.0,J. Simmons misses 2-pt shot from 14 ft,,103-85,,
1:24.0,,,103-85,,Defensive rebound by T. Ulis
1:19.0,,,103-88,3,J. Jenkins makes 3-pt shot from 25 ft (assist by T. Ulis)
1:01.0,,,103-88,,Personal foul by A. Williams (drawn by N. Laprovittola)
1:01.0,N. Laprovittola makes free throw 1 of 2,1,104-88,,
1:01.0,N. Laprovittola makes free throw 2 of 2,1,105-88,,
0:49.0,,,105-88,,A. Williams misses 2-pt shot from 2 ft
0:49.0,,,105-88,,Offensive rebound by A. Williams
0:48.0,,,105-90,2,A. Williams makes 2-pt shot from 2 ft
0:26.0,D. Dedmon makes 2-pt shot at rim (assist by N. Laprovittola),2,107-90,,
0:18.0,,,107-92,2,T. Ulis makes 2-pt shot from 3 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
