time,Chicago,pts.away,score,pts.home,Cleveland
0:56.0,,,104-94,,Turnover by L. James (bad pass)
0:56.0,,,104-94,,D. Liggins enters the game for L. James
0:56.0,,,104-94,,J. Jones enters the game for C. Frye
0:56.0,,,104-94,,I. Shumpert enters the game for R. Jefferson
0:36.0,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Butler),2,106-94,,
0:26.0,,,106-94,,K. Felder misses 2-pt shot from 16 ft
0:25.0,Defensive rebound by N. Mirotic,,106-94,,
0:02.0,J. Butler misses 3-pt shot from 25 ft,,106-94,,
0:02.0,Offensive rebound by Team,,106-94,,
0:02.0,Turnover by Team (shot clock),,106-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
