time,Oklahoma City,pts.away,score,pts.home,Houston
5:51.0,J. Grant makes 3-pt shot from 24 ft (assist by R. Westbrook),3,108-123,,
5:37.0,,,108-123,,J. Harden misses 3-pt shot from 26 ft
5:35.0,Defensive rebound by R. Westbrook,,108-123,,
5:29.0,,,108-123,,Personal foul by J. Harden (drawn by E. Kanter)
5:29.0,,,108-123,,Houston full timeout
5:29.0,,,108-123,,C. Capela enters the game for N. Hilario
5:22.0,R. Westbrook makes 2-pt shot from 1 ft,2,110-123,,
5:04.0,,,110-123,,J. Harden misses 3-pt shot from 29 ft
5:03.0,,,110-123,,Offensive rebound by C. Capela
4:51.0,,,110-126,3,T. Ariza makes 3-pt shot from 24 ft (assist by E. Gordon)
4:32.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,112-126,,
4:07.0,,,112-126,,L. Williams misses 2-pt shot from 9 ft (block by A. Roberson)
4:04.0,Defensive rebound by R. Westbrook,,112-126,,
4:00.0,R. Westbrook makes 2-pt shot from 1 ft,2,114-126,,
3:45.0,,,114-129,3,L. Williams makes 3-pt shot from 25 ft
3:23.0,J. Grant misses 2-pt shot from 3 ft (block by C. Capela),,114-129,,
3:21.0,,,114-129,,Defensive rebound by J. Harden
3:17.0,,,114-129,,E. Gordon misses 3-pt shot from 26 ft
3:16.0,Defensive rebound by A. Roberson,,114-129,,
3:09.0,R. Westbrook makes 2-pt shot from 19 ft,2,116-129,,
2:50.0,,,116-129,,Turnover by J. Harden (dbl dribble)
2:50.0,Oklahoma City full timeout,,116-129,,
2:40.0,,,116-129,,Personal foul by E. Gordon (drawn by R. Westbrook)
2:40.0,R. Westbrook makes free throw 1 of 2,1,117-129,,
2:40.0,R. Westbrook misses free throw 2 of 2,,117-129,,
2:40.0,,,117-129,,Defensive rebound by C. Capela
2:40.0,,,117-129,,P. Beverley enters the game for L. Williams
2:37.0,Personal take foul by R. Westbrook (drawn by C. Capela),,117-129,,
2:37.0,,,117-129,,N. Hilario enters the game for C. Capela
2:26.0,Personal block foul by A. Abrines (drawn by E. Gordon),,117-129,,
2:26.0,,,117-130,1,E. Gordon makes free throw 1 of 2
2:26.0,,,117-131,1,E. Gordon makes free throw 2 of 2
2:14.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,119-131,,
1:55.0,,,119-131,,P. Beverley misses 3-pt shot from 26 ft
1:54.0,Defensive rebound by J. Grant,,119-131,,
1:48.0,R. Westbrook makes 3-pt shot from 25 ft,3,122-131,,
1:39.0,Shooting block foul by J. Grant (drawn by N. Hilario),,122-131,,
1:39.0,,,122-132,1,N. Hilario makes free throw 1 of 2
1:39.0,,,122-133,1,N. Hilario makes free throw 2 of 2
1:32.0,R. Westbrook makes 3-pt shot from 30 ft,3,125-133,,
1:17.0,,,125-135,2,N. Hilario makes 2-pt shot at rim (assist by T. Ariza)
1:05.0,R. Westbrook misses 3-pt shot from 29 ft,,125-135,,
1:04.0,,,125-135,,Defensive rebound by T. Ariza
0:42.0,,,125-137,2,J. Harden makes 2-pt shot from 1 ft
0:38.0,Oklahoma City full timeout,,125-137,,
0:38.0,D. Sabonis enters the game for A. Roberson,,125-137,,
0:38.0,S. Christon enters the game for R. Westbrook,,125-137,,
0:38.0,N. Cole enters the game for E. Kanter,,125-137,,
0:38.0,,,125-137,,S. Dekker enters the game for J. Harden
0:24.0,D. Sabonis misses 2-pt shot from 9 ft (block by N. Hilario),,125-137,,
0:23.0,,,125-137,,Defensive rebound by T. Ariza
0:00.0,End of 4th quarter,,,,End of 4th quarter
