time,Sacramento,pts.away,score,pts.home,Golden State
4:34.0,,,75-103,,I. Clark misses 2-pt shot from 2 ft (block by G. Papagiannis)
4:33.0,,,75-103,,Offensive rebound by D. Jones
4:33.0,,,75-103,,Shooting foul by S. Labissiere (drawn by D. Jones)
4:33.0,,,75-103,,D. Jones misses free throw 1 of 2
4:33.0,,,75-103,,Offensive rebound by Team
4:33.0,,,75-104,1,D. Jones makes free throw 2 of 2
4:16.0,W. Cauley-Stein misses 2-pt shot from 19 ft,,75-104,,
4:16.0,,,75-104,,Defensive rebound by I. Clark
4:02.0,,,75-104,,Turnover by B. Weber (bad pass; steal by M. Richardson)
3:58.0,Shooting foul by D. Jones (drawn by M. Richardson),,75-104,,
3:58.0,M. Richardson makes free throw 1 of 2,1,76-104,,
3:58.0,M. Richardson makes free throw 2 of 2,1,77-104,,
3:43.0,,,77-104,,B. Weber misses 2-pt shot from 19 ft
3:42.0,Defensive rebound by B. McLemore,,77-104,,
3:38.0,W. Cauley-Stein makes 2-pt shot at rim (assist by B. McLemore),2,79-104,,
3:16.0,,,79-104,,P. McCaw misses 3-pt shot from 26 ft
3:15.0,Defensive rebound by G. Papagiannis,,79-104,,
3:07.0,Turnover by B. McLemore (bad pass),,79-104,,
2:52.0,,,79-104,,Turnover by P. McCaw (lost ball)
2:52.0,Sacramento full timeout,,79-104,,
2:38.0,,,79-104,,Violation by B. Weber (kicked ball)
2:32.0,Turnover by W. Cauley-Stein (bad pass; steal by K. Looney),,79-104,,
2:26.0,,,79-106,2,K. Looney makes 2-pt shot from 1 ft
2:06.0,S. Labissiere misses 2-pt shot from 3 ft (block by P. McCaw),,79-106,,
2:05.0,Offensive rebound by G. Papagiannis,,79-106,,
2:03.0,G. Papagiannis makes 2-pt shot from 5 ft,2,81-106,,
1:39.0,,,81-106,,I. Clark misses 2-pt shot from 10 ft (block by B. McLemore)
1:39.0,Defensive rebound by W. Cauley-Stein,,81-106,,
1:35.0,Turnover by W. Cauley-Stein (lost ball),,81-106,,
1:14.0,Violation by G. Papagiannis (kicked ball),,81-106,,
1:09.0,,,81-106,,B. Weber misses 2-pt shot from 10 ft
1:08.0,Defensive rebound by W. Cauley-Stein,,81-106,,
1:06.0,,,81-106,,Personal foul by I. Clark (drawn by M. Richardson)
1:06.0,A. Tolliver enters the game for M. Richardson,,81-106,,
0:46.0,B. McLemore makes 3-pt shot from 25 ft (assist by S. Labissiere),3,84-106,,
0:27.0,,,84-109,3,I. Clark makes 3-pt shot from 27 ft (assist by B. Weber)
0:08.0,W. Cauley-Stein makes 2-pt shot from 10 ft (assist by B. McLemore),2,86-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
