time,Chicago,pts.away,score,pts.home,Philadelphia
6:29.0,Offensive rebound by P. Zipser,,89-76,,
6:14.0,J. Butler misses 2-pt shot from 8 ft,,89-76,,
6:13.0,Offensive rebound by J. Lauvergne,,89-76,,
6:08.0,D. Valentine misses 3-pt shot from 24 ft,,89-76,,
6:07.0,,,89-76,,Defensive rebound by J. Anderson
5:46.0,,,89-78,2,T. Luwawu-Cabarrot makes 2-pt shot from 2 ft
5:25.0,Turnover by J. Lauvergne (bad pass; steal by T. Luwawu-Cabarrot),,89-78,,
5:18.0,,,89-78,,J. Anderson misses 3-pt shot from 23 ft
5:17.0,Defensive rebound by B. Portis,,89-78,,
5:12.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by J. Butler),2,91-78,,
5:12.0,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Lauvergne),,91-78,,
5:12.0,,,91-78,,Philadelphia full timeout
5:12.0,J. Lauvergne makes free throw 1 of 1,1,92-78,,
5:12.0,,,91-78,,D. Saric enters the game for A. Poythress
4:55.0,,,92-78,,Turnover by T. McConnell (bad pass; steal by J. Lauvergne)
4:49.0,D. Valentine misses 3-pt shot from 25 ft,,92-78,,
4:48.0,,,92-78,,Defensive rebound by R. Holmes
4:44.0,Shooting block foul by P. Zipser (drawn by J. Anderson),,92-78,,
4:44.0,,,92-78,,J. Anderson misses free throw 1 of 2
4:44.0,,,92-78,,Offensive rebound by Team
4:44.0,,,92-79,1,J. Anderson makes free throw 2 of 2
4:28.0,P. Zipser makes 2-pt shot from 16 ft (assist by J. Lauvergne),2,94-79,,
4:19.0,Personal foul by P. Zipser (drawn by T. Luwawu-Cabarrot),,94-79,,
4:19.0,,,94-80,1,T. Luwawu-Cabarrot makes free throw 1 of 2
4:19.0,,,94-81,1,T. Luwawu-Cabarrot makes free throw 2 of 2
4:19.0,,,94-80,,N. Stauskas enters the game for J. Anderson
4:03.0,Turnover by J. Lauvergne (lost ball; steal by N. Stauskas),,94-81,,
3:59.0,,,94-81,,Shooting foul by P. Zipser (drawn by D. Saric)
3:59.0,,,94-82,1,D. Saric makes free throw 1 of 2
3:59.0,,,94-82,,D. Saric misses free throw 2 of 2
3:59.0,R. Lopez enters the game for D. Valentine,,94-82,,
3:59.0,J. Grant enters the game for B. Portis,,94-82,,
3:59.0,N. Mirotic enters the game for J. Lauvergne,,94-82,,
3:58.0,Defensive rebound by J. Butler,,94-82,,
3:48.0,R. Lopez misses 2-pt shot from 17 ft,,94-82,,
3:47.0,,,94-82,,Defensive rebound by D. Saric
3:42.0,,,94-82,,Turnover by T. McConnell (bad pass)
3:31.0,,,94-82,,Personal block foul by T. Luwawu-Cabarrot (drawn by P. Zipser)
3:25.0,N. Mirotic makes 3-pt shot from 27 ft (assist by J. Grant),3,97-82,,
3:00.0,,,97-82,,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by J. Butler,,97-82,,
2:49.0,Turnover by J. Butler (lost ball),,97-82,,
2:49.0,Chicago full timeout,,97-82,,
2:37.0,,,97-85,3,N. Stauskas makes 3-pt shot from 28 ft (assist by T. Luwawu-Cabarrot)
2:15.0,J. Grant makes 2-pt shot from 22 ft (assist by J. Butler),2,99-85,,
2:05.0,,,99-85,,R. Holmes misses 3-pt shot from 25 ft
2:04.0,Defensive rebound by N. Mirotic,,99-85,,
1:51.0,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Butler),3,102-85,,
1:51.0,,,102-85,,Philadelphia full timeout
1:51.0,,,102-85,,A. Poythress enters the game for D. Saric
1:51.0,,,102-85,,T. Splitter enters the game for R. Holmes
1:51.0,,,102-85,,J. Anderson enters the game for T. McConnell
1:51.0,I. Canaan enters the game for N. Mirotic,,102-85,,
1:51.0,C. Felicio enters the game for R. Lopez,,102-85,,
1:51.0,C. Payne enters the game for J. Butler,,102-85,,
1:31.0,,,102-87,2,T. Luwawu-Cabarrot makes 2-pt shot from 13 ft
1:31.0,Shooting block foul by C. Payne (drawn by T. Luwawu-Cabarrot),,102-87,,
1:31.0,,,102-88,1,T. Luwawu-Cabarrot makes free throw 1 of 1
1:15.0,I. Canaan misses 3-pt shot from 25 ft,,102-88,,
1:14.0,,,102-88,,Defensive rebound by A. Poythress
1:07.0,Violation by J. Grant (kicked ball),,102-88,,
1:07.0,D. Valentine enters the game for P. Zipser,,102-88,,
0:57.0,,,102-90,2,T. Luwawu-Cabarrot makes 2-pt shot from 2 ft (assist by N. Stauskas)
0:44.0,J. Grant misses 3-pt shot from 25 ft,,102-90,,
0:43.0,,,102-90,,Defensive rebound by J. Anderson
0:33.0,,,102-90,,T. Splitter misses 2-pt shot from 2 ft (block by C. Felicio)
0:32.0,Defensive rebound by C. Payne,,102-90,,
0:00.0,Turnover by I. Canaan (lost ball),,102-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
