time,Brooklyn,pts.away,score,pts.home,Cleveland
7:17.0,C. McCullough enters the game for R. Hollis-Jefferson,,78-109,,
7:05.0,,,79-109,,J. Jones misses 3-pt shot from 24 ft
7:05.0,Defensive rebound by S. Dinwiddie,,79-109,,
6:58.0,A. Bennett misses 2-pt shot at rim (block by J. McRae),,79-109,,
6:55.0,,,79-109,,Defensive rebound by J. Jones
6:48.0,,,79-111,2,K. Felder makes 2-pt shot from 18 ft
6:30.0,C. McCullough makes 2-pt shot from 15 ft (assist by S. Dinwiddie),2,81-111,,
6:16.0,,,81-111,,Turnover by C. Frye (bad pass; steal by S. Dinwiddie)
6:11.0,S. Dinwiddie makes 2-pt shot at rim,2,83-111,,
5:52.0,,,83-111,,Shooting foul by A. Bennett (drawn by J. McRae)
5:52.0,Official timeout,,83-111,,
5:52.0,,,83-111,,J. McRae misses free throw 1 of 2
5:52.0,,,83-111,,Offensive rebound by Team
5:52.0,,,83-112,1,J. McRae makes free throw 2 of 2
5:30.0,A. Bennett misses 2-pt shot from 2 ft (block by K. Felder),,83-112,,
5:29.0,Offensive rebound by A. Bennett,,83-112,,
5:25.0,A. Bennett makes 2-pt shot from 1 ft,2,85-112,,
5:09.0,,,85-112,,Offensive charge foul by K. Felder
5:09.0,,,85-112,,Turnover by K. Felder (offensive foul)
4:48.0,S. Dinwiddie makes 3-pt shot from 26 ft,3,88-112,,
4:30.0,,,88-114,2,M. Dunleavy makes 2-pt shot from 1 ft (assist by K. Felder)
4:09.0,A. Bennett misses 3-pt shot from 23 ft,,88-114,,
4:09.0,,,88-114,,Defensive rebound by M. Dunleavy
4:00.0,,,88-114,,C. Frye misses 3-pt shot from 24 ft
4:00.0,Defensive rebound by C. McCullough,,88-114,,
3:50.0,C. LeVert makes 3-pt shot from 25 ft (assist by A. Bennett),3,91-114,,
3:27.0,,,91-114,,J. Jones misses 2-pt shot from 16 ft
3:25.0,Defensive rebound by C. LeVert,,91-114,,
3:13.0,C. McCullough misses 3-pt shot from 25 ft,,91-114,,
3:12.0,,,91-114,,Defensive rebound by C. Frye
2:56.0,,,91-114,,K. Felder misses 3-pt shot from 25 ft
2:55.0,Defensive rebound by S. Dinwiddie,,91-114,,
2:48.0,S. Dinwiddie makes 2-pt shot from 2 ft,2,93-114,,
2:25.0,,,93-116,2,C. Frye makes 2-pt shot from 6 ft (assist by K. Felder)
2:25.0,,,93-116,,Shooting foul by S. Dinwiddie (drawn by C. Frye)
2:25.0,Brooklyn full timeout,,93-116,,
2:25.0,,,93-117,1,C. Frye makes free throw 1 of 1
2:11.0,Shooting foul by M. Dunleavy (drawn by A. Bennett),,93-117,,
2:11.0,A. Bennett makes free throw 1 of 2,1,94-117,,
2:11.0,A. Bennett misses free throw 2 of 2,,94-117,,
2:10.0,,,94-117,,Defensive rebound by C. Frye
1:54.0,,,94-117,,M. Dunleavy misses 2-pt shot from 2 ft
1:52.0,Defensive rebound by C. McCullough,,94-117,,
1:47.0,Turnover by R. Foye (bad pass; steal by K. Felder),,94-117,,
1:37.0,,,94-117,,C. Frye misses 3-pt shot from 24 ft
1:37.0,Defensive rebound by R. Foye,,94-117,,
1:26.0,R. Foye misses 2-pt shot from 6 ft,,94-117,,
1:24.0,Offensive rebound by S. Dinwiddie,,94-117,,
1:21.0,Turnover by R. Foye (traveling),,94-117,,
1:01.0,,,94-117,,K. Felder misses 3-pt shot from 24 ft
1:01.0,,,94-117,,Offensive rebound by M. Dunleavy
1:01.0,Personal foul by C. McCullough (drawn by M. Dunleavy),,94-117,,
0:50.0,,,94-117,,J. McRae misses 2-pt shot from 7 ft (block by A. Bennett)
0:49.0,Defensive rebound by A. Bennett,,94-117,,
0:42.0,C. LeVert makes 3-pt shot from 25 ft,3,97-117,,
0:24.0,,,97-119,2,K. Felder makes 2-pt shot from 14 ft
0:14.0,A. Bennett makes 2-pt shot at rim (assist by C. McCullough),2,99-119,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
