time,Houston,pts.away,score,pts.home,Denver
5:10.0,,,95-93,2,J. Murray makes 2-pt shot from 15 ft (assist by G. Harris)
5:03.0,Turnover by J. Harden (bad pass; steal by J. Murray),,95-93,,
5:00.0,,,95-93,,Shooting foul by L. Williams (drawn by J. Murray)
5:00.0,,,95-93,,J. Murray misses free throw 1 of 2
5:00.0,,,95-93,,Offensive rebound by Team
5:00.0,,,95-93,,J. Murray misses free throw 2 of 2
5:00.0,N. Hilario enters the game for C. Capela,,95-93,,
5:00.0,P. Beverley enters the game for L. Williams,,95-93,,
4:58.0,Defensive rebound by T. Ariza,,95-93,,
4:52.0,Shooting foul by J. Hernangomez (drawn by J. Harden),,95-93,,
4:52.0,J. Harden misses free throw 1 of 3,,95-93,,
4:52.0,Offensive rebound by Team,,95-93,,
4:52.0,J. Harden makes free throw 2 of 3,1,96-93,,
4:52.0,J. Harden makes free throw 3 of 3,1,97-93,,
4:45.0,Personal foul by P. Beverley (drawn by J. Nelson),,97-93,,
4:45.0,,,97-93,,J. Nelson misses free throw 1 of 2
4:45.0,,,97-93,,Offensive rebound by Team
4:45.0,,,97-94,1,J. Nelson makes free throw 2 of 2
4:32.0,J. Harden makes 3-pt shot from 26 ft,3,100-94,,
4:10.0,,,100-94,,G. Harris misses 2-pt shot from 2 ft
4:09.0,,,100-94,,Offensive rebound by J. Hernangomez
4:08.0,,,100-94,,J. Hernangomez misses 2-pt shot from 1 ft
4:07.0,,,100-94,,Offensive rebound by Team
4:07.0,,,100-94,,W. Barton enters the game for J. Hernangomez
3:52.0,,,100-97,3,N. Jokic makes 3-pt shot from 26 ft (assist by W. Barton)
3:23.0,N. Hilario makes 2-pt shot at rim (assist by E. Gordon),2,102-97,,
3:08.0,,,102-100,3,J. Nelson makes 3-pt shot from 25 ft (assist by J. Murray)
2:53.0,,,102-100,,Personal foul by J. Nelson (drawn by N. Hilario)
2:53.0,Houston full timeout,,102-100,,
2:45.0,J. Harden makes 2-pt shot from 5 ft (assist by N. Hilario),2,104-100,,
2:26.0,,,104-100,,N. Jokic misses 2-pt shot from 19 ft (block by T. Ariza)
2:24.0,Defensive rebound by P. Beverley,,104-100,,
2:02.0,J. Harden misses 2-pt shot from 5 ft,,104-100,,
2:01.0,Offensive rebound by N. Hilario,,104-100,,
2:01.0,N. Hilario makes 2-pt shot at rim,2,106-100,,
1:57.0,Shooting block foul by P. Beverley (drawn by W. Barton),,106-100,,
1:57.0,,,106-101,1,W. Barton makes free throw 1 of 2
1:57.0,,,106-101,,W. Barton misses free throw 2 of 2
1:56.0,Defensive rebound by J. Harden,,106-101,,
1:34.0,J. Harden misses 2-pt shot from 17 ft,,106-101,,
1:33.0,,,106-101,,Defensive rebound by J. Murray
1:26.0,,,106-101,,J. Murray misses 3-pt shot from 25 ft
1:23.0,,,106-101,,Offensive rebound by N. Jokic
1:23.0,,,106-103,2,N. Jokic makes 2-pt shot from 2 ft
1:18.0,Houston full timeout,,106-103,,
1:18.0,,,106-103,,M. Plumlee enters the game for N. Jokic
1:07.0,J. Harden misses 2-pt shot from 12 ft,,106-103,,
1:06.0,,,106-103,,Defensive rebound by J. Murray
0:59.0,,,106-103,,Shooting foul by P. Beverley (drawn by W. Barton)
0:59.0,,,106-104,1,W. Barton makes free throw 1 of 3
0:59.0,,,106-104,,W. Barton misses free throw 2 of 3
0:59.0,,,106-104,,Offensive rebound by Team
0:59.0,,,106-105,1,W. Barton makes free throw 3 of 3
0:59.0,L. Williams enters the game for P. Beverley,,106-103,,
0:45.0,L. Williams misses 3-pt shot from 26 ft,,106-105,,
0:45.0,Offensive rebound by N. Hilario,,106-105,,
0:42.0,Shooting foul by G. Harris (drawn by N. Hilario),,106-105,,
0:42.0,N. Hilario misses free throw 1 of 2,,106-105,,
0:42.0,Offensive rebound by Team,,106-105,,
0:42.0,N. Hilario makes free throw 2 of 2,1,107-105,,
0:42.0,,,107-105,,Denver full timeout
0:42.0,,,106-105,,N. Jokic enters the game for J. Murray
0:42.0,R. Anderson enters the game for L. Williams,,106-105,,
0:42.0,L. Williams enters the game for R. Anderson,,107-105,,
0:42.0,,,107-105,,J. Murray enters the game for M. Plumlee
0:34.0,,,107-105,,W. Barton misses 3-pt shot from 26 ft
0:32.0,Defensive rebound by E. Gordon,,107-105,,
0:16.0,J. Harden misses 2-pt shot from 18 ft,,107-105,,
0:15.0,,,107-105,,Defensive rebound by N. Jokic
0:06.0,,,107-105,,W. Barton misses 2-pt shot from 3 ft
0:05.0,Defensive rebound by T. Ariza,,107-105,,
0:04.0,,,107-105,,Personal take foul by J. Murray (drawn by J. Harden)
0:04.0,J. Harden makes free throw 1 of 2,1,108-105,,
0:04.0,J. Harden makes free throw 2 of 2,1,109-105,,
0:04.0,,,109-105,,Denver full timeout
0:04.0,,,108-105,,M. Plumlee enters the game for J. Murray
0:04.0,,,109-105,,J. Murray enters the game for M. Plumlee
0:01.0,,,109-105,,J. Murray misses 3-pt shot from 28 ft
0:00.0,Defensive rebound by Team,,109-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
