time,Houston,pts.away,score,pts.home,Utah
1:41.0,K. McDaniels makes 3-pt shot from 25 ft,3,98-118,,
1:16.0,,,98-118,,D. Exum misses 3-pt shot from 25 ft (block by K. McDaniels)
1:15.0,,,98-118,,Offensive rebound by D. Exum
1:15.0,,,98-120,2,D. Exum makes 2-pt shot from 15 ft
1:06.0,Shooting foul by J. Withey (drawn by K. McDaniels),,98-120,,
1:06.0,K. McDaniels misses free throw 1 of 2,,98-120,,
1:06.0,Offensive rebound by Team,,98-120,,
1:06.0,K. McDaniels makes free throw 2 of 2,1,99-120,,
0:56.0,,,99-120,,D. Exum misses 2-pt shot from 2 ft
0:54.0,,,99-120,,Offensive rebound by Team
0:46.0,,,99-120,,T. Lyles misses 2-pt shot from 5 ft (block by K. McDaniels)
0:45.0,Defensive rebound by K. McDaniels,,99-120,,
0:36.0,C. Brewer misses 3-pt shot from 24 ft,,99-120,,
0:35.0,Offensive rebound by M. Harrell,,99-120,,
0:33.0,M. Harrell makes 2-pt shot at rim,2,101-120,,
0:09.0,,,101-120,,Turnover by Team (shot clock)
0:03.0,M. Harrell misses 2-pt shot from 3 ft,,101-120,,
0:02.0,,,101-120,,Defensive rebound by J. Ingles
0:00.0,End of 4th quarter,,,,End of 4th quarter
