time,Oklahoma City,pts.away,score,pts.home,Utah
4:40.0,Defensive rebound by R. Westbrook,,82-84,,
4:32.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,84-84,,
4:08.0,,,84-84,,G. Hayward misses 2-pt shot from 15 ft
4:07.0,,,84-84,,Offensive rebound by R. Gobert
4:05.0,,,84-84,,R. Gobert misses 2-pt shot from 2 ft
4:04.0,Defensive rebound by V. Oladipo,,84-84,,
3:49.0,R. Westbrook misses 2-pt shot from 20 ft,,84-84,,
3:49.0,,,84-84,,Defensive rebound by A. Burks
3:26.0,,,84-86,2,A. Burks makes 2-pt shot from 3 ft (assist by G. Hill)
3:06.0,R. Westbrook makes 3-pt shot from 28 ft,3,87-86,,
2:57.0,,,87-86,,Utah full timeout
2:57.0,,,87-86,,D. Favors enters the game for B. Diaw
2:52.0,,,87-86,,G. Hill misses 2-pt shot from 19 ft
2:52.0,Defensive rebound by R. Westbrook,,87-86,,
2:31.0,A. Roberson misses 3-pt shot from 24 ft,,87-86,,
2:30.0,,,87-86,,Defensive rebound by Team
2:30.0,Loose ball foul by E. Kanter (drawn by D. Favors),,87-86,,
2:18.0,,,87-88,2,D. Favors makes 2-pt shot from 8 ft (assist by A. Burks)
1:55.0,R. Westbrook makes 2-pt shot from 21 ft,2,89-88,,
1:43.0,,,89-88,,Shooting foul by V. Oladipo (drawn by A. Burks)
1:43.0,,,89-89,1,A. Burks makes free throw 1 of 2
1:43.0,Oklahoma City full timeout,,89-89,,
1:43.0,,,89-90,1,A. Burks makes free throw 2 of 2
1:33.0,S. Adams misses 2-pt shot from 1 ft (block by R. Gobert),,89-90,,
1:31.0,Offensive rebound by A. Roberson,,89-90,,
1:22.0,Shooting foul by G. Hill (drawn by R. Westbrook),,89-90,,
1:22.0,R. Westbrook makes free throw 1 of 2,1,90-90,,
1:22.0,R. Westbrook makes free throw 2 of 2,1,91-90,,
1:08.0,,,91-90,,D. Favors misses 2-pt shot from 2 ft (block by S. Adams)
1:07.0,Defensive rebound by R. Westbrook,,91-90,,
1:04.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,93-90,,
0:45.0,,,93-90,,A. Burks misses 3-pt shot from 24 ft
0:45.0,,,93-90,,Offensive rebound by D. Favors
0:42.0,,,93-92,2,R. Gobert makes 2-pt shot at rim (assist by G. Hayward)
0:21.0,R. Westbrook misses 2-pt shot from 22 ft,,93-92,,
0:17.0,Offensive rebound by S. Adams,,93-92,,
0:13.0,,,93-92,,Personal foul by A. Burks (drawn by R. Westbrook)
0:13.0,R. Westbrook makes free throw 1 of 2,1,94-92,,
0:13.0,R. Westbrook makes free throw 2 of 2,1,95-92,,
0:13.0,,,95-92,,Utah full timeout
0:13.0,,,95-92,,J. Ingles enters the game for D. Favors
0:13.0,J. Grant enters the game for E. Kanter,,95-92,,
0:11.0,,,95-95,3,G. Hayward makes 3-pt shot from 26 ft (assist by J. Ingles)
0:11.0,Oklahoma City full timeout,,95-95,,
0:11.0,A. Abrines enters the game for J. Grant,,95-95,,
0:01.0,R. Westbrook makes 2-pt shot from 20 ft,2,97-95,,
0:01.0,,,97-95,,Utah full timeout
0:01.0,J. Grant enters the game for A. Abrines,,97-95,,
0:00.0,,,97-95,,A. Burks misses 3-pt shot from 22 ft
0:00.0,,,97-95,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
