time,Philadelphia,pts.away,score,pts.home,Boston
6:00.0,,,92-94,,J. Crowder enters the game for T. Rozier
5:45.0,,,93-94,,Turnover by A. Horford (offensive goaltending)
5:45.0,Official timeout,,93-94,,
5:45.0,,,93-94,,K. Olynyk enters the game for A. Johnson
5:45.0,E. Ilyasova enters the game for R. Covington,,93-94,,
5:45.0,J. Embiid enters the game for N. Noel,,93-94,,
5:29.0,Turnover by G. Henderson (lost ball; steal by M. Smart),,93-94,,
5:12.0,,,93-97,3,A. Horford makes 3-pt shot from 23 ft (assist by M. Smart)
4:58.0,Shooting foul by K. Olynyk (drawn by D. Saric),,93-97,,
4:58.0,D. Saric makes free throw 1 of 2,1,94-97,,
4:58.0,D. Saric makes free throw 2 of 2,1,95-97,,
4:38.0,,,95-97,,K. Olynyk misses 2-pt shot from 3 ft
4:37.0,,,95-97,,Offensive rebound by Team
4:37.0,,,95-97,,I. Thomas enters the game for M. Smart
4:34.0,,,95-97,,A. Bradley misses 2-pt shot from 19 ft
4:33.0,Defensive rebound by J. Embiid,,95-97,,
4:24.0,E. Ilyasova makes 2-pt shot from 19 ft (assist by T. McConnell),2,97-97,,
4:08.0,,,97-100,3,A. Horford makes 3-pt shot from 26 ft (assist by I. Thomas)
3:53.0,J. Embiid misses 2-pt shot from 5 ft,,97-100,,
3:52.0,,,97-100,,Defensive rebound by A. Bradley
3:43.0,,,97-100,,K. Olynyk misses 3-pt shot from 26 ft
3:41.0,,,97-100,,Offensive rebound by A. Horford
3:28.0,,,97-100,,I. Thomas misses 2-pt shot from 15 ft
3:27.0,,,97-100,,Offensive rebound by A. Horford
3:15.0,,,97-100,,Offensive foul by K. Olynyk
3:15.0,,,97-100,,Turnover by K. Olynyk (offensive foul)
3:15.0,R. Covington enters the game for G. Henderson,,97-100,,
3:15.0,,,97-100,,M. Smart enters the game for K. Olynyk
3:03.0,E. Ilyasova misses 3-pt shot from 26 ft,,97-100,,
3:02.0,,,97-100,,Defensive rebound by Team
2:46.0,,,97-100,,A. Horford misses 3-pt shot from 26 ft
2:44.0,Defensive rebound by J. Embiid,,97-100,,
2:36.0,Shooting foul by I. Thomas (drawn by J. Embiid),,97-100,,
2:36.0,,,97-100,,Boston full timeout
2:36.0,J. Embiid makes free throw 1 of 2,1,98-100,,
2:36.0,J. Embiid makes free throw 2 of 2,1,99-100,,
2:36.0,G. Henderson enters the game for D. Saric,,97-100,,
2:18.0,,,99-103,3,I. Thomas makes 3-pt shot from 26 ft (assist by M. Smart)
1:59.0,J. Embiid makes 2-pt shot at rim (assist by T. McConnell),2,101-103,,
1:43.0,,,101-103,,Boston full timeout
1:43.0,Away from play foul by G. Henderson (drawn by M. Smart),,101-103,,
1:43.0,,,101-104,1,I. Thomas makes free throw 1 of 1
1:40.0,,,101-104,,M. Smart misses 2-pt shot from 2 ft (block by J. Embiid)
1:39.0,,,101-104,,Offensive rebound by A. Bradley
1:35.0,,,101-104,,A. Bradley misses 2-pt shot from 17 ft
1:34.0,Defensive rebound by G. Henderson,,101-104,,
1:24.0,G. Henderson makes 3-pt shot from 23 ft (assist by R. Covington),3,104-104,,
1:07.0,,,104-104,,I. Thomas misses 2-pt shot from 2 ft
1:06.0,Defensive rebound by R. Covington,,104-104,,
1:00.0,E. Ilyasova misses 3-pt shot from 26 ft,,104-104,,
0:59.0,,,104-104,,Defensive rebound by A. Bradley
0:41.0,,,104-104,,A. Bradley misses 3-pt shot from 23 ft (block by G. Henderson)
0:40.0,Defensive rebound by R. Covington,,104-104,,
0:29.0,Shooting foul by A. Horford (drawn by J. Embiid),,104-104,,
0:29.0,J. Embiid makes free throw 1 of 2,1,105-104,,
0:29.0,J. Embiid makes free throw 2 of 2,1,106-104,,
0:29.0,,,106-104,,Boston full timeout
0:29.0,,,106-104,,K. Olynyk enters the game for M. Smart
0:17.0,,,106-107,3,A. Horford makes 3-pt shot from 24 ft (assist by K. Olynyk)
0:17.0,Philadelphia full timeout,,106-107,,
0:17.0,,,106-107,,A. Johnson enters the game for I. Thomas
0:17.0,,,106-107,,M. Smart enters the game for K. Olynyk
0:17.0,,,106-107,,Violation by J. Crowder (kicked ball)
0:17.0,Philadelphia full timeout,,106-107,,
0:08.0,E. Ilyasova misses 2-pt shot from 18 ft,,106-107,,
0:06.0,,,106-107,,Defensive rebound by A. Johnson
0:06.0,Personal take foul by J. Embiid (drawn by A. Johnson),,106-107,,
0:06.0,,,106-107,,A. Johnson misses free throw 1 of 2
0:06.0,,,106-107,,Offensive rebound by Team
0:06.0,,,106-108,1,A. Johnson makes free throw 2 of 2
0:06.0,Philadelphia full timeout,,106-108,,
0:06.0,D. Saric enters the game for J. Embiid,,106-107,,
0:06.0,N. Stauskas enters the game for T. McConnell,,106-108,,
0:06.0,,,106-108,,T. Rozier enters the game for A. Johnson
0:04.0,E. Ilyasova misses 3-pt shot from 27 ft,,106-108,,
0:03.0,,,106-108,,Defensive rebound by Team
0:03.0,,,106-108,,Boston full timeout
0:03.0,,,106-108,,I. Thomas enters the game for T. Rozier
0:03.0,N. Noel enters the game for N. Stauskas,,106-108,,
0:03.0,T. McConnell enters the game for D. Saric,,106-108,,
0:02.0,Personal take foul by R. Covington (drawn by I. Thomas),,106-108,,
0:02.0,,,106-109,1,I. Thomas makes free throw 1 of 2
0:02.0,,,106-110,1,I. Thomas makes free throw 2 of 2
0:02.0,Turnover by R. Covington (bad pass; steal by J. Crowder),,106-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
