time,Minnesota,pts.away,score,pts.home,Oklahoma City
3:46.0,,,90-110,2,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook)
3:46.0,Minnesota full timeout,,90-110,,
3:46.0,K. Dunn enters the game for G. Dieng,,90-110,,
3:46.0,T. Jones enters the game for K. Towns,,90-110,,
3:46.0,J. Hill enters the game for Z. LaVine,,90-110,,
3:46.0,A. Payne enters the game for R. Rubio,,90-110,,
3:35.0,,,90-110,,Personal block foul by J. Grant (drawn by A. Wiggins)
3:35.0,S. Muhammad enters the game for A. Wiggins,,90-110,,
3:24.0,K. Dunn makes 3-pt shot from 23 ft (assist by T. Jones),3,93-110,,
3:00.0,,,93-110,,Turnover by E. Kanter (lost ball)
2:38.0,S. Muhammad misses 3-pt shot from 23 ft,,93-110,,
2:37.0,,,93-110,,Defensive rebound by S. Adams
2:17.0,,,93-110,,E. Kanter misses 3-pt shot from 24 ft
2:17.0,,,93-110,,Offensive rebound by R. Westbrook
2:16.0,,,93-110,,Shooting foul by K. Dunn (drawn by R. Westbrook)
2:16.0,,,93-111,1,R. Westbrook makes free throw 1 of 2
2:16.0,,,93-112,1,R. Westbrook makes free throw 2 of 2
2:16.0,,,93-111,,A. Abrines enters the game for A. Roberson
2:09.0,,,93-112,,Personal take foul by R. Westbrook (drawn by T. Jones)
2:09.0,,,93-112,,D. Sabonis enters the game for S. Adams
2:09.0,,,93-112,,S. Christon enters the game for R. Westbrook
2:03.0,S. Muhammad makes 2-pt shot from 2 ft (assist by A. Payne),2,95-112,,
1:50.0,,,95-112,,J. Grant misses 2-pt shot from 16 ft (block by S. Muhammad)
1:50.0,Defensive rebound by T. Jones,,95-112,,
1:36.0,A. Payne misses 2-pt shot from 3 ft,,95-112,,
1:36.0,Offensive rebound by J. Hill,,95-112,,
1:31.0,J. Hill misses 2-pt shot from 16 ft,,95-112,,
1:30.0,,,95-112,,Defensive rebound by J. Grant
1:16.0,,,95-112,,Shooting foul by J. Hill (drawn by E. Kanter)
1:16.0,,,95-112,,E. Kanter misses free throw 1 of 2
1:16.0,,,95-112,,Offensive rebound by Team
1:16.0,,,95-112,,E. Kanter misses free throw 2 of 2
1:14.0,Defensive rebound by A. Payne,,95-112,,
1:12.0,,,95-112,,Personal take foul by S. Christon (drawn by T. Jones)
1:12.0,,,95-112,,J. Lauvergne enters the game for E. Kanter
1:03.0,T. Jones makes 2-pt shot from 19 ft,2,97-112,,
0:48.0,,,97-112,,A. Abrines misses 3-pt shot from 23 ft
0:48.0,Defensive rebound by S. Muhammad,,97-112,,
0:44.0,Shooting foul by S. Christon (drawn by S. Muhammad),,97-112,,
0:44.0,S. Muhammad makes 2-pt shot from 4 ft,2,99-112,,
0:44.0,S. Muhammad makes free throw 1 of 1,1,100-112,,
0:20.0,,,100-112,,D. Sabonis misses 3-pt shot from 25 ft
0:19.0,,,100-112,,Offensive rebound by S. Christon
0:00.0,End of 4th quarter,,,,End of 4th quarter
