time,New York,pts.away,score,pts.home,Miami
5:40.0,,,99-90,,H. Whiteside enters the game for W. Reed
5:14.0,C. Anthony misses 3-pt shot from 26 ft,,99-90,,
5:13.0,,,99-90,,Defensive rebound by W. Ellington
4:59.0,,,99-90,,W. Ellington misses 3-pt shot from 25 ft
4:58.0,Defensive rebound by Team,,99-90,,
4:44.0,L. Thomas makes 2-pt shot from 18 ft (assist by K. O'Quinn),2,101-90,,
4:27.0,,,101-93,3,J. McRoberts makes 3-pt shot from 25 ft (assist by W. Ellington)
3:56.0,B. Jennings makes 3-pt shot from 24 ft (assist by C. Anthony),3,104-93,,
3:38.0,,,104-93,,W. Ellington misses 3-pt shot from 24 ft
3:37.0,,,104-93,,Offensive rebound by H. Whiteside
3:33.0,,,104-95,2,H. Whiteside makes 2-pt shot from 8 ft
3:18.0,B. Jennings misses 2-pt shot from 8 ft,,104-95,,
3:17.0,Offensive rebound by K. O'Quinn,,104-95,,
3:16.0,K. O'Quinn misses 2-pt shot from 5 ft (block by H. Whiteside),,104-95,,
3:15.0,Offensive rebound by K. O'Quinn,,104-95,,
3:14.0,K. O'Quinn makes 2-pt shot from 1 ft,2,106-95,,
3:14.0,Shooting foul by H. Whiteside (drawn by K. O'Quinn),,106-95,,
3:14.0,,,106-95,,Miami full timeout
3:14.0,K. O'Quinn misses free throw 1 of 1,,106-95,,
3:14.0,C. Lee enters the game for J. Holiday,,106-95,,
3:14.0,,,106-95,,R. McGruder enters the game for W. Ellington
3:13.0,,,106-95,,Defensive rebound by H. Whiteside
2:58.0,,,106-95,,H. Whiteside misses 2-pt shot from 8 ft
2:57.0,,,106-95,,Offensive rebound by J. McRoberts
2:49.0,,,106-95,,R. McGruder misses 3-pt shot from 23 ft
2:48.0,Defensive rebound by C. Lee,,106-95,,
2:35.0,C. Anthony makes 2-pt shot at rim (assist by K. O'Quinn),2,108-95,,
2:19.0,,,108-95,,T. Johnson misses 2-pt shot from 2 ft
2:18.0,,,108-95,,Offensive rebound by H. Whiteside
2:17.0,,,108-95,,Shooting foul by K. O'Quinn (drawn by H. Whiteside)
2:17.0,,,108-96,1,H. Whiteside makes free throw 1 of 2
2:17.0,,,108-97,1,H. Whiteside makes free throw 2 of 2
1:54.0,C. Anthony makes 2-pt shot from 16 ft,2,110-97,,
1:46.0,,,110-97,,Turnover by J. McRoberts (traveling)
1:34.0,,,110-97,,Personal foul by J. McRoberts (drawn by K. O'Quinn)
1:34.0,,,110-97,,W. Ellington enters the game for G. Dragic
1:20.0,B. Jennings misses 3-pt shot from 24 ft,,110-97,,
1:19.0,,,110-97,,Defensive rebound by H. Whiteside
1:14.0,,,110-99,2,T. Johnson makes 2-pt shot at rim (assist by J. McRoberts)
0:59.0,K. O'Quinn makes 2-pt shot from 20 ft (assist by B. Jennings),2,112-99,,
0:50.0,,,112-99,,Turnover by J. McRoberts (bad pass; steal by K. O'Quinn)
0:47.0,C. Lee makes 2-pt shot from 2 ft (assist by B. Jennings),2,114-99,,
0:39.0,,,114-99,,Shooting foul by C. Anthony (drawn by T. Johnson)
0:39.0,,,114-100,1,T. Johnson makes free throw 1 of 2
0:39.0,,,114-101,1,T. Johnson makes free throw 2 of 2
0:39.0,M. Kuzminskas enters the game for C. Anthony,,114-100,,
0:39.0,,,114-100,,W. Reed enters the game for H. Whiteside
0:39.0,R. Baker enters the game for L. Thomas,,114-100,,
0:19.0,K. O'Quinn misses 2-pt shot from 17 ft,,114-101,,
0:18.0,,,114-101,,Defensive rebound by T. Johnson
0:12.0,,,114-101,,W. Reed misses 2-pt shot at rim (block by M. Kuzminskas)
0:11.0,,,114-101,,Offensive rebound by W. Reed
0:10.0,,,114-103,2,W. Reed makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
