time,Charlotte,pts.away,score,pts.home,Detroit
2:25.0,,,93-89,,Offensive rebound by Team
2:25.0,Personal foul by K. Walker (drawn by J. Leuer),,93-89,,
2:25.0,,,93-89,,Detroit full timeout
2:17.0,,,93-92,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by I. Smith)
1:53.0,K. Walker makes 3-pt shot from 25 ft (assist by F. Kaminsky),3,96-92,,
1:46.0,,,96-95,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by T. Harris)
1:25.0,N. Batum misses 3-pt shot from 28 ft,,96-95,,
1:24.0,,,96-95,,Defensive rebound by K. Caldwell-Pope
1:09.0,,,96-95,,K. Caldwell-Pope misses 3-pt shot from 26 ft
1:08.0,Defensive rebound by N. Batum,,96-95,,
0:45.0,K. Walker makes 2-pt shot from 19 ft,2,98-95,,
0:45.0,,,98-95,,Detroit full timeout
0:34.0,,,98-97,2,K. Caldwell-Pope makes 2-pt shot at rim
0:21.0,K. Walker makes 2-pt shot from 20 ft,2,100-97,,
0:21.0,,,100-97,,Detroit full timeout
0:18.0,,,100-100,3,K. Caldwell-Pope makes 3-pt shot from 27 ft (assist by I. Smith)
0:18.0,Charlotte full timeout,,100-100,,
0:18.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,100-100,,
0:00.0,M. Belinelli misses 3-pt shot from 26 ft,,100-100,,
0:00.0,Offensive rebound by Team,,100-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:44.0,,,100-100,,T. Harris misses 3-pt shot from 24 ft
4:43.0,,,100-100,,Offensive rebound by M. Morris
4:38.0,,,100-100,,M. Morris misses 2-pt shot from 5 ft (block by M. Kidd-Gilchrist)
4:36.0,Defensive rebound by M. Kidd-Gilchrist,,100-100,,
4:28.0,,,100-100,,Personal foul by I. Smith (drawn by K. Walker)
4:13.0,F. Kaminsky misses 2-pt shot from 10 ft,,100-100,,
4:12.0,,,100-100,,Defensive rebound by M. Morris
4:05.0,,,100-102,2,K. Caldwell-Pope makes 2-pt shot from 13 ft
3:47.0,K. Walker misses 3-pt shot from 26 ft,,100-102,,
3:46.0,,,100-102,,Defensive rebound by M. Morris
3:30.0,,,100-105,3,M. Morris makes 3-pt shot from 24 ft (assist by I. Smith)
3:09.0,M. Kidd-Gilchrist misses 2-pt shot from 18 ft,,100-105,,
3:08.0,,,100-105,,Defensive rebound by K. Caldwell-Pope
3:04.0,,,100-105,,Offensive charge foul by I. Smith
3:04.0,,,100-105,,Turnover by I. Smith (offensive foul)
2:53.0,Turnover by N. Batum (lost ball; steal by M. Morris),,100-105,,
2:39.0,,,100-105,,M. Morris misses 2-pt shot from 19 ft
2:38.0,Defensive rebound by N. Batum,,100-105,,
2:24.0,M. Kidd-Gilchrist misses 2-pt shot from 3 ft,,100-105,,
2:23.0,,,100-105,,Defensive rebound by T. Harris
2:20.0,Violation by K. Walker (kicked ball),,100-105,,
2:04.0,,,100-105,,M. Morris misses 2-pt shot from 1 ft (block by M. Kidd-Gilchrist)
2:03.0,Defensive rebound by M. Kidd-Gilchrist,,100-105,,
1:59.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft,2,102-105,,
1:48.0,,,102-105,,J. Leuer misses 2-pt shot from 2 ft
1:47.0,,,102-105,,Offensive rebound by J. Leuer
1:42.0,,,102-107,2,M. Morris makes 2-pt shot from 15 ft (assist by I. Smith)
1:42.0,Charlotte full timeout,,102-107,,
1:34.0,N. Batum misses 3-pt shot from 27 ft,,102-107,,
1:33.0,,,102-107,,Defensive rebound by Team
1:18.0,,,102-107,,T. Harris misses 2-pt shot from 10 ft
1:17.0,,,102-107,,Offensive rebound by Team
1:17.0,Personal foul by K. Walker (drawn by M. Morris),,102-107,,
0:59.0,,,102-107,,M. Morris misses 3-pt shot from 26 ft
0:58.0,,,102-107,,Offensive rebound by T. Harris
0:55.0,,,102-110,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by T. Harris)
0:55.0,Charlotte full timeout,,102-110,,
0:55.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,102-110,,
0:47.0,M. Williams makes 2-pt shot from 1 ft (assist by F. Kaminsky),2,104-110,,
0:27.0,,,104-112,2,M. Morris makes 2-pt shot from 16 ft
0:20.0,K. Walker makes 2-pt shot from 1 ft,2,106-112,,
0:19.0,Personal foul by F. Kaminsky (drawn by K. Caldwell-Pope),,106-112,,
0:19.0,,,106-113,1,K. Caldwell-Pope makes free throw 1 of 2
0:19.0,,,106-114,1,K. Caldwell-Pope makes free throw 2 of 2
0:12.0,K. Walker makes 2-pt shot at rim,2,108-114,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
