time,Philadelphia,pts.away,score,pts.home,Brooklyn
7:05.0,Shooting foul by S. Kilpatrick (drawn by R. Covington),,84-85,,
7:05.0,R. Covington makes free throw 1 of 2,1,85-85,,
7:05.0,R. Covington makes free throw 2 of 2,1,86-85,,
7:05.0,,,85-85,,B. Bogdanovic enters the game for C. LeVert
6:52.0,,,86-85,,I. Whitehead misses 2-pt shot from 2 ft
6:51.0,Defensive rebound by R. Covington,,86-85,,
6:45.0,E. Ilyasova makes 2-pt shot from 3 ft (assist by T. McConnell),2,88-85,,
6:45.0,Shooting foul by S. Kilpatrick (drawn by E. Ilyasova),,88-85,,
6:45.0,E. Ilyasova misses free throw 1 of 1,,88-85,,
6:45.0,D. Saric enters the game for R. Covington,,88-85,,
6:44.0,,,88-85,,Defensive rebound by R. Hollis-Jefferson
6:25.0,,,88-87,2,S. Kilpatrick makes 2-pt shot from 2 ft
6:04.0,,,88-87,,Personal foul by I. Whitehead (drawn by E. Ilyasova)
6:04.0,E. Ilyasova misses free throw 1 of 2,,88-87,,
6:04.0,Offensive rebound by Team,,88-87,,
6:04.0,E. Ilyasova makes free throw 2 of 2,1,89-87,,
6:04.0,,,88-87,,B. Lopez enters the game for R. Hollis-Jefferson
5:45.0,,,89-87,,J. Hamilton misses 2-pt shot from 5 ft
5:44.0,Defensive rebound by D. Saric,,89-87,,
5:34.0,T. McConnell misses 2-pt shot from 8 ft,,89-87,,
5:32.0,,,89-87,,Defensive rebound by J. Hamilton
5:22.0,,,89-87,,Turnover by S. Kilpatrick (bad pass)
5:22.0,Official timeout,,89-87,,
5:22.0,,,89-87,,S. Dinwiddie enters the game for I. Whitehead
5:22.0,J. Embiid enters the game for N. Noel,,89-87,,
5:22.0,R. Covington enters the game for E. Ilyasova,,89-87,,
5:06.0,D. Saric makes 3-pt shot from 24 ft (assist by J. Embiid),3,92-87,,
4:49.0,,,92-87,,J. Hamilton misses 3-pt shot from 25 ft
4:48.0,Defensive rebound by T. McConnell,,92-87,,
4:36.0,Turnover by R. Covington (bad pass),,92-87,,
4:36.0,,,92-87,,T. Booker enters the game for J. Hamilton
4:13.0,,,92-87,,S. Kilpatrick misses 3-pt shot from 24 ft
4:11.0,Defensive rebound by R. Covington,,92-87,,
4:04.0,Shooting foul by T. Booker (drawn by R. Covington),,92-87,,
4:04.0,R. Covington makes free throw 1 of 2,1,93-87,,
4:04.0,R. Covington makes free throw 2 of 2,1,94-87,,
4:04.0,,,94-87,,Brooklyn full timeout
3:48.0,,,94-87,,Offensive charge foul by B. Lopez
3:48.0,,,94-87,,Turnover by B. Lopez (offensive foul)
3:28.0,T. McConnell misses 2-pt shot from 2 ft,,94-87,,
3:27.0,,,94-87,,Defensive rebound by S. Dinwiddie
3:18.0,,,94-87,,B. Bogdanovic misses 3-pt shot from 25 ft
3:16.0,Defensive rebound by R. Covington,,94-87,,
3:00.0,R. Covington makes 2-pt shot at rim,2,96-87,,
2:47.0,,,96-87,,S. Dinwiddie misses 2-pt shot from 13 ft
2:45.0,,,96-87,,Offensive rebound by T. Booker
2:42.0,,,96-87,,B. Bogdanovic misses 3-pt shot from 25 ft
2:39.0,Defensive rebound by N. Stauskas,,96-87,,
2:21.0,T. McConnell makes 2-pt shot from 2 ft,2,98-87,,
2:14.0,,,98-87,,Turnover by S. Kilpatrick (lost ball; steal by T. McConnell)
1:57.0,R. Covington makes 3-pt shot from 23 ft (assist by T. McConnell),3,101-87,,
1:57.0,,,101-87,,Brooklyn full timeout
1:57.0,,,101-87,,C. LeVert enters the game for S. Dinwiddie
1:36.0,,,101-89,2,T. Booker makes 2-pt shot from 1 ft (assist by B. Bogdanovic)
1:24.0,D. Saric misses 3-pt shot from 25 ft,,101-89,,
1:22.0,,,101-89,,Defensive rebound by T. Booker
1:10.0,,,101-91,2,T. Booker makes 2-pt shot from 6 ft
1:00.0,Philadelphia full timeout,,101-91,,
1:00.0,,,101-91,,R. Hollis-Jefferson enters the game for B. Lopez
0:58.0,,,101-91,,Personal foul by R. Hollis-Jefferson (drawn by N. Stauskas)
0:58.0,N. Stauskas makes free throw 1 of 2,1,102-91,,
0:58.0,N. Stauskas makes free throw 2 of 2,1,103-91,,
0:58.0,,,102-91,,B. Lopez enters the game for R. Hollis-Jefferson
0:58.0,,,102-91,,J. Hamilton enters the game for T. Booker
0:49.0,,,103-93,2,C. LeVert makes 2-pt shot from 8 ft
0:49.0,,,103-93,,Shooting foul by D. Saric (drawn by C. LeVert)
0:49.0,,,103-93,,C. LeVert misses free throw 1 of 1
0:49.0,,,103-93,,T. Booker enters the game for J. Hamilton
0:49.0,,,103-93,,R. Hollis-Jefferson enters the game for B. Lopez
0:48.0,Defensive rebound by J. Embiid,,103-93,,
0:47.0,,,103-93,,Personal foul by T. Booker (drawn by J. Embiid)
0:47.0,J. Embiid makes free throw 1 of 2,1,104-93,,
0:47.0,J. Embiid makes free throw 2 of 2,1,105-93,,
0:47.0,,,104-93,,B. Lopez enters the game for R. Hollis-Jefferson
0:47.0,,,104-93,,J. Hamilton enters the game for T. Booker
0:38.0,,,105-93,,J. Hamilton misses 2-pt shot from 7 ft (block by J. Embiid)
0:37.0,Defensive rebound by N. Stauskas,,105-93,,
0:25.0,,,105-93,,Violation by C. LeVert (kicked ball)
0:21.0,Philadelphia full timeout,,105-93,,
0:09.0,J. Embiid misses 3-pt shot from 30 ft,,105-93,,
0:08.0,,,105-93,,Defensive rebound by S. Kilpatrick
0:03.0,,,105-95,2,J. Hamilton makes 2-pt shot at rim (assist by S. Kilpatrick)
0:00.0,End of 4th quarter,,,,End of 4th quarter
