time,LA Clippers,pts.away,score,pts.home,Utah
3:32.0,,,91-79,1,G. Hayward makes free throw 2 of 3
3:32.0,,,91-79,,G. Hayward misses free throw 3 of 3
3:31.0,Defensive rebound by D. Jordan,,91-79,,
3:14.0,A. Rivers misses 3-pt shot from 23 ft,,91-79,,
3:13.0,,,91-79,,Defensive rebound by D. Favors
2:59.0,,,91-82,3,G. Hayward makes 3-pt shot from 24 ft (assist by G. Hill)
2:34.0,L. Mbah a Moute misses 2-pt shot from 3 ft (block by D. Favors),,91-82,,
2:32.0,,,91-82,,Defensive rebound by D. Favors
2:27.0,,,91-84,2,G. Hill makes 2-pt shot from 3 ft
2:27.0,LA Clippers full timeout,,91-84,,
2:27.0,J. Redick enters the game for J. Crawford,,91-84,,
2:21.0,,,91-84,,Personal foul by D. Favors (drawn by D. Jordan)
2:21.0,M. Speights enters the game for D. Jordan,,91-84,,
2:04.0,C. Paul makes 2-pt shot from 2 ft,2,93-84,,
1:51.0,,,93-86,2,G. Hill makes 2-pt shot from 1 ft
1:29.0,A. Rivers makes 3-pt shot from 23 ft (assist by C. Paul),3,96-86,,
1:29.0,,,96-86,,Utah full timeout
1:29.0,D. Jordan enters the game for M. Speights,,96-86,,
1:24.0,,,96-86,,Shooting foul by D. Jordan (drawn by G. Hayward)
1:24.0,,,96-87,1,G. Hayward makes free throw 1 of 2
1:24.0,,,96-88,1,G. Hayward makes free throw 2 of 2
1:13.0,Turnover by C. Paul (bad pass; steal by G. Hayward),,96-88,,
1:10.0,,,96-90,2,G. Hayward makes 2-pt shot at rim
1:07.0,Turnover by C. Paul (bad pass),,96-90,,
1:07.0,R. Felton enters the game for J. Redick,,96-90,,
0:48.0,,,96-90,,G. Hayward misses 2-pt shot from 11 ft
0:44.0,,,96-90,,Offensive rebound by J. Ingles
0:44.0,,,96-93,3,G. Hayward makes 3-pt shot from 25 ft (assist by J. Ingles)
0:44.0,LA Clippers full timeout,,96-93,,
0:44.0,J. Redick enters the game for R. Felton,,96-93,,
0:44.0,J. Crawford enters the game for L. Mbah a Moute,,96-93,,
0:20.0,C. Paul misses 2-pt shot from 14 ft,,96-93,,
0:20.0,Offensive rebound by D. Jordan,,96-93,,
0:17.0,D. Jordan misses 2-pt shot from 2 ft,,96-93,,
0:16.0,,,96-93,,Defensive rebound by G. Hayward
0:04.0,,,96-93,,J. Johnson misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by Team,,96-93,,
0:01.0,,,96-93,,Personal foul by J. Ingles (drawn by C. Paul)
0:01.0,C. Paul makes free throw 1 of 2,1,97-93,,
0:01.0,C. Paul makes free throw 2 of 2,1,98-93,,
0:01.0,,,98-93,,Utah full timeout
0:00.0,,,98-93,,G. Hayward misses 3-pt shot from 24 ft
0:00.0,,,98-93,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
