time,Washington,pts.away,score,pts.home,Milwaukee
1:05.0,,,104-101,2,J. Parker makes 2-pt shot from 1 ft
0:40.0,J. Wall misses 2-pt shot from 17 ft,,104-101,,
0:39.0,Offensive rebound by Team,,104-101,,
0:39.0,Washington full timeout,,104-101,,
0:39.0,,,104-101,,J. Henson enters the game for G. Monroe
0:39.0,Washington full timeout,,104-101,,
0:38.0,M. Morris makes 2-pt shot from 1 ft (assist by O. Porter),2,106-101,,
0:38.0,,,106-101,,Milwaukee full timeout
0:38.0,,,106-101,,J. Terry enters the game for J. Henson
0:38.0,K. Oubre enters the game for M. Gortat,,106-101,,
0:35.0,,,106-101,,Turnover by M. Brogdon (bad pass; steal by M. Morris)
0:31.0,,,106-101,,Personal take foul by J. Parker (drawn by J. Wall)
0:24.0,,,106-101,,Personal take foul by J. Parker (drawn by B. Beal)
0:24.0,B. Beal misses free throw 1 of 2,,106-101,,
0:24.0,Offensive rebound by Team,,106-101,,
0:24.0,B. Beal makes free throw 2 of 2,1,107-101,,
0:17.0,,,107-101,,M. Brogdon misses 3-pt shot from 26 ft
0:16.0,Defensive rebound by K. Oubre,,107-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
