time,Portland,pts.away,score,pts.home,New Orleans
5:14.0,M. Harkless misses 2-pt shot from 8 ft (block by T. Jones),,89-102,,
5:12.0,,,89-102,,Defensive rebound by A. Davis
4:58.0,,,89-104,2,A. Davis makes 2-pt shot from 7 ft (assist by J. Holiday)
4:44.0,M. Harkless misses 3-pt shot from 25 ft,,89-104,,
4:44.0,,,89-104,,Defensive rebound by A. Davis
4:22.0,,,89-104,,T. Jones misses 3-pt shot from 28 ft
4:21.0,Defensive rebound by M. Plumlee,,89-104,,
4:14.0,Turnover by C. McCollum (lost ball; steal by A. Davis),,89-104,,
4:09.0,,,89-106,2,E. Moore makes 2-pt shot from 2 ft (assist by T. Frazier)
4:09.0,Portland full timeout,,89-106,,
3:57.0,D. Lillard makes 2-pt shot from 17 ft,2,91-106,,
3:41.0,,,91-108,2,J. Holiday makes 2-pt shot from 17 ft
3:30.0,D. Lillard misses 3-pt shot from 27 ft,,91-108,,
3:30.0,,,91-108,,Defensive rebound by T. Jones
3:14.0,,,91-111,3,A. Davis makes 3-pt shot from 26 ft (assist by J. Holiday)
3:03.0,C. McCollum makes 2-pt shot at rim (assist by M. Plumlee),2,93-111,,
3:03.0,,,93-111,,Violation by T. Jones (def goaltending)
2:42.0,,,93-113,2,T. Jones makes 2-pt shot from 1 ft (assist by J. Holiday)
2:33.0,D. Lillard misses 3-pt shot from 25 ft,,93-113,,
2:32.0,,,93-113,,Defensive rebound by T. Jones
2:14.0,,,93-113,,A. Davis misses 3-pt shot from 24 ft
2:12.0,Defensive rebound by M. Harkless,,93-113,,
2:04.0,C. McCollum makes 2-pt shot from 2 ft,2,95-113,,
1:51.0,,,95-113,,T. Frazier misses 2-pt shot from 2 ft
1:51.0,Defensive rebound by M. Plumlee,,95-113,,
1:45.0,,,95-113,,Personal foul by E. Moore (drawn by D. Lillard)
1:45.0,S. Napier enters the game for D. Lillard,,95-113,,
1:45.0,N. Vonleh enters the game for M. Harkless,,95-113,,
1:45.0,P. Connaughton enters the game for M. Plumlee,,95-113,,
1:45.0,J. Layman enters the game for C. McCollum,,95-113,,
1:45.0,T. Quarterman enters the game for A. Crabbe,,95-113,,
1:28.0,S. Napier makes 2-pt shot from 6 ft,2,97-113,,
1:24.0,,,97-113,,B. Hield enters the game for E. Moore
1:24.0,,,97-113,,L. Galloway enters the game for J. Holiday
1:24.0,,,97-113,,New Orleans full timeout
1:24.0,,,97-113,,S. Hill enters the game for A. Davis
1:19.0,,,97-113,,Turnover by Team (turnover)
1:06.0,,,97-113,,Violation by T. Jones (def goaltending)
1:06.0,T. Quarterman makes 2-pt shot from 2 ft,2,99-113,,
0:46.0,,,99-113,,L. Galloway misses 2-pt shot from 20 ft
0:45.0,Defensive rebound by S. Napier,,99-113,,
0:37.0,Shooting foul by S. Hill (drawn by S. Napier),,99-113,,
0:37.0,S. Napier makes free throw 1 of 2,1,100-113,,
0:37.0,S. Napier makes free throw 2 of 2,1,101-113,,
0:16.0,,,101-113,,T. Frazier misses 2-pt shot from 6 ft
0:16.0,Defensive rebound by N. Vonleh,,101-113,,
0:12.0,Turnover by S. Napier (bad pass),,101-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
