time,Brooklyn,pts.away,score,pts.home,Philadelphia
6:58.0,S. Kilpatrick enters the game for C. LeVert,,91-96,,
6:58.0,,,91-96,,G. Henderson enters the game for H. Thompson
6:58.0,J. Lin enters the game for B. Bogdanovic,,91-96,,
6:52.0,Turnover by J. Lin (bad pass),,91-97,,
6:52.0,T. Booker enters the game for L. Scola,,91-97,,
6:39.0,,,91-97,,R. Covington misses 2-pt shot from 3 ft
6:37.0,Defensive rebound by B. Lopez,,91-97,,
6:24.0,B. Lopez misses 2-pt shot from 7 ft,,91-97,,
6:22.0,,,91-97,,Defensive rebound by J. Okafor
6:03.0,,,91-97,,E. Ilyasova misses 2-pt shot from 3 ft
6:01.0,,,91-97,,Offensive rebound by J. Okafor
6:00.0,Personal foul by J. Lin (drawn by J. Okafor),,91-97,,
5:50.0,,,91-97,,Turnover by T. McConnell (step out of bounds)
5:50.0,Official timeout,,91-97,,
5:50.0,,,91-97,,S. Rodriguez enters the game for T. McConnell
5:36.0,J. Harris makes 2-pt shot from 2 ft (assist by B. Lopez),2,93-97,,
5:19.0,,,93-97,,J. Okafor misses 2-pt shot from 10 ft (block by B. Lopez)
5:15.0,Defensive rebound by B. Lopez,,93-97,,
5:05.0,T. Booker misses 2-pt shot from 2 ft (block by E. Ilyasova),,93-97,,
5:00.0,,,93-97,,Defensive rebound by E. Ilyasova
4:50.0,,,93-97,,S. Rodriguez misses 2-pt shot from 16 ft
4:48.0,Defensive rebound by J. Lin,,93-97,,
4:40.0,J. Harris makes 3-pt shot from 24 ft (assist by J. Lin),3,96-97,,
4:39.0,,,96-97,,Philadelphia full timeout
4:39.0,,,96-97,,J. Embiid enters the game for J. Okafor
4:18.0,,,96-97,,J. Embiid misses 2-pt shot from 16 ft
4:15.0,Defensive rebound by T. Booker,,96-97,,
3:53.0,B. Lopez misses 3-pt shot from 25 ft,,96-97,,
3:51.0,,,96-97,,Defensive rebound by G. Henderson
3:32.0,,,96-97,,S. Rodriguez misses 2-pt shot from 22 ft
3:30.0,Defensive rebound by S. Kilpatrick,,96-97,,
2:54.0,B. Lopez makes 2-pt shot from 4 ft,2,98-97,,
2:43.0,,,98-100,3,J. Embiid makes 3-pt shot from 26 ft (assist by S. Rodriguez)
2:30.0,Turnover by J. Lin (lost ball),,98-100,,
2:13.0,,,98-100,,Shooting foul by B. Lopez (drawn by R. Covington)
2:13.0,,,98-101,1,R. Covington makes free throw 1 of 2
2:13.0,,,98-102,1,R. Covington makes free throw 2 of 2
2:13.0,,,98-101,,T. McConnell enters the game for S. Rodriguez
1:51.0,T. Booker misses 2-pt shot from 6 ft,,98-102,,
1:49.0,Offensive rebound by B. Lopez,,98-102,,
1:40.0,J. Harris misses 3-pt shot from 27 ft,,98-102,,
1:37.0,Offensive rebound by T. Booker,,98-102,,
1:35.0,J. Lin makes 3-pt shot from 24 ft (assist by T. Booker),3,101-102,,
1:15.0,Personal foul by B. Lopez (drawn by J. Embiid),,101-102,,
1:05.0,,,101-102,,Turnover by E. Ilyasova (lost ball; steal by S. Kilpatrick)
0:54.0,Turnover by T. Booker (traveling),,101-102,,
0:37.0,,,101-102,,Turnover by J. Embiid (lost ball; steal by J. Lin)
0:23.0,T. Booker misses 3-pt shot from 23 ft,,101-102,,
0:21.0,,,101-102,,Defensive rebound by J. Embiid
0:19.0,,,101-102,,Turnover by J. Embiid (lost ball; steal by J. Lin)
0:15.0,S. Kilpatrick misses 2-pt shot from 11 ft,,101-102,,
0:13.0,,,101-102,,Defensive rebound by J. Embiid
0:13.0,Personal foul by S. Kilpatrick (drawn by J. Embiid),,101-102,,
0:13.0,,,101-103,1,J. Embiid makes free throw 1 of 2
0:13.0,,,101-104,1,J. Embiid makes free throw 2 of 2
0:13.0,Brooklyn full timeout,,101-104,,
0:13.0,B. Bogdanovic enters the game for S. Kilpatrick,,101-104,,
0:10.0,J. Lin misses 3-pt shot from 27 ft,,101-104,,
0:09.0,,,101-104,,Defensive rebound by R. Covington
0:09.0,Personal foul by T. Booker (drawn by R. Covington),,101-104,,
0:09.0,,,101-105,1,R. Covington makes free throw 1 of 2
0:09.0,,,101-106,1,R. Covington makes free throw 2 of 2
0:09.0,Brooklyn full timeout,,101-106,,
0:05.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by J. Harris),3,104-106,,
0:05.0,,,104-106,,Philadelphia full timeout
0:05.0,,,104-106,,Philadelphia full timeout
0:05.0,Personal foul by J. Harris (drawn by E. Ilyasova),,104-106,,
0:05.0,,,104-107,1,E. Ilyasova makes free throw 1 of 2
0:05.0,,,104-108,1,E. Ilyasova makes free throw 2 of 2
0:05.0,Brooklyn full timeout,,104-108,,
0:05.0,,,104-106,,S. Rodriguez enters the game for T. McConnell
0:05.0,,,104-106,,D. Saric enters the game for J. Embiid
0:05.0,R. Hollis-Jefferson enters the game for B. Bogdanovic,,104-106,,
0:05.0,S. Kilpatrick enters the game for B. Lopez,,104-106,,
0:05.0,,,104-107,,J. Embiid enters the game for D. Saric
0:05.0,,,104-107,,T. McConnell enters the game for S. Rodriguez
0:05.0,B. Lopez enters the game for S. Kilpatrick,,104-107,,
0:03.0,J. Lin makes 3-pt shot from 23 ft (assist by J. Harris),3,107-108,,
0:03.0,,,107-108,,Philadelphia full timeout
0:03.0,,,107-108,,S. Rodriguez enters the game for T. McConnell
0:03.0,S. Kilpatrick enters the game for B. Lopez,,107-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
