time,Washington,pts.away,score,pts.home,Boston
1:37.0,,,102-110,,J. Crowder enters the game for K. Olynyk
1:18.0,,,103-110,,I. Thomas misses 2-pt shot from 4 ft
1:17.0,Defensive rebound by M. Gortat,,103-110,,
1:04.0,Turnover by B. Beal (bad pass; steal by A. Bradley),,103-110,,
1:01.0,Violation by J. Wall (def goaltending),,103-110,,
1:01.0,,,103-112,2,J. Crowder makes 2-pt shot from 2 ft
1:01.0,Washington full timeout,,103-112,,
1:01.0,,,103-112,,Personal foul by M. Smart (drawn by O. Porter)
1:01.0,O. Porter makes free throw 1 of 2,1,104-112,,
1:01.0,O. Porter makes free throw 2 of 2,1,105-112,,
1:01.0,,,103-112,,J. Brown enters the game for I. Thomas
1:01.0,B. Bogdanovic enters the game for M. Gortat,,103-112,,
1:01.0,,,104-112,,I. Thomas enters the game for J. Brown
0:38.0,,,105-114,2,M. Smart makes 2-pt shot from 2 ft
0:24.0,J. Wall misses 3-pt shot from 26 ft,,105-114,,
0:22.0,,,105-114,,Defensive rebound by M. Smart
0:21.0,Personal take foul by M. Morris (drawn by M. Smart),,105-114,,
0:09.0,Personal take foul by O. Porter (drawn by M. Smart),,105-114,,
0:09.0,,,105-114,,M. Smart misses free throw 1 of 2
0:09.0,,,105-114,,Offensive rebound by Team
0:09.0,,,105-115,1,M. Smart makes free throw 2 of 2
0:09.0,B. Jennings enters the game for J. Wall,,105-114,,
0:09.0,S. Mac enters the game for O. Porter,,105-114,,
0:09.0,,,105-114,,T. Rozier enters the game for J. Crowder
0:09.0,,,105-114,,J. Young enters the game for A. Horford
0:09.0,,,105-114,,K. Olynyk enters the game for A. Bradley
0:09.0,,,105-114,,J. Brown enters the game for I. Thomas
0:09.0,T. Satoransky enters the game for B. Beal,,105-114,,
0:04.0,B. Jennings misses 2-pt shot from 4 ft (block by T. Rozier),,105-115,,
0:03.0,Offensive rebound by Team,,105-115,,
0:02.0,S. Mac misses 3-pt shot from 25 ft,,105-115,,
0:01.0,,,105-115,,Defensive rebound by T. Rozier
0:00.0,End of 4th quarter,,,,End of 4th quarter
