time,New York,pts.away,score,pts.home,Oklahoma City
5:48.0,,,92-99,,Oklahoma City full timeout
5:48.0,,,92-100,1,R. Westbrook makes free throw 1 of 2
5:48.0,,,92-101,1,R. Westbrook makes free throw 2 of 2
5:31.0,C. Anthony makes 2-pt shot from 10 ft,2,94-101,,
5:19.0,,,94-101,,Shooting foul by W. Hernangomez (drawn by R. Westbrook)
5:19.0,,,94-102,1,R. Westbrook makes free throw 1 of 2
5:19.0,,,94-102,,R. Westbrook misses free throw 2 of 2
5:19.0,K. Porzingis enters the game for R. Baker,,94-102,,
5:18.0,,,94-102,,Offensive rebound by R. Westbrook
5:09.0,,,94-105,3,R. Westbrook makes 3-pt shot from 23 ft
4:46.0,C. Lee makes 2-pt shot from 17 ft (assist by C. Anthony),2,96-105,,
4:28.0,,,96-105,,R. Westbrook misses 2-pt shot from 12 ft
4:28.0,,,96-105,,Offensive rebound by Team
4:23.0,,,96-108,3,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Adams)
4:12.0,D. Rose misses 2-pt shot from 1 ft (block by R. Westbrook),,96-108,,
4:11.0,,,96-108,,Defensive rebound by V. Oladipo
4:05.0,,,96-111,3,J. Grant makes 3-pt shot from 23 ft (assist by R. Westbrook)
4:03.0,New York full timeout,,96-111,,
3:54.0,,,96-111,,Personal foul by A. Roberson (drawn by C. Anthony)
3:41.0,W. Hernangomez misses 2-pt shot at rim (block by J. Grant),,96-111,,
3:40.0,,,96-111,,Defensive rebound by S. Adams
3:25.0,,,96-111,,Turnover by R. Westbrook (bad pass; steal by W. Hernangomez)
3:19.0,C. Lee makes 3-pt shot from 25 ft (assist by D. Rose),3,99-111,,
3:02.0,Violation by W. Hernangomez (kicked ball),,99-111,,
2:49.0,,,99-113,2,A. Roberson makes 2-pt shot from 1 ft
2:31.0,D. Rose makes 2-pt shot from 11 ft,2,101-113,,
2:16.0,Personal foul by C. Anthony (drawn by A. Roberson),,101-113,,
2:16.0,,,101-113,,A. Roberson misses free throw 1 of 2
2:16.0,,,101-113,,Offensive rebound by Team
2:16.0,,,101-114,1,A. Roberson makes free throw 2 of 2
2:00.0,C. Anthony misses 2-pt shot from 16 ft,,101-114,,
2:00.0,Offensive rebound by W. Hernangomez,,101-114,,
1:54.0,C. Lee misses 2-pt shot from 16 ft,,101-114,,
1:53.0,,,101-114,,Defensive rebound by S. Adams
1:44.0,,,101-114,,R. Westbrook misses 2-pt shot from 14 ft
1:44.0,Defensive rebound by W. Hernangomez,,101-114,,
1:36.0,Turnover by K. Porzingis (bad pass; steal by R. Westbrook),,101-114,,
1:34.0,,,101-116,2,R. Westbrook makes 2-pt shot at rim
1:33.0,New York full timeout,,101-116,,
1:19.0,C. Lee misses 3-pt shot from 24 ft,,101-116,,
1:19.0,,,101-116,,Defensive rebound by J. Grant
1:00.0,,,101-116,,A. Roberson misses 2-pt shot at rim (block by W. Hernangomez)
0:58.0,Defensive rebound by C. Lee,,101-116,,
0:53.0,,,101-116,,Violation by A. Roberson (kicked ball)
0:53.0,,,101-116,,D. Sabonis enters the game for S. Adams
0:53.0,,,101-116,,C. Payne enters the game for R. Westbrook
0:53.0,,,101-116,,A. Abrines enters the game for A. Roberson
0:53.0,,,101-116,,J. Lauvergne enters the game for V. Oladipo
0:43.0,K. Porzingis makes 2-pt shot from 6 ft,2,103-116,,
0:24.0,,,103-116,,C. Payne misses 2-pt shot from 18 ft
0:23.0,Defensive rebound by C. Lee,,103-116,,
0:12.0,Shooting foul by J. Grant (drawn by D. Rose),,103-116,,
0:12.0,D. Rose makes free throw 1 of 2,1,104-116,,
0:12.0,D. Rose makes free throw 2 of 2,1,105-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
