time,Toronto,pts.away,score,pts.home,Milwaukee
3:26.0,D. DeRozan makes 2-pt shot from 16 ft,2,81-71,,
3:14.0,,,81-74,3,T. Snell makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
2:48.0,K. Lowry makes 2-pt shot from 2 ft,2,83-74,,
2:33.0,,,83-74,,T. Snell misses 3-pt shot from 25 ft
2:32.0,Defensive rebound by N. Powell,,83-74,,
2:13.0,J. Valanciunas makes 2-pt shot from 4 ft (assist by K. Lowry),2,85-74,,
2:03.0,,,85-74,,G. Antetokounmpo misses 2-pt shot from 19 ft
2:02.0,Defensive rebound by K. Lowry,,85-74,,
1:43.0,K. Lowry misses 3-pt shot from 26 ft,,85-74,,
1:42.0,,,85-74,,Defensive rebound by T. Snell
1:29.0,,,85-76,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Brogdon)
1:29.0,Toronto full timeout,,85-76,,
1:29.0,,,85-76,,T. Maker enters the game for G. Monroe
1:06.0,N. Powell misses 2-pt shot from 18 ft,,85-76,,
1:05.0,,,85-76,,Defensive rebound by M. Brogdon
1:00.0,,,85-76,,Offensive foul by T. Maker
1:00.0,,,85-76,,Turnover by T. Maker (offensive foul)
0:51.0,,,85-76,,Personal foul by T. Snell (drawn by D. DeRozan)
0:46.0,Shooting foul by T. Maker (drawn by D. DeRozan),,85-76,,
0:46.0,D. DeRozan makes free throw 1 of 2,1,86-76,,
0:46.0,D. DeRozan makes free throw 2 of 2,1,87-76,,
0:40.0,,,87-76,,Turnover by M. Brogdon (lost ball; steal by K. Lowry)
0:22.0,Turnover by D. DeRozan (bad pass),,87-76,,
0:12.0,,,87-76,,T. Maker misses 3-pt shot from 26 ft
0:11.0,Defensive rebound by K. Lowry,,87-76,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
