time,Philadelphia,pts.away,score,pts.home,Toronto
4:03.0,,,94-108,,N. Powell enters the game for D. Wright
3:54.0,Turnover by T. McConnell (bad pass; steal by J. Poeltl),,94-108,,
3:49.0,,,94-110,2,N. Powell makes 2-pt shot from 3 ft
3:49.0,,,94-110,,Shooting foul by N. Stauskas (drawn by N. Powell)
3:49.0,,,94-111,1,N. Powell makes free throw 1 of 1
3:30.0,T. Splitter makes 2-pt shot from 3 ft (assist by N. Stauskas),2,96-111,,
3:15.0,,,96-111,,Turnover by C. Joseph (traveling)
3:15.0,,,96-111,,P. Siakam enters the game for P. Patterson
3:11.0,Shooting foul by J. Poeltl (drawn by T. Luwawu-Cabarrot),,96-111,,
3:11.0,T. Luwawu-Cabarrot makes free throw 1 of 2,1,97-111,,
3:11.0,T. Luwawu-Cabarrot makes free throw 2 of 2,1,98-111,,
3:11.0,S. Long enters the game for T. Splitter,,97-111,,
2:49.0,,,98-111,,F. VanVleet misses 2-pt shot from 7 ft (block by S. Long)
2:48.0,Defensive rebound by T. McConnell,,98-111,,
2:46.0,Turnover by T. McConnell (bad pass),,98-111,,
2:46.0,Official timeout,,98-111,,
2:46.0,,,98-111,,D. Wright enters the game for C. Joseph
2:23.0,,,98-111,,F. VanVleet misses 3-pt shot from 25 ft
2:21.0,Defensive rebound by S. Long,,98-111,,
2:08.0,T. Luwawu-Cabarrot misses 2-pt shot from 4 ft (block by J. Poeltl),,98-111,,
2:06.0,Offensive rebound by S. Long,,98-111,,
2:04.0,Shooting foul by P. Siakam (drawn by T. Luwawu-Cabarrot),,98-111,,
2:04.0,T. Luwawu-Cabarrot makes free throw 1 of 2,1,99-111,,
2:04.0,T. Luwawu-Cabarrot makes free throw 2 of 2,1,100-111,,
2:04.0,J. Anderson enters the game for T. McConnell,,99-111,,
1:48.0,,,100-111,,Offensive foul by J. Poeltl
1:48.0,,,100-111,,Turnover by J. Poeltl (offensive foul)
1:48.0,T. Splitter enters the game for S. Long,,100-111,,
1:31.0,T. Splitter makes 2-pt shot at rim (assist by N. Stauskas),2,102-111,,
1:20.0,,,102-111,,Turnover by N. Powell (bad pass)
1:20.0,Philadelphia full timeout,,102-111,,
1:13.0,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft,,102-111,,
1:13.0,Offensive rebound by A. Poythress,,102-111,,
1:11.0,A. Poythress makes 2-pt shot from 2 ft,2,104-111,,
0:51.0,,,104-111,,Turnover by N. Powell (lost ball)
0:51.0,J. Anderson misses 2-pt shot from 9 ft,,104-111,,
0:51.0,Offensive rebound by T. Splitter,,104-111,,
0:36.0,T. Splitter misses 2-pt shot from 1 ft,,104-111,,
0:34.0,Offensive rebound by T. Splitter,,104-111,,
0:32.0,,,104-111,,Personal foul by P. Siakam (drawn by J. Anderson)
0:32.0,J. Anderson misses free throw 1 of 2,,104-111,,
0:32.0,Offensive rebound by Team,,104-111,,
0:32.0,J. Anderson makes free throw 2 of 2,1,105-111,,
0:13.0,,,105-113,2,J. Poeltl makes 2-pt shot at rim (assist by D. Wright)
0:13.0,Philadelphia full timeout,,105-113,,
0:09.0,N. Stauskas misses 3-pt shot from 25 ft,,105-113,,
0:08.0,,,105-113,,Defensive rebound by D. Wright
0:00.0,End of 4th quarter,,,,End of 4th quarter
