time,Washington,pts.away,score,pts.home,Boston
2:00.0,K. Oubre enters the game for M. Gortat,,101-111,,
1:46.0,,,102-113,2,A. Horford makes 2-pt shot from 1 ft (assist by I. Thomas)
1:33.0,J. Wall misses 2-pt shot from 11 ft,,102-113,,
1:32.0,Offensive rebound by J. Wall,,102-113,,
1:31.0,J. Wall misses 2-pt shot from 1 ft,,102-113,,
1:30.0,Offensive rebound by J. Wall,,102-113,,
1:29.0,J. Wall makes 2-pt shot from 2 ft,2,104-113,,
1:12.0,,,104-113,,Shooting foul by J. Wall (drawn by I. Thomas)
1:12.0,,,104-114,1,I. Thomas makes free throw 1 of 2
1:12.0,,,104-115,1,I. Thomas makes free throw 2 of 2
0:54.0,O. Porter makes 2-pt shot from 8 ft (assist by J. Wall),2,106-115,,
0:33.0,,,106-117,2,I. Thomas makes 2-pt shot from 2 ft
0:24.0,B. Beal makes 2-pt shot from 3 ft,2,108-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
