time,Indiana,pts.away,score,pts.home,Washington
4:40.0,P. George makes 2-pt shot from 11 ft,2,91-96,,
4:26.0,,,91-96,,Turnover by J. Wall (bad pass; steal by P. George)
4:17.0,T. Young misses 3-pt shot from 24 ft,,91-96,,
4:15.0,Offensive rebound by T. Young,,91-96,,
4:07.0,T. Young misses 2-pt shot from 3 ft,,91-96,,
4:06.0,,,91-96,,Defensive rebound by M. Gortat
3:55.0,,,91-96,,J. Wall misses 2-pt shot from 17 ft
3:54.0,Defensive rebound by C. Miles,,91-96,,
3:42.0,J. Teague misses 2-pt shot from 5 ft,,91-96,,
3:41.0,,,91-96,,Defensive rebound by M. Thornton
3:21.0,,,91-96,,M. Morris misses 2-pt shot from 15 ft
3:20.0,Defensive rebound by M. Turner,,91-96,,
3:04.0,P. George makes 3-pt shot from 27 ft,3,94-96,,
3:04.0,,,94-96,,Washington full timeout
3:04.0,,,94-96,,K. Oubre enters the game for M. Thornton
2:53.0,,,94-96,,Shooting foul by T. Young (drawn by J. Wall)
2:53.0,,,94-97,1,J. Wall makes free throw 1 of 2
2:53.0,Indiana full timeout,,94-97,,
2:53.0,,,94-98,1,J. Wall makes free throw 2 of 2
2:38.0,M. Turner makes 2-pt shot from 21 ft (assist by P. George),2,96-98,,
2:15.0,,,96-100,2,M. Morris makes 2-pt shot from 11 ft
1:54.0,Shooting foul by M. Morris (drawn by P. George),,96-100,,
1:54.0,P. George makes free throw 1 of 2,1,97-100,,
1:54.0,P. George makes free throw 2 of 2,1,98-100,,
1:40.0,,,98-103,3,O. Porter makes 3-pt shot from 27 ft (assist by K. Oubre)
1:40.0,Indiana full timeout,,98-103,,
1:32.0,P. George misses 3-pt shot from 27 ft,,98-103,,
1:31.0,,,98-103,,Defensive rebound by J. Wall
1:14.0,Personal foul by P. George (drawn by J. Wall),,98-103,,
1:14.0,,,98-104,1,J. Wall makes free throw 1 of 2
1:14.0,,,98-105,1,J. Wall makes free throw 2 of 2
1:01.0,,,98-105,,Personal foul by K. Oubre (drawn by P. George)
1:01.0,P. George makes free throw 1 of 2,1,99-105,,
1:01.0,P. George makes free throw 2 of 2,1,100-105,,
0:40.0,,,100-107,2,J. Wall makes 2-pt shot from 1 ft
0:40.0,Indiana full timeout,,100-107,,
0:35.0,J. Teague makes 2-pt shot from 1 ft,2,102-107,,
0:33.0,Personal take foul by J. Teague (drawn by J. Wall),,102-107,,
0:33.0,,,102-108,1,J. Wall makes free throw 1 of 2
0:33.0,,,102-109,1,J. Wall makes free throw 2 of 2
0:27.0,C. Miles makes 3-pt shot from 30 ft (assist by J. Teague),3,105-109,,
0:23.0,Personal take foul by J. Teague (drawn by J. Wall),,105-109,,
0:23.0,,,105-110,1,J. Wall makes free throw 1 of 2
0:23.0,,,105-111,1,J. Wall makes free throw 2 of 2
0:15.0,Offensive foul by M. Turner,,105-111,,
0:15.0,Turnover by M. Turner (offensive foul),,105-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
