time,Sacramento,pts.away,score,pts.home,Denver
3:06.0,K. Koufos enters the game for W. Cauley-Stein,,90-102,,
3:04.0,Defensive rebound by K. Koufos,,90-103,,
2:48.0,K. Koufos makes 2-pt shot from 6 ft (assist by T. Lawson),2,92-103,,
2:31.0,,,92-105,2,M. Plumlee makes 2-pt shot from 6 ft (assist by J. Nelson)
2:15.0,Shooting foul by W. Chandler (drawn by S. Labissiere),,92-105,,
2:15.0,S. Labissiere makes free throw 1 of 2,1,93-105,,
2:15.0,S. Labissiere makes free throw 2 of 2,1,94-105,,
1:52.0,,,94-105,,W. Chandler misses 3-pt shot from 27 ft
1:50.0,,,94-105,,Offensive rebound by W. Barton
1:33.0,,,94-105,,Turnover by W. Chandler (bad pass; steal by T. Lawson)
1:27.0,K. Koufos misses 2-pt shot from 2 ft,,94-105,,
1:26.0,Offensive rebound by S. Labissiere,,94-105,,
1:25.0,S. Labissiere makes 2-pt shot at rim,2,96-105,,
1:04.0,,,96-105,,W. Chandler misses 2-pt shot from 21 ft
1:01.0,Defensive rebound by K. Koufos,,96-105,,
0:49.0,B. Hield misses 2-pt shot from 2 ft,,96-105,,
0:48.0,,,96-105,,Defensive rebound by W. Chandler
0:33.0,,,96-108,3,W. Chandler makes 3-pt shot from 26 ft (assist by J. Nelson)
0:25.0,L. Galloway misses 2-pt shot from 17 ft,,96-108,,
0:24.0,,,96-108,,Defensive rebound by W. Chandler
0:00.0,,,96-108,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
