time,Utah,pts.away,score,pts.home,Denver
5:38.0,,,78-92,,Offensive rebound by Team
5:24.0,,,78-94,2,K. Faried makes 2-pt shot from 2 ft (assist by E. Mudiay)
5:08.0,G. Hayward misses 2-pt shot from 8 ft (block by J. Murray),,78-94,,
5:07.0,,,78-94,,Defensive rebound by J. Nurkic
5:02.0,,,78-94,,D. Gallinari misses 3-pt shot from 25 ft
5:01.0,,,78-94,,Offensive rebound by J. Nurkic
5:00.0,,,78-94,,Shooting foul by R. Gobert (drawn by J. Nurkic)
5:00.0,,,78-94,,J. Nurkic misses free throw 1 of 2
5:00.0,,,78-94,,Offensive rebound by Team
5:00.0,,,78-94,,J. Nurkic misses free throw 2 of 2
4:58.0,Defensive rebound by J. Johnson,,78-94,,
4:42.0,D. Exum misses 2-pt shot from 17 ft,,78-94,,
4:41.0,,,78-94,,Defensive rebound by E. Mudiay
4:34.0,,,78-94,,D. Gallinari misses 3-pt shot from 26 ft
4:32.0,,,78-94,,Offensive rebound by K. Faried
4:14.0,,,78-96,2,J. Nurkic makes 2-pt shot from 2 ft (assist by E. Mudiay)
4:14.0,Utah full timeout,,78-96,,
4:14.0,B. Diaw enters the game for T. Lyles,,78-96,,
4:14.0,J. Withey enters the game for R. Gobert,,78-96,,
3:56.0,G. Hayward makes 3-pt shot from 26 ft (assist by D. Exum),3,81-96,,
3:40.0,,,81-98,2,E. Mudiay makes 2-pt shot from 17 ft
3:22.0,J. Johnson misses 3-pt shot from 24 ft,,81-98,,
3:21.0,,,81-98,,Defensive rebound by J. Nurkic
3:03.0,,,81-101,3,J. Murray makes 3-pt shot from 25 ft (assist by E. Mudiay)
2:55.0,Utah full timeout,,81-101,,
2:55.0,J. Ingles enters the game for G. Hayward,,81-101,,
2:55.0,R. Neto enters the game for J. Johnson,,81-101,,
2:34.0,D. Exum misses 3-pt shot from 23 ft,,81-101,,
2:33.0,Offensive rebound by J. Withey,,81-101,,
2:30.0,,,81-101,,Personal block foul by D. Gallinari (drawn by J. Ingles)
2:30.0,J. Ingles makes free throw 1 of 2,1,82-101,,
2:30.0,J. Ingles makes free throw 2 of 2,1,83-101,,
2:30.0,,,82-101,,A. Gee enters the game for D. Gallinari
2:09.0,,,83-101,,Turnover by J. Nurkic (bad pass; steal by J. Withey)
1:58.0,D. Exum misses 3-pt shot from 24 ft,,83-101,,
1:57.0,Offensive rebound by D. Exum,,83-101,,
1:54.0,R. Neto makes 3-pt shot from 24 ft (assist by J. Ingles),3,86-101,,
1:32.0,,,86-101,,Shooting foul by D. Exum (drawn by J. Murray)
1:32.0,,,86-102,1,J. Murray makes free throw 1 of 3
1:32.0,,,86-103,1,J. Murray makes free throw 2 of 3
1:32.0,,,86-104,1,J. Murray makes free throw 3 of 3
1:32.0,,,86-103,,J. Hernangomez enters the game for J. Nurkic
1:32.0,,,86-103,,M. Beasley enters the game for E. Mudiay
1:23.0,R. Neto makes 2-pt shot from 2 ft (assist by B. Diaw),2,88-104,,
1:23.0,Shooting foul by M. Beasley (drawn by R. Neto),,88-104,,
1:23.0,R. Neto makes free throw 1 of 1,1,89-104,,
1:01.0,,,89-104,,K. Faried misses 2-pt shot from 2 ft
1:00.0,,,89-104,,Offensive rebound by K. Faried
1:00.0,,,89-104,,K. Faried misses 2-pt shot from 2 ft
0:59.0,Defensive rebound by B. Diaw,,89-104,,
0:50.0,Turnover by J. Ingles (step out of bounds),,89-104,,
0:37.0,,,89-104,,Shooting foul by J. Ingles (drawn by M. Beasley)
0:37.0,,,89-104,,M. Beasley misses free throw 1 of 2
0:37.0,,,89-104,,Offensive rebound by Team
0:37.0,,,89-105,1,M. Beasley makes free throw 2 of 2
0:18.0,R. Neto misses 2-pt shot from 12 ft,,89-105,,
0:17.0,Offensive rebound by B. Diaw,,89-105,,
0:16.0,Shooting foul by J. Murray (drawn by B. Diaw),,89-105,,
0:16.0,B. Diaw makes free throw 1 of 2,1,90-105,,
0:16.0,B. Diaw makes free throw 2 of 2,1,91-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
