time,Detroit,pts.away,score,pts.home,Philadelphia
2:22.0,B. Marjanovic misses 2-pt shot from 14 ft,,126-101,,
2:20.0,,,126-101,,Defensive rebound by N. Stauskas
2:07.0,,,126-103,2,T. Luwawu-Cabarrot makes 2-pt shot from 4 ft
1:41.0,T. Harris makes 3-pt shot from 26 ft (assist by R. Bullock),3,129-103,,
1:32.0,,,129-103,,N. Stauskas misses 3-pt shot from 27 ft
1:30.0,Defensive rebound by I. Smith,,129-103,,
1:22.0,I. Smith makes 2-pt shot from 1 ft,2,131-103,,
1:05.0,,,131-103,,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft
1:03.0,Defensive rebound by T. Harris,,131-103,,
0:57.0,B. Marjanovic makes 2-pt shot from 3 ft (assist by I. Smith),2,133-103,,
0:57.0,Shooting foul by T. Luwawu-Cabarrot (drawn by B. Marjanovic),,133-103,,
0:57.0,B. Marjanovic misses free throw 1 of 1,,133-103,,
0:56.0,,,133-103,,Defensive rebound by J. Anderson
0:47.0,,,133-103,,S. Rodriguez misses 3-pt shot from 26 ft
0:45.0,Defensive rebound by T. Harris,,133-103,,
0:35.0,B. Marjanovic makes 2-pt shot from 3 ft (assist by R. Bullock),2,135-103,,
0:35.0,Shooting foul by J. Harper (drawn by B. Marjanovic),,135-103,,
0:35.0,B. Marjanovic makes free throw 1 of 1,1,136-103,,
0:27.0,,,136-106,3,N. Stauskas makes 3-pt shot from 24 ft (assist by S. Rodriguez)
0:00.0,Turnover by Team (shot clock),,136-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
