time,LA Lakers,pts.away,score,pts.home,Phoenix
6:02.0,,,110-93,,Shooting foul by L. Nance (drawn by M. Chriss)
6:02.0,,,110-94,1,M. Chriss makes free throw 1 of 2
6:02.0,,,110-95,1,M. Chriss makes free throw 2 of 2
6:02.0,J. Randle enters the game for I. Zubac,,110-94,,
5:51.0,,,110-95,,Personal foul by M. Chriss (drawn by B. Ingram)
5:51.0,B. Ingram misses free throw 1 of 2,,110-95,,
5:51.0,Offensive rebound by Team,,110-95,,
5:51.0,B. Ingram makes free throw 2 of 2,1,111-95,,
5:41.0,,,111-95,,Turnover by E. Bledsoe (bad pass)
5:27.0,D. Russell misses 2-pt shot from 4 ft,,111-95,,
5:24.0,Offensive rebound by J. Randle,,111-95,,
5:24.0,J. Randle makes 2-pt shot from 2 ft,2,113-95,,
5:14.0,,,113-95,,D. Booker misses 2-pt shot from 15 ft
5:12.0,,,113-95,,Offensive rebound by T. Warren
5:10.0,,,113-95,,T. Warren misses 2-pt shot from 2 ft
5:07.0,,,113-95,,Offensive rebound by T. Warren
5:06.0,,,113-95,,T. Warren misses 2-pt shot from 2 ft
4:59.0,Defensive rebound by L. Nance,,113-95,,
4:53.0,J. Randle makes 3-pt shot from 25 ft (assist by L. Nance),3,116-95,,
4:53.0,,,116-95,,Phoenix full timeout
4:37.0,,,116-98,3,M. Chriss makes 3-pt shot from 26 ft (assist by E. Bledsoe)
4:19.0,,,116-98,,Personal foul by D. Booker (drawn by J. Randle)
4:19.0,J. Randle misses free throw 1 of 2,,116-98,,
4:19.0,Offensive rebound by Team,,116-98,,
4:19.0,J. Randle makes free throw 2 of 2,1,117-98,,
4:07.0,,,117-100,2,M. Chriss makes 2-pt shot from 4 ft (assist by E. Bledsoe)
3:52.0,D. Russell misses 2-pt shot from 19 ft,,117-100,,
3:50.0,,,117-100,,Defensive rebound by E. Bledsoe
3:44.0,,,117-100,,E. Bledsoe misses 3-pt shot from 24 ft
3:42.0,,,117-100,,Offensive rebound by M. Chriss
3:42.0,,,117-100,,M. Chriss misses 2-pt shot from 1 ft
3:38.0,,,117-100,,Offensive rebound by D. Booker
3:36.0,,,117-103,3,M. Chriss makes 3-pt shot from 27 ft (assist by D. Booker)
3:12.0,J. Clarkson misses 2-pt shot from 16 ft,,117-103,,
3:11.0,,,117-103,,Defensive rebound by T. Warren
3:10.0,Personal foul by J. Clarkson (drawn by E. Bledsoe),,117-103,,
3:10.0,,,117-104,1,E. Bledsoe makes free throw 1 of 2
3:10.0,,,117-104,,E. Bledsoe misses free throw 2 of 2
3:08.0,,,117-104,,Offensive rebound by A. Williams
3:02.0,,,117-106,2,D. Booker makes 2-pt shot from 6 ft
2:39.0,L. Nance misses 3-pt shot from 24 ft,,117-106,,
2:37.0,,,117-106,,Defensive rebound by D. Booker
2:34.0,,,117-106,,Turnover by D. Booker (bad pass)
2:34.0,LA Lakers full timeout,,117-106,,
2:16.0,J. Randle misses 2-pt shot from 5 ft (block by A. Williams),,117-106,,
2:12.0,,,117-106,,Defensive rebound by D. Booker
2:09.0,,,117-108,2,T. Warren makes 2-pt shot at rim
1:46.0,J. Clarkson misses 2-pt shot from 19 ft,,117-108,,
1:45.0,,,117-108,,Defensive rebound by D. Booker
1:24.0,,,117-108,,Turnover by E. Bledsoe (bad pass; steal by J. Clarkson)
1:00.0,J. Clarkson misses 3-pt shot from 25 ft,,117-108,,
0:57.0,,,117-108,,Defensive rebound by M. Chriss
0:51.0,,,117-110,2,D. Booker makes 2-pt shot from 1 ft (assist by E. Bledsoe)
0:33.0,D. Russell makes 3-pt shot from 25 ft,3,120-110,,
0:33.0,,,120-110,,Phoenix full timeout
0:26.0,,,120-110,,Turnover by E. Bledsoe (lost ball; steal by J. Clarkson)
0:20.0,,,120-110,,Personal take foul by T. Warren
0:20.0,D. Russell makes free throw 1 of 2,1,121-110,,
0:20.0,D. Russell makes free throw 2 of 2,1,122-110,,
0:15.0,,,122-110,,E. Bledsoe misses 3-pt shot from 25 ft
0:12.0,Defensive rebound by L. Nance,,122-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
