time,Milwaukee,pts.away,score,pts.home,Toronto
3:14.0,M. Teletovic misses 3-pt shot from 26 ft,,97-115,,
3:13.0,,,97-115,,Defensive rebound by K. Lowry
3:06.0,,,97-115,,Turnover by K. Lowry (bad pass)
2:55.0,M. Dellavedova misses 2-pt shot from 16 ft,,97-115,,
2:54.0,,,97-115,,Defensive rebound by K. Lowry
2:45.0,Shooting block foul by G. Antetokounmpo (drawn by K. Lowry),,97-115,,
2:45.0,,,97-115,,Toronto full timeout
2:45.0,,,97-116,1,K. Lowry makes free throw 1 of 2
2:45.0,,,97-117,1,K. Lowry makes free throw 2 of 2
2:45.0,,,97-115,,N. Powell enters the game for D. Carroll
2:45.0,,,97-115,,P. Siakam enters the game for T. Ross
2:45.0,M. Brogdon enters the game for G. Antetokounmpo,,97-115,,
2:45.0,T. Maker enters the game for J. Parker,,97-115,,
2:45.0,M. Beasley enters the game for T. Snell,,97-115,,
2:45.0,R. Vaughn enters the game for M. Dellavedova,,97-115,,
2:45.0,M. Plumlee enters the game for M. Teletovic,,97-115,,
2:36.0,,,97-117,,Personal foul by P. Siakam (drawn by T. Maker)
2:36.0,,,97-117,,T. Ross enters the game for D. DeRozan
2:36.0,,,97-117,,C. Joseph enters the game for K. Lowry
2:36.0,,,97-117,,J. Poeltl enters the game for L. Nogueira
2:28.0,T. Maker misses 2-pt shot from 4 ft,,97-117,,
2:28.0,,,97-117,,Defensive rebound by P. Siakam
2:16.0,,,97-117,,T. Ross misses 2-pt shot from 20 ft
2:15.0,Defensive rebound by T. Maker,,97-117,,
2:00.0,M. Brogdon misses 3-pt shot from 27 ft,,97-117,,
1:59.0,,,97-117,,Defensive rebound by C. Joseph
1:47.0,,,97-117,,Turnover by C. Joseph (bad pass; steal by M. Brogdon)
1:34.0,Shooting foul by P. Siakam (drawn by T. Maker),,97-117,,
1:34.0,T. Maker misses free throw 1 of 2,,97-117,,
1:34.0,Offensive rebound by Team,,97-117,,
1:34.0,T. Maker makes free throw 2 of 2,1,98-117,,
1:34.0,,,97-117,,F. VanVleet enters the game for T. Ross
1:22.0,,,98-117,,P. Siakam misses 2-pt shot from 19 ft
1:21.0,,,98-117,,Offensive rebound by J. Poeltl
1:07.0,,,98-119,2,J. Poeltl makes 2-pt shot from 4 ft (assist by P. Siakam)
0:54.0,Turnover by M. Plumlee (bad pass; steal by C. Joseph),,98-119,,
0:39.0,,,98-119,,F. VanVleet misses 2-pt shot from 20 ft
0:39.0,Defensive rebound by T. Maker,,98-119,,
0:29.0,T. Maker makes 2-pt shot from 18 ft (assist by R. Vaughn),2,100-119,,
0:06.0,,,100-122,3,N. Powell makes 3-pt shot from 26 ft (assist by F. VanVleet)
0:00.0,M. Brogdon misses 3-pt shot from 28 ft,,100-122,,
0:00.0,Offensive rebound by Team,,100-122,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
