time,Oklahoma City,pts.away,score,pts.home,Dallas
2:56.0,,,80-91,,W. Matthews misses 3-pt shot from 24 ft
2:55.0,Defensive rebound by S. Adams,,80-91,,
2:46.0,R. Westbrook misses 2-pt shot from 6 ft,,80-91,,
2:45.0,Offensive rebound by T. Gibson,,80-91,,
2:39.0,V. Oladipo misses 3-pt shot from 25 ft,,80-91,,
2:38.0,Offensive rebound by T. Gibson,,80-91,,
2:34.0,R. Westbrook makes 3-pt shot from 25 ft (assist by T. Gibson),3,83-91,,
2:04.0,,,83-91,,W. Matthews misses 3-pt shot from 25 ft
2:03.0,,,83-91,,Offensive rebound by H. Barnes
2:01.0,,,83-91,,Turnover by H. Barnes (bad pass; steal by S. Adams)
1:50.0,R. Westbrook misses 3-pt shot from 24 ft,,83-91,,
1:49.0,Offensive rebound by S. Adams,,83-91,,
1:49.0,S. Adams makes 2-pt shot from 1 ft,2,85-91,,
1:49.0,,,85-91,,Dallas full timeout
1:49.0,,,85-91,,D. Nowitzki enters the game for N. Noel
1:49.0,J. Grant enters the game for S. Adams,,85-91,,
1:33.0,,,85-91,,H. Barnes misses 2-pt shot from 2 ft
1:31.0,Defensive rebound by A. Roberson,,85-91,,
1:26.0,Shooting foul by Y. Ferrell (drawn by R. Westbrook),,85-91,,
1:26.0,R. Westbrook makes 2-pt shot from 8 ft,2,87-91,,
1:26.0,R. Westbrook makes free throw 1 of 1,1,88-91,,
1:04.0,,,88-91,,J. Barea misses 3-pt shot from 26 ft (block by T. Gibson)
1:03.0,Defensive rebound by R. Westbrook,,88-91,,
0:58.0,R. Westbrook misses 3-pt shot from 25 ft,,88-91,,
0:57.0,Offensive rebound by Team,,88-91,,
0:52.0,R. Westbrook makes 2-pt shot from 10 ft,2,90-91,,
0:32.0,,,90-91,,H. Barnes misses 2-pt shot from 13 ft
0:31.0,Defensive rebound by V. Oladipo,,90-91,,
0:20.0,R. Westbrook misses 2-pt shot from 19 ft,,90-91,,
0:19.0,,,90-91,,Defensive rebound by D. Nowitzki
0:14.0,,,90-91,,Dallas full timeout
0:14.0,,,90-91,,D. Harris enters the game for D. Nowitzki
0:13.0,,,90-91,,Turnover by D. Harris (bad pass)
0:13.0,,,90-91,,N. Noel enters the game for J. Barea
0:13.0,,,90-91,,D. Finney-Smith enters the game for D. Harris
0:13.0,S. Adams enters the game for A. Roberson,,90-91,,
0:13.0,D. McDermott enters the game for J. Grant,,90-91,,
0:07.0,R. Westbrook makes 2-pt shot from 16 ft,2,92-91,,
0:01.0,,,92-91,,H. Barnes misses 3-pt shot from 27 ft
0:00.0,,,92-91,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
