time,Houston,pts.away,score,pts.home,Portland
4:24.0,Defensive rebound by J. Harden,,101-103,,
4:19.0,Turnover by J. Harden (bad pass),,101-103,,
4:19.0,Official timeout,,101-103,,
4:19.0,P. Beverley enters the game for E. Gordon,,101-103,,
4:19.0,,,101-103,,C. McCollum enters the game for A. Crabbe
4:08.0,,,101-103,,D. Lillard misses 3-pt shot from 26 ft
4:07.0,Defensive rebound by P. Beverley,,101-103,,
3:51.0,Turnover by J. Harden (lost ball; steal by M. Harkless),,101-103,,
3:51.0,Personal foul by P. Beverley (drawn by D. Lillard),,101-103,,
3:51.0,,,101-103,,A. Crabbe enters the game for A. Aminu
3:36.0,,,101-105,2,M. Harkless makes 2-pt shot at rim
3:15.0,L. Williams makes 2-pt shot from 15 ft,2,103-105,,
2:54.0,,,103-105,,M. Harkless misses 2-pt shot from 5 ft
2:54.0,,,103-105,,Offensive rebound by J. Nurkic
2:54.0,,,103-105,,J. Nurkic misses 2-pt shot from 2 ft
2:52.0,Defensive rebound by N. Hilario,,103-105,,
2:46.0,L. Williams misses 3-pt shot from 26 ft,,103-105,,
2:45.0,,,103-105,,Defensive rebound by M. Harkless
2:32.0,,,103-105,,Turnover by D. Lillard (bad pass; steal by T. Ariza)
2:28.0,T. Ariza makes 2-pt shot at rim (assist by N. Hilario),2,105-105,,
2:05.0,,,105-107,2,J. Nurkic makes 2-pt shot from 1 ft
2:05.0,Houston full timeout,,105-107,,
1:50.0,J. Harden misses 3-pt shot from 24 ft,,105-107,,
1:48.0,Offensive rebound by P. Beverley,,105-107,,
1:44.0,T. Ariza misses 3-pt shot from 22 ft,,105-107,,
1:42.0,Offensive rebound by P. Beverley,,105-107,,
1:40.0,Turnover by P. Beverley (bad pass; steal by M. Harkless),,105-107,,
1:32.0,,,105-107,,Shooting foul by J. Harden
1:32.0,,,105-108,1,C. McCollum makes free throw 1 of 2
1:32.0,,,105-109,1,C. McCollum makes free throw 2 of 2
1:32.0,E. Gordon enters the game for L. Williams,,105-108,,
1:24.0,J. Harden misses 3-pt shot from 25 ft,,105-109,,
1:22.0,,,105-109,,Defensive rebound by J. Nurkic
1:20.0,Personal block foul by T. Ariza (drawn by D. Lillard),,105-109,,
1:20.0,,,105-110,1,D. Lillard makes free throw 1 of 2
1:20.0,,,105-111,1,D. Lillard makes free throw 2 of 2
1:15.0,Turnover by J. Harden (lost ball; steal by A. Crabbe),,105-111,,
1:12.0,,,105-113,2,A. Crabbe makes 2-pt shot at rim
1:12.0,Houston full timeout,,105-113,,
1:03.0,P. Beverley makes 2-pt shot from 2 ft,2,107-113,,
0:43.0,,,107-115,2,J. Nurkic makes 2-pt shot at rim (assist by D. Lillard)
0:35.0,J. Harden misses 3-pt shot from 27 ft (block by M. Harkless),,107-115,,
0:34.0,,,107-115,,Defensive rebound by J. Nurkic
0:21.0,,,107-117,2,D. Lillard makes 2-pt shot from 3 ft
0:13.0,Turnover by T. Ariza (lost ball),,107-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
