time,Denver,pts.away,score,pts.home,Portland
4:39.0,W. Chandler misses 3-pt shot from 25 ft,,103-111,,
4:38.0,,,103-111,,Defensive rebound by C. McCollum
4:14.0,,,103-113,2,A. Aminu makes 2-pt shot from 5 ft
4:05.0,Turnover by J. Nelson (lost ball; steal by D. Lillard),,103-113,,
3:51.0,,,103-113,,Shooting foul by W. Chandler (drawn by A. Aminu)
3:51.0,,,103-113,,A. Aminu misses free throw 1 of 2
3:51.0,,,103-113,,Offensive rebound by Team
3:51.0,,,103-114,1,A. Aminu makes free throw 2 of 2
3:42.0,Turnover by D. Gallinari (lost ball; steal by E. Turner),,103-114,,
3:39.0,,,103-114,,Shooting foul by N. Jokic (drawn by J. Nurkic)
3:39.0,,,103-115,1,J. Nurkic makes free throw 1 of 2
3:39.0,,,103-115,,J. Nurkic misses free throw 2 of 2
3:37.0,Defensive rebound by D. Gallinari,,103-115,,
3:27.0,N. Jokic misses 3-pt shot from 25 ft,,103-115,,
3:26.0,,,103-115,,Defensive rebound by A. Aminu
3:15.0,,,103-115,,D. Lillard misses 3-pt shot from 25 ft
3:15.0,Defensive rebound by N. Jokic,,103-115,,
3:00.0,J. Nelson makes 2-pt shot from 15 ft,2,105-115,,
3:00.0,,,105-115,,Portland full timeout
2:43.0,,,105-115,,C. McCollum misses 2-pt shot from 12 ft
2:42.0,Defensive rebound by G. Harris,,105-115,,
2:34.0,J. Nelson makes 2-pt shot from 1 ft,2,107-115,,
2:14.0,,,107-115,,A. Aminu misses 3-pt shot from 25 ft
2:12.0,Defensive rebound by D. Gallinari,,107-115,,
1:53.0,D. Gallinari misses 3-pt shot from 24 ft,,107-115,,
1:52.0,,,107-115,,Defensive rebound by J. Nurkic
1:31.0,,,107-117,2,C. McCollum makes 2-pt shot from 19 ft
1:31.0,Denver full timeout,,107-117,,
1:13.0,N. Jokic misses 3-pt shot from 26 ft,,107-117,,
1:12.0,,,107-117,,Defensive rebound by Team
0:56.0,,,107-117,,D. Lillard misses 3-pt shot from 25 ft
0:55.0,Defensive rebound by W. Chandler,,107-117,,
0:46.0,W. Chandler misses 2-pt shot from 2 ft,,107-117,,
0:45.0,Offensive rebound by N. Jokic,,107-117,,
0:44.0,N. Jokic makes 2-pt shot from 1 ft,2,109-117,,
0:42.0,Personal take foul by D. Gallinari (drawn by E. Turner),,109-117,,
0:41.0,Personal take foul by G. Harris (drawn by D. Lillard),,109-117,,
0:41.0,,,109-117,,D. Lillard misses free throw 1 of 2
0:41.0,,,109-117,,Offensive rebound by Team
0:41.0,,,109-118,1,D. Lillard makes free throw 2 of 2
0:41.0,Denver full timeout,,109-118,,
0:39.0,W. Chandler makes 2-pt shot from 20 ft (assist by D. Gallinari),2,111-118,,
0:31.0,Personal take foul by W. Chandler (drawn by E. Turner),,111-118,,
0:31.0,,,111-119,1,E. Turner makes free throw 1 of 2
0:31.0,,,111-119,,E. Turner misses free throw 2 of 2
0:29.0,,,111-119,,Offensive rebound by J. Nurkic
0:26.0,Personal take foul by W. Chandler (drawn by J. Nurkic),,111-119,,
0:26.0,,,111-120,1,J. Nurkic makes free throw 1 of 2
0:26.0,,,111-120,,J. Nurkic misses free throw 2 of 2
0:26.0,Defensive rebound by W. Chandler,,111-120,,
0:25.0,Denver full timeout,,111-120,,
0:22.0,G. Harris makes 2-pt shot from 2 ft (assist by D. Gallinari),2,113-120,,
0:20.0,Personal take foul by J. Nelson,,113-120,,
0:20.0,,,113-121,1,C. McCollum makes free throw 1 of 2
0:20.0,,,113-122,1,C. McCollum makes free throw 2 of 2
0:20.0,,,113-121,,N. Vonleh enters the game for J. Nurkic
0:11.0,D. Gallinari misses 3-pt shot from 24 ft,,113-122,,
0:11.0,,,113-122,,Defensive rebound by C. McCollum
0:00.0,End of 4th quarter,,,,End of 4th quarter
