time,Charlotte,pts.away,score,pts.home,New Orleans
5:14.0,N. Batum misses 2-pt shot from 22 ft,,100-91,,
5:13.0,,,100-91,,Defensive rebound by L. Galloway
5:04.0,,,100-94,3,J. Holiday makes 3-pt shot from 27 ft (assist by A. Davis)
4:45.0,F. Kaminsky misses 3-pt shot from 27 ft,,100-94,,
4:45.0,Offensive rebound by Team,,100-94,,
4:45.0,,,100-94,,Loose ball foul by T. Frazier (drawn by M. Williams)
4:45.0,,,100-94,,Technical foul by Team
4:45.0,N. Batum makes technical free throw,1,101-94,,
4:45.0,M. Williams makes free throw 1 of 2,1,102-94,,
4:45.0,M. Williams makes free throw 2 of 2,1,103-94,,
4:34.0,,,103-94,,T. Frazier misses 2-pt shot from 14 ft
4:33.0,Defensive rebound by K. Walker,,103-94,,
4:22.0,K. Walker misses 2-pt shot from 2 ft,,103-94,,
4:22.0,,,103-94,,Defensive rebound by L. Galloway
4:13.0,Personal foul by F. Kaminsky (drawn by A. Davis),,103-94,,
4:13.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,103-94,,
4:07.0,,,103-94,,Turnover by J. Holiday (bad pass; steal by F. Kaminsky)
3:54.0,M. Williams misses 2-pt shot from 11 ft,,103-94,,
3:53.0,,,103-94,,Defensive rebound by A. Davis
3:48.0,,,103-97,3,L. Galloway makes 3-pt shot from 25 ft (assist by T. Frazier)
3:21.0,K. Walker misses 3-pt shot from 27 ft,,103-97,,
3:20.0,,,103-97,,Defensive rebound by A. Davis
3:11.0,,,103-100,3,A. Davis makes 3-pt shot from 26 ft (assist by J. Holiday)
2:49.0,Shooting foul by D. Cunningham (drawn by M. Kidd-Gilchrist),,103-100,,
2:49.0,Official timeout,,103-100,,
2:49.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,104-100,,
2:49.0,M. Kidd-Gilchrist misses free throw 2 of 2,,104-100,,
2:48.0,,,104-100,,Defensive rebound by A. Davis
2:35.0,,,104-100,,Shooting foul by M. Kidd-Gilchrist (drawn by L. Galloway)
2:35.0,,,104-101,1,L. Galloway makes free throw 1 of 3
2:35.0,,,104-102,1,L. Galloway makes free throw 2 of 3
2:35.0,,,104-103,1,L. Galloway makes free throw 3 of 3
2:19.0,F. Kaminsky misses 2-pt shot from 3 ft (block by A. Davis),,104-103,,
2:17.0,,,104-103,,Defensive rebound by A. Davis
2:00.0,,,104-105,2,J. Holiday makes 2-pt shot from 2 ft
1:51.0,,,104-105,,Shooting block foul by J. Holiday (drawn by K. Walker)
1:51.0,K. Walker makes free throw 1 of 2,1,105-105,,
1:51.0,K. Walker makes free throw 2 of 2,1,106-105,,
1:37.0,,,106-105,,J. Holiday misses 3-pt shot from 25 ft
1:36.0,,,106-105,,Offensive rebound by L. Galloway
1:27.0,,,106-105,,L. Galloway misses 2-pt shot from 13 ft
1:27.0,,,106-105,,Offensive rebound by D. Cunningham
1:26.0,,,106-105,,Turnover by Team (shot clock)
1:06.0,K. Walker makes 2-pt shot from 2 ft,2,108-105,,
0:54.0,,,108-105,,Shooting foul by M. Williams (drawn by A. Davis)
0:54.0,,,108-105,,A. Davis misses free throw 1 of 3
0:54.0,,,108-105,,Offensive rebound by Team
0:54.0,,,108-106,1,A. Davis makes free throw 2 of 3
0:54.0,,,108-106,,A. Davis misses free throw 3 of 3
0:54.0,,,108-106,,S. Hill enters the game for T. Frazier
0:53.0,,,108-106,,Offensive rebound by Team
0:53.0,,,108-106,,T. Frazier enters the game for S. Hill
0:45.0,,,108-106,,T. Frazier misses 3-pt shot from 23 ft
0:43.0,Defensive rebound by N. Batum,,108-106,,
0:27.0,K. Walker misses 3-pt shot from 26 ft,,108-106,,
0:25.0,,,108-106,,Defensive rebound by Team
0:25.0,,,108-106,,New Orleans full timeout
0:25.0,,,108-106,,E. Moore enters the game for D. Cunningham
0:25.0,M. Belinelli enters the game for F. Kaminsky,,108-106,,
0:18.0,,,108-106,,J. Holiday misses 2-pt shot from 2 ft (block by M. Kidd-Gilchrist)
0:18.0,,,108-106,,Offensive rebound by A. Davis
0:18.0,,,108-108,2,A. Davis makes 2-pt shot from 2 ft
0:18.0,Charlotte full timeout,,108-108,,
0:18.0,,,108-108,,S. Hill enters the game for T. Frazier
0:18.0,,,108-108,,D. Cunningham enters the game for L. Galloway
0:18.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,108-108,,
0:01.0,K. Walker misses 2-pt shot from 17 ft,,108-108,,
0:00.0,,,108-108,,Defensive rebound by E. Moore
0:00.0,,,108-108,,New Orleans full timeout
0:00.0,,,108-108,,T. Frazier enters the game for D. Cunningham
0:00.0,,,108-108,,T. Jones enters the game for E. Moore
0:00.0,,,108-108,,L. Galloway enters the game for S. Hill
0:00.0,S. Hawes enters the game for M. Belinelli,,108-108,,
0:00.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,108-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:46.0,,,108-108,,J. Holiday misses 2-pt shot from 14 ft (block by M. Kidd-Gilchrist)
4:45.0,Defensive rebound by F. Kaminsky,,108-108,,
4:29.0,M. Williams makes 2-pt shot from 9 ft (assist by N. Batum),2,110-108,,
4:11.0,,,110-110,2,J. Holiday makes 2-pt shot from 10 ft
3:56.0,M. Williams misses 3-pt shot from 25 ft,,110-110,,
3:55.0,,,110-110,,Defensive rebound by A. Davis
3:44.0,,,110-110,,A. Davis misses 3-pt shot from 26 ft
3:43.0,Defensive rebound by F. Kaminsky,,110-110,,
3:32.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by J. Holiday),,110-110,,
3:20.0,,,110-110,,J. Holiday misses 3-pt shot from 25 ft
3:20.0,Defensive rebound by K. Walker,,110-110,,
3:06.0,N. Batum misses 3-pt shot from 26 ft,,110-110,,
3:05.0,,,110-110,,Defensive rebound by D. Cunningham
2:47.0,,,110-110,,J. Holiday misses 2-pt shot from 2 ft
2:46.0,,,110-110,,Offensive rebound by A. Davis
2:46.0,,,110-112,2,A. Davis makes 2-pt shot from 2 ft
2:25.0,K. Walker misses 3-pt shot from 26 ft,,110-112,,
2:24.0,,,110-112,,Defensive rebound by A. Davis
2:03.0,,,110-112,,J. Holiday misses 2-pt shot from 2 ft
2:02.0,,,110-112,,Offensive rebound by D. Cunningham
2:00.0,,,110-112,,New Orleans full timeout
2:00.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,110-112,,
1:48.0,,,110-112,,Offensive charge foul by J. Holiday
1:48.0,,,110-112,,Turnover by J. Holiday (offensive foul)
1:33.0,M. Belinelli misses 2-pt shot from 21 ft,,110-112,,
1:33.0,,,110-112,,Defensive rebound by T. Frazier
1:15.0,,,110-114,2,A. Davis makes 2-pt shot from 19 ft (assist by J. Holiday)
1:15.0,Charlotte full timeout,,110-114,,
1:06.0,F. Kaminsky makes 2-pt shot from 2 ft (assist by K. Walker),2,112-114,,
0:47.0,,,112-116,2,A. Davis makes 2-pt shot from 3 ft (assist by T. Frazier)
0:47.0,Charlotte full timeout,,112-116,,
0:43.0,Shooting foul by L. Galloway (drawn by N. Batum),,112-116,,
0:43.0,N. Batum makes free throw 1 of 3,1,113-116,,
0:43.0,N. Batum makes free throw 2 of 3,1,114-116,,
0:43.0,N. Batum makes free throw 3 of 3,1,115-116,,
0:43.0,,,115-116,,New Orleans full timeout
0:43.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,114-116,,
0:32.0,,,115-118,2,A. Davis makes 2-pt shot from 3 ft (assist by J. Holiday)
0:32.0,,,115-118,,Technical foul by D. Cunningham
0:32.0,N. Batum makes technical free throw,1,116-118,,
0:32.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,116-118,,
0:19.0,K. Walker misses 2-pt shot from 13 ft,,116-118,,
0:18.0,,,116-118,,Defensive rebound by A. Davis
0:13.0,Personal block foul by K. Walker (drawn by J. Holiday),,116-118,,
0:13.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,116-118,,
0:13.0,,,116-118,,New Orleans full timeout
0:13.0,,,116-118,,B. Hield enters the game for D. Cunningham
0:10.0,Personal take foul by M. Kidd-Gilchrist (drawn by J. Holiday),,116-118,,
0:10.0,,,116-119,1,J. Holiday makes free throw 1 of 2
0:10.0,,,116-119,,J. Holiday misses free throw 2 of 2
0:10.0,Defensive rebound by M. Kidd-Gilchrist,,116-119,,
0:10.0,Charlotte full timeout,,116-119,,
0:10.0,,,116-119,,D. Cunningham enters the game for B. Hield
0:10.0,S. Hawes enters the game for M. Kidd-Gilchrist,,116-119,,
0:10.0,M. Belinelli enters the game for M. Williams,,116-119,,
0:06.0,N. Batum misses 3-pt shot from 25 ft,,116-119,,
0:05.0,,,116-119,,Defensive rebound by T. Frazier
0:05.0,Personal take foul by F. Kaminsky (drawn by T. Frazier),,116-119,,
0:05.0,,,116-120,1,T. Frazier makes free throw 1 of 2
0:05.0,,,116-121,1,T. Frazier makes free throw 2 of 2
0:00.0,K. Walker misses 3-pt shot from 26 ft,,116-121,,
0:00.0,,,116-121,,Defensive rebound by A. Davis
0:00.0,End of 1st overtime,,,,End of 1st overtime
