time,Atlanta,pts.away,score,pts.home,Golden State
4:57.0,D. Schroder misses 2-pt shot from 6 ft (block by K. Thompson),,89-91,,
4:57.0,,,89-91,,Defensive rebound by S. Livingston
4:52.0,,,89-91,,S. Livingston misses 2-pt shot from 1 ft
4:52.0,,,89-91,,Offensive rebound by Team
4:52.0,Loose ball foul by D. Howard (drawn by S. Curry),,89-91,,
4:52.0,,,89-92,1,S. Curry makes free throw 1 of 2
4:52.0,,,89-93,1,S. Curry makes free throw 2 of 2
4:52.0,,,89-92,,K. Durant enters the game for S. Livingston
4:37.0,T. Sefolosha misses 2-pt shot from 2 ft,,89-93,,
4:37.0,,,89-93,,Defensive rebound by K. Durant
4:30.0,,,89-95,2,K. Durant makes 2-pt shot from 1 ft (assist by A. Iguodala)
4:12.0,Turnover by D. Howard (bad pass; steal by S. Curry),,89-95,,
4:06.0,,,89-95,,S. Curry misses 2-pt shot from 11 ft (block by T. Sefolosha)
4:06.0,,,89-95,,Offensive rebound by Team
4:05.0,,,89-95,,Shooting foul by T. Sefolosha (drawn by K. Durant)
4:05.0,,,89-96,1,K. Durant makes free throw 1 of 2
4:05.0,,,89-97,1,K. Durant makes free throw 2 of 2
3:54.0,P. Millsap misses 2-pt shot from 2 ft (block by A. Iguodala),,89-97,,
3:52.0,Offensive rebound by P. Millsap,,89-97,,
3:47.0,D. Howard misses 2-pt shot from 4 ft (block by K. Durant),,89-97,,
3:46.0,Offensive rebound by P. Millsap,,89-97,,
3:46.0,P. Millsap makes 2-pt shot from 3 ft,2,91-97,,
3:46.0,Shooting foul by K. Thompson (drawn by P. Millsap),,91-97,,
3:46.0,P. Millsap makes free throw 1 of 1,1,92-97,,
3:29.0,,,92-99,2,S. Curry makes 2-pt shot from 5 ft
3:14.0,D. Schroder misses 2-pt shot from 16 ft,,92-99,,
3:13.0,Offensive rebound by D. Howard,,92-99,,
3:13.0,D. Howard makes 2-pt shot from 2 ft,2,94-99,,
3:00.0,,,94-102,3,S. Curry makes 3-pt shot from 28 ft
2:45.0,Turnover by P. Millsap (bad pass),,94-102,,
2:45.0,Official timeout,,94-102,,
2:45.0,K. Bazemore enters the game for K. Korver,,94-102,,
2:28.0,,,94-102,,A. Iguodala misses 3-pt shot from 23 ft
2:28.0,Defensive rebound by D. Howard,,94-102,,
2:19.0,D. Schroder misses 2-pt shot from 4 ft (block by D. Green),,94-102,,
2:18.0,,,94-102,,Defensive rebound by A. Iguodala
2:12.0,,,94-102,,K. Durant misses 3-pt shot from 27 ft
2:12.0,Defensive rebound by K. Bazemore,,94-102,,
2:00.0,P. Millsap makes 3-pt shot from 25 ft (assist by D. Schroder),3,97-102,,
1:44.0,,,97-102,,K. Thompson misses 2-pt shot from 14 ft
1:43.0,Defensive rebound by D. Howard,,97-102,,
1:34.0,D. Schroder makes 2-pt shot from 17 ft,2,99-102,,
1:28.0,,,99-102,,Golden State full timeout
1:26.0,,,99-104,2,K. Durant makes 2-pt shot at rim (assist by D. Green)
1:10.0,P. Millsap misses 3-pt shot from 27 ft,,99-104,,
1:10.0,Offensive rebound by D. Howard,,99-104,,
1:10.0,,,99-104,,Personal foul by D. Green (drawn by D. Howard)
1:10.0,D. Howard misses free throw 1 of 2,,99-104,,
1:10.0,Offensive rebound by Team,,99-104,,
1:10.0,D. Howard makes free throw 2 of 2,1,100-104,,
0:57.0,,,100-104,,S. Curry misses 3-pt shot from 27 ft
0:56.0,Defensive rebound by Team,,100-104,,
0:56.0,Atlanta full timeout,,100-104,,
0:56.0,K. Korver enters the game for T. Sefolosha,,100-104,,
0:43.0,D. Schroder misses 2-pt shot from 6 ft (block by D. Green),,100-104,,
0:43.0,,,100-104,,Defensive rebound by Team
0:43.0,T. Sefolosha enters the game for K. Korver,,100-104,,
0:20.0,,,100-104,,S. Curry misses 3-pt shot from 27 ft
0:19.0,,,100-104,,Offensive rebound by Team
0:19.0,,,100-104,,Turnover by Team (shot clock)
0:19.0,Atlanta full timeout,,100-104,,
0:19.0,K. Korver enters the game for T. Sefolosha,,100-104,,
0:16.0,K. Bazemore misses 2-pt shot from 5 ft (block by D. Green),,100-104,,
0:15.0,Offensive rebound by K. Bazemore,,100-104,,
0:15.0,Turnover by K. Bazemore (lost ball),,100-104,,
0:15.0,T. Sefolosha enters the game for K. Korver,,100-104,,
0:14.0,Personal take foul by D. Schroder (drawn by S. Curry),,100-104,,
0:14.0,,,100-104,,S. Curry misses free throw 1 of 2
0:14.0,,,100-104,,Offensive rebound by Team
0:14.0,,,100-105,1,S. Curry makes free throw 2 of 2
0:14.0,Atlanta full timeout,,100-105,,
0:14.0,K. Korver enters the game for D. Howard,,100-105,,
0:05.0,P. Millsap misses 3-pt shot from 27 ft,,100-105,,
0:02.0,,,100-105,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
