time,New York,pts.away,score,pts.home,Milwaukee
2:59.0,Personal foul by L. Thomas (drawn by M. Dellavedova),,85-100,,
2:59.0,,,85-100,,Milwaukee full timeout
2:59.0,,,85-101,1,M. Dellavedova makes free throw 1 of 2
2:59.0,,,85-102,1,M. Dellavedova makes free throw 2 of 2
2:41.0,D. Rose misses 2-pt shot from 1 ft,,85-102,,
2:39.0,,,85-102,,Defensive rebound by G. Monroe
2:16.0,,,85-102,,J. Terry misses 3-pt shot from 26 ft
2:15.0,Defensive rebound by K. Porzingis,,85-102,,
2:00.0,C. Anthony makes 3-pt shot from 27 ft (assist by L. Thomas),3,88-102,,
1:43.0,,,88-102,,M. Dellavedova misses 3-pt shot from 27 ft
1:42.0,Defensive rebound by C. Lee,,88-102,,
1:31.0,Shooting foul by G. Monroe (drawn by K. Porzingis),,88-102,,
1:31.0,K. Porzingis makes free throw 1 of 2,1,89-102,,
1:31.0,K. Porzingis misses free throw 2 of 2,,89-102,,
1:31.0,,,89-102,,M. Brogdon enters the game for M. Dellavedova
1:30.0,,,89-102,,Defensive rebound by G. Antetokounmpo
1:10.0,,,89-104,2,G. Monroe makes 2-pt shot at rim (assist by G. Antetokounmpo)
0:58.0,D. Rose makes 2-pt shot at rim,2,91-104,,
0:39.0,,,91-104,,T. Snell misses 2-pt shot from 15 ft
0:38.0,Defensive rebound by L. Thomas,,91-104,,
0:30.0,C. Lee makes 2-pt shot at rim,2,93-104,,
0:09.0,,,93-104,,M. Brogdon misses 3-pt shot from 26 ft
0:08.0,Defensive rebound by C. Lee,,93-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
