time,Houston,pts.away,score,pts.home,San Antonio
2:59.0,,,96-93,,Shooting foul by C. Capela
2:59.0,Houston full timeout,,96-93,,
2:59.0,,,96-93,,P. Mills misses free throw 1 of 2
2:59.0,,,96-93,,Offensive rebound by Team
2:59.0,,,96-94,1,P. Mills makes free throw 2 of 2
2:59.0,R. Anderson enters the game for C. Capela,,96-93,,
2:59.0,,,96-93,,K. Leonard enters the game for J. Simmons
2:33.0,E. Gordon makes 3-pt shot from 26 ft (assist by R. Anderson),3,99-94,,
2:17.0,,,99-97,3,P. Mills makes 3-pt shot from 25 ft (assist by K. Leonard)
1:53.0,Turnover by P. Beverley (step out of bounds),,99-97,,
1:53.0,C. Capela enters the game for R. Anderson,,99-97,,
1:37.0,,,99-99,2,L. Aldridge makes 2-pt shot from 2 ft (assist by M. Ginobili)
1:19.0,J. Harden misses 3-pt shot from 24 ft,,99-99,,
1:18.0,,,99-99,,Defensive rebound by K. Leonard
1:03.0,,,99-99,,K. Leonard misses 2-pt shot from 2 ft
1:02.0,,,99-99,,Offensive rebound by L. Aldridge
1:02.0,,,99-99,,L. Aldridge misses 2-pt shot from 1 ft
1:01.0,Defensive rebound by J. Harden,,99-99,,
0:54.0,,,99-99,,Personal foul by P. Mills
0:54.0,J. Harden makes free throw 1 of 2,1,100-99,,
0:54.0,J. Harden makes free throw 2 of 2,1,101-99,,
0:35.0,,,101-101,2,M. Ginobili makes 2-pt shot from 1 ft
0:35.0,Houston full timeout,,101-101,,
0:35.0,,,101-101,,J. Simmons enters the game for K. Leonard
0:35.0,R. Anderson enters the game for C. Capela,,101-101,,
0:11.0,Offensive foul by J. Harden,,101-101,,
0:11.0,Turnover by J. Harden (offensive foul),,101-101,,
0:11.0,,,101-101,,San Antonio full timeout
0:11.0,C. Capela enters the game for R. Anderson,,101-101,,
0:11.0,,,101-101,,P. Gasol enters the game for J. Simmons
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:46.0,Shooting block foul by R. Anderson (drawn by L. Aldridge),,101-101,,
4:46.0,,,101-101,,L. Aldridge misses free throw 1 of 2
4:46.0,,,101-101,,Offensive rebound by Team
4:46.0,,,101-101,,L. Aldridge misses free throw 2 of 2
4:46.0,Defensive rebound by Team,,101-101,,
4:46.0,,,101-101,,Loose ball foul by D. Green (drawn by C. Capela)
4:27.0,Turnover by J. Harden (lost ball; steal by J. Simmons),,101-101,,
4:21.0,,,101-101,,J. Simmons misses 2-pt shot from 4 ft
4:19.0,Defensive rebound by T. Ariza,,101-101,,
4:01.0,J. Harden misses 3-pt shot from 26 ft,,101-101,,
4:01.0,,,101-101,,Defensive rebound by Team
3:47.0,,,101-101,,L. Aldridge misses 2-pt shot from 18 ft
3:45.0,,,101-101,,Offensive rebound by Team
3:27.0,,,101-101,,D. Green misses 3-pt shot from 24 ft
3:25.0,,,101-101,,Offensive rebound by J. Simmons
3:17.0,,,101-101,,San Antonio full timeout
3:17.0,E. Gordon enters the game for R. Anderson,,101-101,,
3:13.0,,,101-101,,P. Mills misses 2-pt shot from 15 ft
3:12.0,,,101-101,,Offensive rebound by P. Mills
2:59.0,,,101-101,,Turnover by L. Aldridge (lost ball; steal by J. Harden)
2:33.0,J. Harden misses 3-pt shot from 25 ft,,101-101,,
2:33.0,,,101-101,,Defensive rebound by M. Ginobili
2:13.0,,,101-101,,Turnover by L. Aldridge (offensive goaltending)
2:00.0,P. Beverley makes 3-pt shot from 25 ft (assist by J. Harden),3,104-101,,
1:41.0,,,104-101,,M. Ginobili misses 3-pt shot from 26 ft
1:40.0,Defensive rebound by E. Gordon,,104-101,,
1:31.0,Turnover by J. Harden (lost ball; steal by J. Simmons),,104-101,,
1:28.0,,,104-101,,Shooting foul by T. Ariza (drawn by J. Simmons)
1:28.0,,,104-102,1,J. Simmons makes free throw 1 of 2
1:28.0,,,104-103,1,J. Simmons makes free throw 2 of 2
1:28.0,R. Anderson enters the game for C. Capela,,104-102,,
1:17.0,Turnover by J. Harden (bad pass; steal by L. Aldridge),,104-103,,
0:57.0,,,104-106,3,D. Green makes 3-pt shot from 26 ft (assist by M. Ginobili)
0:48.0,R. Anderson makes 3-pt shot from 23 ft (assist by T. Ariza),3,107-106,,
0:30.0,,,107-108,2,D. Green makes 2-pt shot from 2 ft (assist by M. Ginobili)
0:30.0,,,107-108,,Shooting foul by J. Harden (drawn by D. Green)
0:30.0,,,107-109,1,D. Green makes free throw 1 of 1
0:30.0,Houston full timeout,,107-109,,
0:18.0,E. Gordon misses 3-pt shot from 27 ft,,107-109,,
0:17.0,,,107-109,,Defensive rebound by D. Green
0:16.0,Personal foul by P. Beverley (drawn by D. Green),,107-109,,
0:16.0,,,107-109,,D. Green misses free throw 1 of 2
0:16.0,,,107-109,,Offensive rebound by Team
0:16.0,,,107-110,1,D. Green makes free throw 2 of 2
0:16.0,Houston full timeout,,107-110,,
0:09.0,Jump ball: E. Gordon vs. P. Mills (R. Anderson gains possession),,,,Jump ball: E. Gordon vs. P. Mills (R. Anderson gains possession)
0:00.0,J. Harden misses 3-pt shot from 25 ft (block by M. Ginobili),,107-110,,
0:00.0,Offensive rebound by Team,,107-110,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
