time,LA Lakers,pts.away,score,pts.home,Houston
6:40.0,Turnover by D. Russell (offensive foul),,81-110,,
6:40.0,T. Ennis enters the game for D. Russell,,81-110,,
6:25.0,,,81-112,2,M. Harrell makes 2-pt shot at rim (assist by P. Beverley)
6:12.0,J. Clarkson makes 2-pt shot from 7 ft,2,83-112,,
6:05.0,,,83-115,3,E. Gordon makes 3-pt shot from 25 ft (assist by P. Beverley)
6:05.0,LA Lakers full timeout,,83-115,,
6:05.0,T. Robinson enters the game for J. Randle,,83-115,,
6:05.0,B. Ingram enters the game for C. Brewer,,83-115,,
5:56.0,Offensive foul by T. Robinson,,83-115,,
5:56.0,Turnover by T. Robinson (offensive foul),,83-115,,
5:43.0,,,83-115,,B. Brown enters the game for P. Beverley
5:34.0,,,83-117,2,L. Williams makes 2-pt shot from 1 ft
5:29.0,T. Ennis makes 2-pt shot from 1 ft,2,85-117,,
5:29.0,Shooting foul by B. Brown (drawn by T. Ennis),,85-117,,
5:29.0,T. Ennis makes free throw 1 of 1,1,86-117,,
5:23.0,,,86-119,2,E. Gordon makes 2-pt shot at rim
5:23.0,,,86-119,,Shooting foul by D. Nwaba (drawn by E. Gordon)
5:23.0,,,86-119,,E. Gordon misses free throw 1 of 1
5:23.0,Defensive rebound by T. Robinson,,86-119,,
5:06.0,T. Robinson misses 2-pt shot from 12 ft,,86-119,,
5:05.0,Offensive rebound by T. Ennis,,86-119,,
5:01.0,J. Clarkson misses 3-pt shot from 26 ft,,86-119,,
5:00.0,,,86-119,,Defensive rebound by Team
4:51.0,,,86-119,,S. Dekker misses 3-pt shot from 23 ft
4:50.0,Defensive rebound by J. Clarkson,,86-119,,
4:44.0,J. Clarkson misses 2-pt shot from 2 ft (block by L. Williams),,86-119,,
4:44.0,Offensive rebound by Team,,86-119,,
4:38.0,B. Ingram misses 2-pt shot from 11 ft,,86-119,,
4:37.0,,,86-119,,Defensive rebound by S. Dekker
4:25.0,,,86-121,2,M. Harrell makes 2-pt shot from 1 ft
4:14.0,T. Ennis misses 3-pt shot from 25 ft,,86-121,,
4:13.0,,,86-121,,Defensive rebound by S. Dekker
3:52.0,,,86-124,3,B. Brown makes 3-pt shot from 23 ft (assist by E. Gordon)
3:35.0,Shooting foul by M. Harrell (drawn by T. Robinson),,86-124,,
3:35.0,T. Robinson makes free throw 1 of 2,1,87-124,,
3:35.0,T. Robinson makes free throw 2 of 2,1,88-124,,
3:35.0,,,87-124,,K. Wiltjer enters the game for E. Gordon
3:17.0,,,88-124,,B. Brown misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by D. Nwaba,,88-124,,
3:07.0,T. Ennis makes 2-pt shot from 15 ft,2,90-124,,
2:54.0,,,90-126,2,M. Harrell makes 2-pt shot at rim (assist by L. Williams)
2:42.0,T. Robinson makes 2-pt shot at rim (assist by T. Ennis),2,92-126,,
2:30.0,,,92-129,3,L. Williams makes 3-pt shot from 26 ft (assist by B. Brown)
2:19.0,T. Ennis makes 2-pt shot at rim,2,94-129,,
2:14.0,,,94-129,,L. Williams misses 3-pt shot from 26 ft
2:13.0,Defensive rebound by Team,,94-129,,
1:59.0,D. Nwaba misses 2-pt shot from 1 ft,,94-129,,
1:59.0,,,94-129,,Defensive rebound by S. Dekker
1:53.0,,,94-129,,K. Wiltjer misses 3-pt shot from 25 ft
1:52.0,Defensive rebound by B. Ingram,,94-129,,
1:47.0,Turnover by B. Ingram (lost ball; steal by K. Wiltjer),,94-129,,
1:43.0,,,94-131,2,S. Dekker makes 2-pt shot at rim (assist by K. Wiltjer)
1:22.0,T. Robinson makes 2-pt shot from 2 ft (assist by D. Nwaba),2,96-131,,
1:19.0,,,96-133,2,M. Harrell makes 2-pt shot at rim (assist by L. Williams)
1:19.0,LA Lakers full timeout,,96-133,,
1:19.0,T. Black enters the game for B. Ingram,,96-133,,
1:19.0,I. Zubac enters the game for J. Clarkson,,96-133,,
1:19.0,M. World Peace enters the game for T. Ennis,,96-133,,
1:19.0,N. Young enters the game for D. Nwaba,,96-133,,
1:19.0,C. Brewer enters the game for T. Robinson,,96-133,,
1:11.0,Turnover by N. Young (bad pass; steal by L. Williams),,96-133,,
1:07.0,,,96-133,,Turnover by L. Williams (bad pass; steal by C. Brewer)
1:06.0,C. Brewer makes 2-pt shot at rim,2,98-133,,
0:54.0,,,98-133,,Turnover by L. Williams (lost ball; steal by C. Brewer)
0:46.0,I. Zubac makes 2-pt shot from 5 ft (assist by M. World Peace),2,100-133,,
0:35.0,,,100-136,3,B. Brown makes 3-pt shot from 26 ft (assist by L. Williams)
0:28.0,Turnover by M. World Peace (bad pass; steal by K. Wiltjer),,100-136,,
0:04.0,,,100-139,3,B. Brown makes 3-pt shot from 25 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
