time,Cleveland,pts.away,score,pts.home,Washington
3:26.0,Defensive rebound by I. Shumpert,,100-89,,
3:10.0,K. Irving misses 3-pt shot from 25 ft,,100-89,,
3:09.0,,,100-89,,Defensive rebound by T. Burke
2:52.0,,,100-89,,M. Morris misses 3-pt shot from 25 ft
2:51.0,,,100-89,,Offensive rebound by O. Porter
2:48.0,,,100-92,3,J. Wall makes 3-pt shot from 27 ft (assist by O. Porter)
2:46.0,,,100-92,,Violation by Team (delay of game)
2:46.0,,,100-92,,Technical foul by Team
2:46.0,K. Irving makes technical free throw,1,101-92,,
2:25.0,K. Irving makes 2-pt shot from 1 ft,2,103-92,,
2:15.0,,,103-92,,S. Mac misses 3-pt shot from 27 ft
2:14.0,Defensive rebound by K. Irving,,103-92,,
1:51.0,L. James misses 2-pt shot from 17 ft,,103-92,,
1:50.0,,,103-92,,Defensive rebound by M. Morris
1:44.0,,,103-92,,J. Wall misses 2-pt shot from 1 ft (block by L. James)
1:43.0,,,103-92,,Offensive rebound by O. Porter
1:43.0,,,103-94,2,O. Porter makes 2-pt shot from 3 ft
1:24.0,J. Smith misses 3-pt shot from 26 ft,,103-94,,
1:23.0,Offensive rebound by Team,,103-94,,
1:04.0,L. James misses 2-pt shot from 9 ft,,103-94,,
1:04.0,Offensive rebound by I. Shumpert,,103-94,,
1:04.0,I. Shumpert makes 2-pt shot at rim,2,105-94,,
0:57.0,,,105-94,,Turnover by J. Wall (lost ball; steal by L. James)
0:50.0,Cleveland full timeout,,105-94,,
0:50.0,J. Jones enters the game for L. James,,105-94,,
0:50.0,R. Jefferson enters the game for K. Love,,105-94,,
0:50.0,K. Felder enters the game for J. Smith,,105-94,,
0:50.0,M. Dunleavy enters the game for K. Irving,,105-94,,
0:50.0,J. McRae enters the game for I. Shumpert,,105-94,,
0:50.0,,,105-94,,D. House enters the game for O. Porter
0:50.0,,,105-94,,D. Ochefu enters the game for M. Morris
0:36.0,J. Jones misses 3-pt shot from 26 ft,,105-94,,
0:35.0,,,105-94,,Defensive rebound by D. House
0:17.0,,,105-94,,S. Mac misses 3-pt shot from 26 ft
0:15.0,Defensive rebound by J. Jones,,105-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
